runId,seedSlot,seed,algorithm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260823-HMOPSO_QGS_F,2,20260823,HMOPSO_QGS_F,COMPLETED,50000,120,822810ea710b7d58b3a51543ff345de7f7e24979c93939f13d7324797a7f8289,4788315245
