treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
10,20/60/10/10,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,4a47716e086d01c4506596c2c0c9a4ac093ece6e07f4010bf4593c17ee3bfbb9
