Cmax,TEC,TWC
906.8732133995229,124451.86664979758,358750.3618483468
1039.8215030938945,120924.59328532162,362237.4199605237
855.4139459951267,126207.29445164115,336757.9027146789
856.9751797071009,126254.2439191328,336636.04624741065
855.2636498184511,125719.79541279962,340621.5203911892
1057.479358005527,120668.53744127712,353757.5729777042
1009.3170264597251,121223.80697205351,352324.9395488587
870.8148202606616,125353.30235813664,338770.56678769906
939.5869315666589,124184.42376845665,360901.83253427513
1005.6083269428941,121030.37176273766,355857.7026785371
980.4811832697293,122344.05020208674,354387.41253055574
1069.8685269430375,120520.40512676406,355848.24522647914
1048.6124816843694,120616.59300038703,358087.0593734729
984.1841841467369,122058.76669172043,360994.1409900075
1057.479358005527,120629.7267692582,355741.9417177468
1057.479358005527,120668.53744127712,353757.5729777042
1057.479358005527,120427.65640892145,357705.18531619787
1042.576459253191,120658.36155584567,354235.84073712537
868.7045282373448,125729.47832289702,336373.24770582136
981.7022662902385,122958.23711472875,352911.75374316785
870.8148202606616,125624.16367444638,335922.344748984
1087.824819956583,120395.65783895814,349692.07479004835
892.7610381710821,125214.61286315697,335854.0096426945
973.7756797998743,122704.81629813908,362809.21946033667
970.745043895552,122880.8700601919,366599.2419613533
870.8148202606616,125624.16367444638,335922.344748984
999.0461355878506,123508.71991888189,349974.40398124704
986.481714077534,122147.54291056858,359667.2549496875
1091.5921161853798,120317.26759694226,354015.3456755078
1086.2379186965932,120439.99201120765,355943.25924594625
979.3736287794833,122659.18765798316,355861.0761847515
829.671668704065,126929.57281089178,338954.69177748647
1039.5447176035934,120972.10341864338,361436.674315292
977.0772653193808,122666.71270383286,360712.28394500585
852.871765652183,126701.35492704557,335612.00091235834
1036.3588344560396,121061.6569728808,350885.0628752624
852.871765652183,126701.35492704557,335612.00091235834
795.3420150587419,129239.38204600282,339633.6016880051
796.2747463769924,129157.31061162715,339605.7262508832
793.0140949254419,128857.85284800122,340442.8569245954
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
799.4665311930331,128343.62673891147,339616.8262593963
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
793.0140949254419,128857.85284800122,340442.8569245954
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
797.1613357739221,128598.68788006759,338626.54242132284
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
793.0140949254419,128857.85284800122,340442.8569245954
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
814.5348363026746,128698.47340085803,338333.36946711736
795.3420150587419,129239.38204600282,339633.6016880051
842.4368967211014,126309.89264508458,342474.11250690056
999.1772779066022,123494.48482517836,344566.57214454806
870.8148202606616,125859.08917062191,334232.66518011666
870.8148202606616,125616.24743344472,336789.02935553296
807.5870432181536,128456.75166814128,338393.8190828139
1000.7293823329138,121462.0515567468,353516.3779913961
996.5299256690051,123273.70516092217,351743.38653755735
1125.2715066130966,120083.43077449658,353042.6466558641
853.8628941243774,125873.75726142529,348834.87221274106
1063.885233455544,120796.3376884215,350199.8985862705
843.8736200072749,127202.53979334384,334858.8681578202
1074.8357913451446,121627.9214210285,343237.63257330534
1041.6034202879628,120924.62911391188,360821.05403297936
1064.732471792269,120571.77638634696,357615.93203339144
812.8047106071424,127864.16921675755,340264.0650843936
881.7635799291326,125107.29509712811,341031.90491843235
990.8775512064535,121932.65440128255,357659.94632987876
833.2145477459178,127268.13806492763,336690.84320966166
832.7990158438554,127004.92375048407,338824.43463542924
836.0201378630446,127699.35489511365,335923.76311294606
1048.4074324205756,120641.01263550154,356110.39460513066
857.8087508637486,126689.61984511983,331044.6770569389
1062.2915610174257,120416.19622132138,358590.32819717296
978.852013005418,122694.2814125224,360226.66177421436
1073.1421981450271,120436.87659615598,356728.406877036
1028.264060276303,121151.33197054372,345903.6733592895
870.8148202606616,125627.02822490473,334834.829373272
1118.7964322596229,120839.68919200797,347812.07272638264
870.8148202606616,125311.95004091054,342291.0900696027
1118.7964322596229,120839.68919200797,347812.07272638264
1071.9472052891308,121004.48831169558,349295.89547722234
868.7045282373448,125493.70151664143,343132.45350658556
963.1542892392632,123345.68661971539,356952.277224727
1000.4306564536362,122294.10898785759,343141.17672255216
844.6437610799067,126226.17413905404,337187.1654958862
973.7956083702863,123972.06357735544,353046.8963200634
851.3518565001153,125987.8777929292,337138.65279105963
1062.2915610174257,120416.19622132138,358590.32819717296
814.6584093044792,127412.21370830043,340598.60412092495
1217.9018216453724,120188.71889925265,350506.4135898411
843.1470732090132,127110.1205103533,335607.1304044322
1064.732471792269,120571.77638634696,357615.93203339144
994.487861769485,123751.6482472698,351709.31379753456
863.7558505171088,124678.57922497304,347940.28977629234
824.941999404395,126446.33774921519,339048.46703261486
824.9162821070103,127113.0251716383,337197.0091539243
841.0809885688245,125938.27815050386,352940.80784571776
1095.0610247657453,120309.08518347166,351406.36940032034
946.123042547283,123973.01024062156,337184.47176432656
1062.2915610174257,120416.19622132138,358590.32819717296
1064.732471792269,120571.77638634696,357615.93203339144
819.9709379562878,127106.70962942415,339867.8841454714
1062.2915610174257,120416.19622132138,358590.32819717296
819.9709379562878,127106.70962942415,339867.8841454714
1062.2915610174257,120416.19622132138,358590.32819717296
983.118185953354,121704.6165036005,365398.19005290803
1064.732471792269,120571.77638634696,357615.93203339144
837.6825516062281,126322.07436051435,336579.313357909
1063.8255900710028,120728.0343741096,353402.11548648984
832.8829222935252,126984.20085304184,337162.41853440006
872.0990907025814,125300.78305012007,337848.1516114008
930.1718411717268,124165.04665245293,384149.1191925212
819.9709379562878,128029.5536535524,337886.9949155509
964.477774013431,122924.84789897795,355949.8163052654
833.4784713174741,126953.2688638935,338635.4225758033
857.386778031455,126689.70407604717,335881.4248914498
810.2843581385769,127148.64159434011,342377.0320422086
819.733024608937,126646.66128117839,344443.19467286847
815.644411561507,126792.79946300073,343625.58573253657
814.9774389196406,127779.72152722879,339153.55921796744
850.8044080343691,126165.18957482596,342063.42295350344
956.3269698846468,123434.93276386998,358899.8606914869
