generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,cycle,FE,poolSize,uniqueObjectiveCount,strictNdCount,cutoffRank,cutoffScore,cutoffScoreDup,scoreAtRank99,scoreAtRank100,scoreAtRank101,selectedCount
A2-20k-100_2_4_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,cd394095fbc834272dbc460ff00185993e0a0a08187e861145756e2c3f9076c5,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A2,ON,1,20000,258,206,15,100,17.00980392156863,17.00980392156863,17.009345794392523,17.00980392156863,17.014492753623188,100
