cycle,fe,popSize,popND,archSize,popMinCmax,popMaxCmax,popRngCmax,popMinTEC,popMaxTEC,popRngTEC,popMinTWC,popMaxTWC,popRngTWC,archMinCmax,archMaxCmax,archRngCmax,archMinTEC,archMaxTEC,archRngTEC,archMinTWC,archMaxTWC,archRngTWC,rescTotal,rescCmax,rescTec,rescTwc,displaced,teacherSel,cfvfGbestLearn
11,73732,100,97,194,726.4095766465073,1015.9932563649724,289.5836797184651,51358.391470394105,57630.834021929244,6272.4425515351395,96928.30093872827,123260.43945652823,26332.138517799962,726.4095766465073,1044.2426481035748,317.8330714570675,51029.75760492347,57749.46749980845,6719.709894884982,96780.02986544376,121100.40533870671,24320.375473262946,0,0,0,0,0,0,0
12,80488,100,100,204,726.4095766465073,997.6653898393862,271.2558131928789,51358.391470394105,57630.834021929244,6272.4425515351395,96928.30093872827,123260.43945652823,26332.138517799962,726.4095766465073,1023.7598549657608,297.35027831925356,51029.75760492347,58187.59933000615,7157.841725082682,96552.9849719516,121100.40533870671,24547.420366755105,1,0,1,0,0,0,0
13,87260,100,85,177,726.4095766465073,977.3392790547391,250.92970240823183,51151.38273419193,57630.834021929244,6479.451287737313,96928.30093872827,114757.81734007012,17829.516401341854,726.4095766465073,1007.5699525220322,281.1603758755249,51029.75760492347,58187.59933000615,7157.841725082682,96552.9849719516,121100.40533870671,24547.420366755105,0,0,0,0,0,0,0
14,94049,100,100,160,726.4095766465073,983.4749247167133,257.065348070206,51051.59210122643,57630.834021929244,6579.241920702814,96928.30093872827,117427.04875876984,20498.74782004158,726.4095766465073,1014.3064407121617,287.8968640656544,50869.03849293216,58187.59933000615,7318.560837073994,96337.26537841685,115548.89736668988,19211.63198827303,0,0,0,0,0,0,0
15,100858,100,88,146,726.4095766465073,978.9261296593048,252.51655301279754,50466.416685641634,57630.834021929244,7164.41733628761,96928.30093872827,117427.04875876984,20498.74782004158,726.4095766465073,971.0594463149885,244.6498696684812,50466.416685641634,58187.59933000615,7721.182644364519,96337.26537841685,113000.7216868829,16663.456308466048,0,0,0,0,0,0,0
16,107687,100,100,171,726.4095766465073,971.0594463149885,244.6498696684812,50466.416685641634,57630.834021929244,7164.41733628761,96928.30093872827,113960.45480851812,17032.15386978985,726.4095766465073,971.0594463149885,244.6498696684812,50466.416685641634,57630.834021929244,7164.41733628761,95566.19915210416,113960.45480851812,18394.255656413952,0,0,0,0,0,0,0
17,114539,100,100,207,725.7986512049293,971.0594463149885,245.26079511005912,50466.416685641634,57852.02114662231,7385.604460980678,96928.30093872827,113960.45480851812,17032.15386978985,725.7986512049293,997.7679555384883,271.96930433355897,50252.55798924233,57852.02114662231,7599.463157379985,95274.24374010223,115032.7108415159,19758.46710141367,1,1,0,0,0,0,0
18,121415,100,66,231,724.7629266279466,1026.5251128972757,301.76218626932905,50425.51740002679,57877.37064537224,7451.853245345454,95349.3520397593,114338.92415818473,18989.572118425436,724.7629266279466,1038.149349288821,313.38642266087436,50094.279653935766,57875.44343747708,7781.163783541313,94981.69984025716,116472.43694350935,21490.73710325219,0,0,0,0,0,0,0
19,128316,100,76,237,724.7629266279466,1026.5251128972757,301.76218626932905,50425.51740002679,57765.319134756566,7339.801734729779,95349.3520397593,116499.26816243681,21149.916122677518,724.7629266279466,1038.149349288821,313.38642266087436,50094.279653935766,57875.44343747708,7781.163783541313,93904.98653382315,117215.41565808313,23310.429124259987,0,0,0,0,0,0,0
20,135245,100,79,229,724.7629266279466,1047.1739014597556,322.41097483180897,50389.57753974874,57613.003601479475,7223.426061730737,94666.3320872225,115334.02180814146,20667.689720918963,724.7629266279466,1038.149349288821,313.38642266087436,50094.279653935766,57875.44343747708,7781.163783541313,93904.98653382315,116472.43694350935,22567.450409686207,0,0,0,0,0,0,0
21,142203,100,66,250,724.7629266279466,971.9883999430027,247.2254733150561,50294.65529921666,57613.003601479475,7318.348302262813,94603.67373379349,114356.81651130322,19753.142777509725,724.7629266279466,1023.0550323185025,298.2921056905559,50047.32313506656,57614.791485874506,7567.468350807947,93006.96201520508,116996.47689850038,23989.5148832953,0,0,0,0,0,0,0
22,149192,100,83,259,724.7629266279466,1009.167480790992,284.4045541630454,50262.05612040156,57634.1139311038,7372.0578107022375,94202.23644145993,115475.9205332186,21273.684091758667,724.7629266279466,1023.0550323185025,298.2921056905559,50047.32313506656,57776.44415036144,7729.121015294884,93006.96201520508,116996.47689850038,23989.5148832953,0,0,0,0,0,0,0
23,156214,100,81,292,723.8430739214559,1055.0648850524647,331.22181113100874,50251.03648000388,57589.02623263792,7337.989752634043,94152.48905949874,116954.47803896261,22801.988979463873,723.8430739214559,982.2371269706819,258.39405304922593,49928.40322938265,57776.44415036144,7848.04092097879,93006.96201520508,116825.67896101254,23818.716945807464,0,0,0,0,0,0,0
24,163271,100,88,275,723.8430739214559,1055.0648850524647,331.22181113100874,50251.03648000388,57589.02623263792,7337.989752634043,94152.48905949874,116954.47803896261,22801.988979463873,723.8430739214559,1004.9824705634752,281.1393966420193,49928.40322938265,57776.44415036144,7848.04092097879,93006.96201520508,114482.45977138207,21475.497756176992,0,0,0,0,0,0,0
25,170366,100,85,282,718.7006360885994,1007.9526814408858,289.2520453522865,50013.15980959635,58124.866005996315,8111.706196399966,93462.3217307378,114554.5307429714,21092.209012233594,718.7006360885994,1007.9526814408858,289.2520453522865,49891.47115228883,58124.866005996315,8233.394853707483,92591.29675936172,113748.64785967322,21157.351100311498,0,0,0,0,0,0,0
26,177500,100,100,308,718.7006360885994,1007.9526814408858,289.2520453522865,49755.76827399056,58124.866005996315,8369.097732005757,93462.3217307378,114968.13010395103,21505.80837321322,718.7006360885994,1020.6728797306753,301.9722436420759,49452.42724996907,58124.866005996315,8672.438756027244,92591.29675936172,115512.13491524766,22920.83815588594,0,0,0,0,0,0,0
27,184676,100,100,324,712.4817214035386,1006.3893896803095,293.9076682767709,49587.24173852253,58255.40070517143,8668.158966648902,92773.01373573024,114968.13010395103,22195.116368220784,712.4817214035386,1043.281857488098,330.8001360845594,49452.42724996907,58222.04186440716,8769.614614438091,92352.91556858666,115798.44759037664,23445.532021789986,0,0,0,0,0,0,0
28,191896,100,73,328,712.4817214035386,1006.3893896803095,293.9076682767709,49524.365178199405,58255.40070517143,8731.035526972024,92214.57727943521,116553.33896267507,24338.761683239863,712.4817214035386,1068.428543771822,355.9468223682834,49311.0780596524,57810.7402783811,8499.6622187287,91874.6861800907,115294.48814411274,23419.80196402203,0,0,0,0,0,0,0
29,199163,100,81,329,712.0170607712421,1006.3893896803095,294.3723289090674,49524.365178199405,57810.7402783811,8286.375100181693,91738.24716626275,121067.5087200724,29329.261553809643,711.6492762782669,1068.428543771822,356.77926749355504,49311.0780596524,57326.37345325093,8015.295393598535,91363.40229457724,116295.41347481137,24932.011180234127,0,0,0,0,0,0,0
30,206480,100,77,313,712.0170607712421,1017.3117623331273,305.2947015618852,49223.225706367164,57649.730775956894,8426.50506958973,91462.20598830277,119069.72037993319,27607.514391630422,711.6492762782669,1075.5394923339418,363.89021605567484,49223.225706367164,57591.10845249813,8367.882746130963,91113.41419755702,116295.41347481137,25181.99927725435,0,0,0,0,0,0,0
31,213849,100,61,285,712.0170607712421,1070.180265948459,358.1632051772169,49223.225706367164,57649.730775956894,8426.50506958973,90958.72369674157,117024.79243463135,26066.068737889786,711.6492762782669,1075.5394923339418,363.89021605567484,49046.3362027677,57503.51648089333,8457.180278125634,90580.12908351282,121559.41742827909,30979.288344766275,0,0,0,0,0,0,0
32,221274,100,74,309,711.1371312962335,1013.9857150896593,302.84858379342575,49223.225706367164,57649.730775956894,8426.50506958973,90326.84344536811,116014.87127893534,25688.027833567234,710.5275515732741,1081.629560960058,371.10200938678383,49046.3362027677,57448.1535383131,8401.817335545398,89823.3517678213,121559.41742827909,31736.065660457796,0,0,0,0,0,0,0
33,228758,100,90,336,706.1885232736114,1013.9857150896593,307.79719181604787,49223.225706367164,57565.67773294286,8342.452026575695,90326.84344536811,119717.64038225822,29390.79693689011,706.1885232736114,1075.5394923339418,369.3509690603304,49014.46493280391,57565.67773294286,8551.21280013895,89823.3517678213,118509.94052568336,28686.58875786206,0,0,0,0,0,0,0
34,236304,100,100,337,702.6486689191688,1014.0397424477868,311.391073528618,49180.83257560016,57780.267367013366,8599.434791413209,90299.85168023812,116330.44466761587,26030.59298737775,702.6486689191688,1075.5394923339418,372.89082341477297,49014.46493280391,57780.267367013366,8765.802434209458,89346.88152520405,118509.94052568336,29163.059000479305,2,1,0,1,1,0,0
35,243916,100,82,354,702.6486689191688,1022.8269657485998,320.178296829431,49180.83257560016,57780.267367013366,8599.434791413209,89800.0969632041,118799.4160818691,28999.319118665007,702.6486689191688,1075.5394923339418,372.89082341477297,49014.46493280391,57780.267367013366,8765.802434209458,89346.88152520405,119260.63853503519,29913.75700983114,0,0,0,0,0,0,0
36,251598,100,100,382,702.4411152213623,1014.0397424477868,311.59862722642447,49180.83257560016,57604.025551431005,8423.192975830847,89481.79678299531,118799.4160818691,29317.61929887379,702.4411152213623,1052.8950869767152,350.4539717553529,48963.225518438696,57608.21044557102,8644.984927132326,88945.28889942451,119260.63853503519,30315.349635610677,0,0,0,0,0,0,0
37,259354,100,93,396,702.4411152213623,1045.4203863169048,342.97927109554246,49098.77609154287,57604.025551431005,8505.249459888131,89393.7387074513,117743.8650337081,28350.12632625681,702.4411152213623,1122.2855364470622,419.8444212256999,48817.590383488874,57703.01528451321,8885.424901024337,88945.28889942451,119035.94446098365,30090.655561559135,0,0,0,0,0,0,0
38,267188,100,100,385,702.4411152213623,1010.0559669028738,307.6148516815115,49098.77609154287,57604.025551431005,8505.249459888131,89393.7387074513,117743.8650337081,28350.12632625681,702.4411152213623,1079.3125170756475,376.8714018542852,48817.590383488874,57703.01528451321,8885.424901024337,88945.28889942451,119035.94446098365,30090.655561559135,1,1,0,0,1,0,0
39,275106,100,100,386,702.4411152213623,1022.3216425845428,319.8805273631805,48729.533134403195,57604.025551431005,8874.49241702781,89393.7387074513,117743.8650337081,28350.12632625681,702.4411152213623,1077.1039752476345,374.66286002627214,48616.86973801853,57703.01528451321,9086.145546494678,88945.28889942451,119035.94446098365,30090.655561559135,1,1,0,0,0,0,0
40,283112,100,100,392,702.4411152213623,1044.6466870577767,342.2055718364144,48729.533134403195,57604.025551431005,8874.49241702781,89393.7387074513,117743.8650337081,28350.12632625681,702.4411152213623,1077.1039752476345,374.66286002627214,48616.86973801853,57703.01528451321,9086.145546494678,88945.28889942451,117715.7900973208,28770.501197896287,1,1,0,0,1,0,0
41,291213,100,100,425,702.4411152213623,1044.6466870577767,342.2055718364144,48729.533134403195,57604.025551431005,8874.49241702781,89393.7387074513,117743.8650337081,28350.12632625681,702.4411152213623,1077.1039752476345,374.66286002627214,48616.86973801853,57703.01528451321,9086.145546494678,88945.28889942451,117715.7900973208,28770.501197896287,1,1,0,0,1,0,0
42,299414,100,100,439,702.4411152213623,1017.7303725835003,315.28925736213796,48729.533134403195,57604.025551431005,8874.49241702781,89360.3574792179,117743.8650337081,28383.507554490207,702.4411152213623,1077.1039752476345,374.66286002627214,48616.86973801853,57703.01528451321,9086.145546494678,88832.35290461587,117715.7900973208,28883.437192704936,2,1,1,0,2,0,0
43,307723,100,100,434,701.9972430549636,1017.7303725835003,315.73312952853667,48729.533134403195,58363.9062153841,9634.373080980906,89360.3574792179,117743.8650337081,28383.507554490207,701.9972430549636,1077.1039752476345,375.10673219267085,48616.86973801853,58363.9062153841,9747.036477365567,88832.35290461587,117715.7900973208,28883.437192704936,2,1,1,0,2,0,0
44,316147,100,100,435,701.9972430549636,1017.7303725835003,315.73312952853667,48729.533134403195,58363.9062153841,9634.373080980906,89360.3574792179,117743.8650337081,28383.507554490207,701.9972430549636,1077.1039752476345,375.10673219267085,48616.86973801853,58363.9062153841,9747.036477365567,88832.35290461587,117715.7900973208,28883.437192704936,1,1,0,0,0,0,0
45,324694,100,72,440,701.9972430549636,1080.193436345817,378.19619329085333,48628.93951048446,58363.9062153841,9734.966704899642,89334.52271573579,119971.02952866483,30636.506812929045,701.9972430549636,1077.1039752476345,375.10673219267085,48616.86973801853,58363.9062153841,9747.036477365567,88832.35290461587,117715.7900973208,28883.437192704936,0,0,0,0,0,0,0
46,333373,100,77,435,701.9972430549636,1101.2014222178614,399.20417916289773,48532.04470886009,58363.9062153841,9831.861506524008,89319.36333225826,119971.02952866483,30651.66619640657,701.9972430549636,1098.991144185219,396.99390113025527,48432.61311877204,58363.9062153841,9931.293096612062,88832.35290461587,119313.75605858554,30481.403153969673,0,0,0,0,0,0,0
47,342194,100,85,433,701.9972430549636,1101.2014222178614,399.20417916289773,48532.04470886009,58363.9062153841,9831.861506524008,89214.83663028342,119971.02952866483,30756.192898381414,701.9972430549636,1138.7354443041536,436.73820124918996,48432.61311877204,58363.9062153841,9931.293096612062,88832.35290461587,121624.42126303526,32792.06835841939,0,0,0,0,0,0,0
48,351168,100,100,400,701.9972430549636,1098.019890845264,396.0226477903003,48532.04470886009,58363.9062153841,9831.861506524008,89188.30958082822,118740.61775338915,29552.308172560923,701.9972430549636,1138.7354443041536,436.73820124918996,48363.01192198275,58363.9062153841,10000.894293401354,88832.35290461587,118481.46184567761,29649.108941061742,2,1,1,0,2,0,0
49,360308,100,100,388,701.9972430549636,1023.715507566046,321.71826451108234,48487.36072600109,58363.9062153841,9876.54548938301,89188.30958082822,118740.61775338915,29552.308172560923,701.9972430549636,1138.7354443041536,436.73820124918996,48324.33408572282,58363.9062153841,10039.572129661283,88832.35290461587,123022.78564757813,34190.432742962264,1,1,0,0,1,0,0
50,369628,100,100,386,701.9972430549636,1026.130939727542,324.13369667257837,48434.910369193196,58363.9062153841,9928.995846190905,89188.30958082822,118740.61775338915,29552.308172560923,701.9972430549636,1138.7354443041536,436.73820124918996,48303.84144956028,58363.9062153841,10060.064765823823,88832.35290461587,119643.2031438578,30810.850239241932,2,1,1,0,2,1,14
51,379143,100,100,402,701.9972430549636,1026.130939727542,324.13369667257837,48434.910369193196,58363.9062153841,9928.995846190905,89188.30958082822,118740.61775338915,29552.308172560923,701.9972430549636,1138.7354443041536,436.73820124918996,48124.08967267058,58363.9062153841,10239.816542713517,88832.35290461587,120263.41131994168,31431.05841532581,1,1,0,0,0,0,0
52,388872,100,100,398,701.9972430549636,1154.113651659719,452.1164086047553,48401.131974927644,58363.9062153841,9962.774240456456,89188.30958082822,122562.21514046646,33373.90555963824,701.9972430549636,1138.7354443041536,436.73820124918996,48124.08967267058,58363.9062153841,10239.816542713517,88832.35290461587,118536.15258504968,29703.799680433818,2,1,1,0,1,0,0
53,398836,100,100,424,701.9972430549636,1090.1260346151664,388.1287915602028,48209.39729601175,58363.9062153841,10154.508919372347,89188.30958082822,121774.16707012354,32585.85748929532,701.9972430549636,1138.7354443041536,436.73820124918996,47998.6476907355,58363.9062153841,10365.258524648598,88832.35290461587,122544.13295210323,33711.780047487366,2,1,1,0,0,0,0
54,409059,100,77,425,701.9972430549636,1114.961162365087,412.9639193101233,48012.976156107114,58363.9062153841,10350.930059276987,88969.00268072919,124606.6224990945,35637.61981836532,701.9972430549636,1138.7354443041536,436.73820124918996,47992.04399128002,58363.9062153841,10371.86222410408,88832.35290461587,122616.48102284575,33784.128118229884,0,0,0,0,0,0,0
55,419570,100,74,420,701.9972430549636,1114.961162365087,412.9639193101233,48012.976156107114,58363.9062153841,10350.930059276987,88969.00268072919,124606.6224990945,35637.61981836532,701.9972430549636,1138.7354443041536,436.73820124918996,47984.72627515081,58363.9062153841,10379.17994023329,88832.35290461587,122836.79140381227,34004.4384991964,0,0,0,0,0,0,0
56,430402,100,87,410,701.9972430549636,1114.961162365087,412.9639193101233,48012.976156107114,58363.9062153841,10350.930059276987,88949.72614276095,129862.04501166809,40912.31886890714,701.9972430549636,1138.7354443041536,436.73820124918996,47984.72627515081,58363.9062153841,10379.17994023329,88832.35290461587,122836.79140381227,34004.4384991964,0,0,0,0,0,42,767
57,441595,100,100,416,701.9972430549636,1083.9634114136306,381.966168358667,48012.976156107114,58363.9062153841,10350.930059276987,88949.72614276095,124606.6224990945,35656.89635633356,701.9972430549636,1138.7354443041536,436.73820124918996,47925.81854865527,58363.9062153841,10438.087666728832,88832.35290461587,123079.69965510687,34247.34675049101,2,1,1,0,2,38,680
58,453199,100,100,433,701.9972430549636,1078.8650683651438,376.86782531018014,48012.976156107114,58363.9062153841,10350.930059276987,88949.72614276095,124606.6224990945,35656.89635633356,701.9972430549636,1138.7354443041536,436.73820124918996,47897.44590649652,58363.9062153841,10466.460308887581,88832.35290461587,123079.69965510687,34247.34675049101,2,1,1,0,0,12,222
59,465273,100,100,440,701.9972430549636,1078.8650683651438,376.86782531018014,48012.976156107114,58363.9062153841,10350.930059276987,88913.42671393718,124606.6224990945,35693.195785157324,701.9972430549636,1138.7354443041536,436.73820124918996,47852.44072025771,58363.9062153841,10511.465495126387,88788.75393024443,124658.16763684986,35869.413706605425,2,1,1,0,1,19,341
60,477894,100,100,450,701.9972430549636,1080.2714731204942,378.27423006553056,47993.89141881619,58363.9062153841,10370.014796567913,88913.42671393718,121149.73983213837,32236.313118201186,701.9972430549636,1138.7354443041536,436.73820124918996,47839.70400748343,58363.9062153841,10524.202207900671,88404.5541378035,121792.21010285243,33387.655965048936,1,1,0,0,1,19,339
61,491160,100,100,435,701.9972430549636,1067.4043821612931,365.4071391063295,47963.350936393574,58363.9062153841,10400.555278990527,88913.42671393718,119857.16522882902,30943.73851489184,701.9972430549636,1138.7354443041536,436.73820124918996,47823.174001706255,58363.9062153841,10540.732213677846,88404.5541378035,121755.51444935871,33350.960311555216,2,1,1,0,1,24,433
62,500000,100,100,440,695.3889574719447,1134.199847079103,438.8108896071583,47957.4210076747,58860.7963556817,10903.375348007,88886.89966448199,123080.3639485467,34193.464284064714,695.3889574719447,1138.7354443041536,443.34648683220894,47823.174001706255,58860.7963556817,11037.622353975443,88404.5541378035,121755.51444935871,33350.960311555216,2,1,1,0,2,31,556
