cycle,fe,popSize,popND,archSize,popMinCmax,popMaxCmax,popRngCmax,popMinTEC,popMaxTEC,popRngTEC,popMinTWC,popMaxTWC,popRngTWC,archMinCmax,archMaxCmax,archRngCmax,archMinTEC,archMaxTEC,archRngTEC,archMinTWC,archMaxTWC,archRngTWC,rescTotal,rescCmax,rescTec,rescTwc,displaced,teacherSel,cfvfGbestLearn
11,73732,100,48,148,738.6121049121058,961.7025037633256,223.0903988512198,50191.009229495416,58471.616166083935,8280.60693658852,93440.09284227173,119757.98243405341,26317.889591781684,738.6121049121058,1012.8638596856969,274.2517547735911,49967.18208637035,54904.823866178835,4937.641779808488,93440.09284227173,120459.36104878402,27019.268206512294,0,0,0,0,0,0,0
12,80488,100,59,182,738.6121049121058,984.0538608499761,245.4417559378703,49952.55564037389,58471.616166083935,8519.060525710047,92448.11160068255,119204.82319140283,26756.711590720282,738.6121049121058,983.2512110038651,244.63910609175934,49732.40680889189,54904.823866178835,5172.417057286948,92448.11160068255,119519.23719731305,27071.125596630503,0,0,0,0,0,0,0
13,87260,100,79,184,738.6121049121058,1001.0863752755846,262.4742703634788,49928.44103679917,54904.823866178835,4976.382829379661,92448.11160068255,119636.53921208979,27188.42761140724,738.6121049121058,1006.0380855994755,267.4259806873697,49732.40680889189,54904.823866178835,5172.417057286948,92448.11160068255,120075.4927842838,27627.381183601246,0,0,0,0,0,0,0
14,94049,100,88,184,738.6121049121058,1001.0863752755846,262.4742703634788,49928.44103679917,54904.823866178835,4976.382829379661,92448.11160068255,119235.38083318624,26787.26923250369,738.6121049121058,1016.8527431277286,278.24063821562277,49611.98898966628,54904.823866178835,5292.834876512556,92448.11160068255,121671.23468881473,29223.123088132183,0,0,0,0,0,0,0
15,100858,100,100,188,738.6121049121058,970.351716714582,231.73961180247625,49778.15529081391,54904.823866178835,5126.668575364922,92448.11160068255,118220.67301200308,25772.561411320537,738.6121049121058,1016.8527431277286,278.24063821562277,49611.98898966628,55040.321777995516,5428.332788329237,92448.11160068255,121671.23468881473,29223.123088132183,0,0,0,0,0,0,0
16,107687,100,100,201,738.6121049121058,1037.7215499201427,299.1094450080369,49724.95330539356,54904.823866178835,5179.870560785275,92448.11160068255,118828.98867565687,26380.877074974327,738.6121049121058,1015.0388261070786,276.42672119497286,49529.15673502156,55040.321777995516,5511.165042973953,92448.11160068255,119732.76379265098,27284.65219196843,0,0,0,0,0,0,0
17,114539,100,100,206,738.6121049121058,1037.7215499201427,299.1094450080369,49724.95330539356,54904.823866178835,5179.870560785275,92448.11160068255,118828.98867565687,26380.877074974327,738.6121049121058,1006.0380855994755,267.4259806873697,49529.15673502156,55040.321777995516,5511.165042973953,92448.11160068255,118704.98927281355,26256.877672131,0,0,0,0,0,0,0
18,121415,100,100,216,738.6121049121058,1037.7215499201427,299.1094450080369,49724.95330539356,54904.823866178835,5179.870560785275,92448.11160068255,118828.98867565687,26380.877074974327,738.6121049121058,1006.0380855994755,267.4259806873697,49529.15673502156,55040.321777995516,5511.165042973953,91444.63154500134,120542.48681050629,29097.855265504957,0,0,0,0,0,0,0
19,128316,100,100,220,734.5346276687815,1037.7215499201427,303.18692225136124,49724.95330539356,55743.2282153337,6018.274909940141,92448.11160068255,118828.98867565687,26380.877074974327,734.5346276687815,996.714011149132,262.17938348035057,49403.99975414776,55743.2282153337,6339.228461185943,91444.63154500134,120542.48681050629,29097.855265504957,1,1,0,0,0,0,0
20,135245,100,99,189,734.5346276687815,1037.0122025147543,302.47757484597287,49655.09460226327,55743.2282153337,6088.133613070429,92448.11160068255,121093.2607443986,28645.14914371606,734.5346276687815,996.714011149132,262.17938348035057,49403.99975414776,55743.2282153337,6339.228461185943,91444.63154500134,120393.98005455223,28949.348509550895,0,0,0,0,0,0,0
21,142203,100,100,185,734.5346276687815,1037.0122025147543,302.47757484597287,49655.09460226327,55743.2282153337,6088.133613070429,92448.11160068255,121093.2607443986,28645.14914371606,734.5346276687815,996.714011149132,262.17938348035057,49403.99975414776,55743.2282153337,6339.228461185943,91444.63154500134,120393.98005455223,28949.348509550895,0,0,0,0,0,0,0
22,149192,100,86,196,734.5346276687815,978.708934563015,244.1743068942335,49495.68252450865,55743.2282153337,6247.545690825049,91964.95430335327,119006.11261940919,27041.158316055924,734.5346276687815,996.714011149132,262.17938348035057,49403.99975414776,55743.2282153337,6339.228461185943,90642.4891999392,120393.98005455223,29751.490854613032,0,0,0,0,0,0,0
23,156214,100,100,185,734.5346276687815,978.708934563015,244.1743068942335,49495.68252450865,55743.2282153337,6247.545690825049,91964.95430335327,119368.26524096518,27403.31093761191,734.5346276687815,1010.6652453787883,276.13061771000685,49245.64019462003,55743.2282153337,6497.588020713672,90642.4891999392,122767.0561262142,32124.566926275,0,0,0,0,0,1,35
24,163271,100,94,199,734.5346276687815,996.714011149132,262.17938348035057,49434.1286523395,55743.2282153337,6309.099562994197,91964.95430335327,120366.8052288611,28401.85092550784,734.5346276687815,1035.3735652591652,300.8389375903837,49168.77389483967,55743.2282153337,6574.454320494027,90642.4891999392,122767.0561262142,32124.566926275,0,0,0,0,0,0,0
25,170366,100,100,222,734.5346276687815,1131.3675356712183,396.83290800243685,49434.1286523395,55743.2282153337,6309.099562994197,91964.95430335327,120366.8052288611,28401.85092550784,734.5346276687815,1035.3735652591652,300.8389375903837,49168.77389483967,55743.2282153337,6574.454320494027,90642.4891999392,122767.0561262142,32124.566926275,0,0,0,0,0,0,0
26,177500,100,100,242,734.5346276687815,999.9948894246072,265.46026175582574,49252.63596891312,55743.2282153337,6490.59224642058,91964.95430335327,120366.8052288611,28401.85092550784,734.5346276687815,1035.3735652591652,300.8389375903837,49168.77389483967,55743.2282153337,6574.454320494027,90642.4891999392,122054.76266875034,31412.273468811138,1,1,0,0,0,0,0
27,184676,100,100,262,734.5346276687815,1048.8195774052394,314.284949736458,49252.63596891312,55743.2282153337,6490.59224642058,91964.95430335327,120366.8052288611,28401.85092550784,734.5346276687815,1063.5044521748528,328.9698245060713,48975.16454209869,55743.2282153337,6768.06367323501,90642.4891999392,123210.59967625036,32568.110476311165,2,1,0,1,0,0,0
28,191896,100,100,261,734.5346276687815,1057.2154100822077,322.6807824134262,49041.60852218536,55743.2282153337,6701.619693148343,91964.95430335327,123280.3041889832,31315.349885629927,734.5346276687815,1063.5044521748528,328.9698245060713,48849.52698834329,55743.2282153337,6893.701226990408,90434.17858375475,123280.3041889832,32846.125605228444,1,1,0,0,0,0,0
29,199163,100,91,254,734.5346276687815,1038.248751174292,303.71412350551054,48607.41887102605,55743.2282153337,7135.8093443076505,91964.95430335327,121653.92875977894,29688.97445642567,734.5346276687815,1061.1680423642715,326.63341469549005,48607.41887102605,55743.2282153337,7135.8093443076505,90434.17858375475,121720.55697824845,31286.378394493702,0,0,0,0,0,1,37
30,206480,100,100,287,734.5346276687815,1038.248751174292,303.71412350551054,48595.833843869135,55743.2282153337,7147.394371464565,91964.95430335327,122520.23005839156,30555.275755038296,733.7434586214335,1049.7581535484599,316.0146949270263,48580.91406753608,55795.28591271119,7214.371845175105,90434.17858375475,121530.79517923892,31096.61659548417,0,0,0,0,0,0,0
31,213849,100,100,260,734.5346276687815,1038.248751174292,303.71412350551054,48595.833843869135,55743.2282153337,7147.394371464565,91964.95430335327,122520.23005839156,30555.275755038296,733.7434586214335,1056.4202867649333,322.67682814349973,48523.25947328232,55795.28591271119,7272.026439428868,90232.98710643183,120984.14604847418,30751.158942042355,1,1,0,0,0,0,0
32,221274,100,100,312,734.5346276687815,1109.3314013943675,374.79677372558604,48540.08586259619,55743.2282153337,7203.142352737508,91964.95430335327,123043.83521178726,31078.88090843399,733.7434586214335,1081.994906129567,348.2514475081334,48488.2924240267,55795.28591271119,7306.993488684486,90232.98710643183,122868.54565629651,32635.558549864683,2,1,1,0,2,0,0
33,228758,100,89,243,734.5346276687815,1109.3314013943675,374.79677372558604,48540.08586259619,55743.2282153337,7203.142352737508,91699.24642170653,123043.83521178726,31344.58879008073,733.7434586214335,1095.7612903541556,362.017831732722,48325.67032876631,55795.28591271119,7469.615583944877,90232.98710643183,120610.09413116306,30377.10702473123,0,0,0,0,0,2,38
34,236304,100,88,235,734.5346276687815,1094.671652938514,360.1370252697325,48241.30132928245,55743.2282153337,7501.926886051253,91699.24642170653,121068.7991947801,29369.552773073578,733.7434586214335,1028.735045471668,294.9915868502344,47917.41891567697,55795.28591271119,7877.866997034216,90232.98710643183,119912.84385298968,29679.856746557853,0,0,0,0,0,0,0
35,243916,100,97,247,734.5346276687815,1003.1254629155195,268.59083524673804,47989.94438973037,55743.2282153337,7753.283825603328,91699.24642170653,118785.28334144849,27086.036919741964,733.7434586214335,1028.735045471668,294.9915868502344,47751.25401351748,55795.28591271119,8044.031899193709,90232.98710643183,118001.18356535942,27768.19645892759,0,0,0,0,0,0,0
36,251598,100,90,266,734.5346276687815,1016.9050972011371,282.3704695323556,47961.81886237247,55743.2282153337,7781.409352961229,91699.24642170653,117961.3799649959,26262.13354328937,733.7434586214335,1007.9211991885044,274.1777405670708,47573.86929138308,55795.28591271119,8221.416621328106,90232.98710643183,118005.33130765325,27772.344201221422,0,0,0,0,0,1,19
37,259354,100,93,273,734.5346276687815,999.8136101340046,265.2789824652232,47751.07035695014,55743.2282153337,7992.157858383558,91699.24642170653,117082.24055121085,25382.994129504325,733.7434586214335,1009.642306536869,275.89884791543545,47573.86929138308,55795.28591271119,8221.416621328106,90232.98710643183,117014.5816608598,26781.594554427968,0,0,0,0,0,0,0
38,267188,100,93,280,734.5346276687815,1001.2652777088175,266.73065004003604,47751.07035695014,55743.2282153337,7992.157858383558,91699.24642170653,117338.51747639393,25639.2710546874,733.7434586214335,999.1349585554235,265.39149993398996,47573.86929138308,55795.28591271119,8221.416621328106,90232.98710643183,119042.67881816624,28809.691711734413,0,0,0,0,0,1,18
39,275106,100,70,271,734.5346276687815,1006.3993017622497,271.86467409346824,47746.488677229354,55743.2282153337,7996.739538104346,91609.7090055137,117338.51747639393,25728.808470880234,733.7434586214335,988.1305572933423,254.3870986719088,47573.86929138308,55795.28591271119,8221.416621328106,90232.98710643183,119042.67881816624,28809.691711734413,0,0,0,0,0,1,19
40,283112,100,84,294,734.5346276687815,1006.3993017622497,271.86467409346824,47746.488677229354,55743.2282153337,7996.739538104346,91609.7090055137,117338.51747639393,25728.808470880234,733.7434586214335,1046.1176286490595,312.37417002762595,47553.42406076683,55795.28591271119,8241.861851944355,90232.98710643183,119042.67881816624,28809.691711734413,0,0,0,0,0,0,0
41,291213,100,86,275,734.5346276687815,1023.1847215035305,288.650093834749,47581.48113297489,55743.2282153337,8161.747082358808,91609.7090055137,116819.5311838463,25209.8221783326,733.7434586214335,1035.7740169344652,302.03055831303163,47473.290218366834,55795.28591271119,8321.995694344354,90112.13239411719,119042.67881816624,28930.546424049055,0,0,0,0,0,1,18
42,299414,100,91,256,734.5346276687815,1047.430453087223,312.8958254184415,47411.27394904381,55743.2282153337,8331.95426628989,91609.7090055137,116819.5311838463,25209.8221783326,733.7434586214335,1047.430453087223,313.68699446578944,47411.27394904381,55795.28591271119,8384.011963667377,90112.13239411719,119042.67881816624,28930.546424049055,0,0,0,0,0,0,0
43,307723,100,100,260,734.5346276687815,1145.021523530133,410.4868958613515,47407.699946444045,55743.2282153337,8335.528268889655,90949.47831709389,116819.5311838463,25870.052866752405,733.7434586214335,1043.4375484320726,309.69408981063907,47349.62206016161,55795.28591271119,8445.66385254958,90112.13239411719,119042.67881816624,28930.546424049055,0,0,0,0,0,1,18
44,316147,100,96,311,734.5346276687815,993.323521554405,258.78889388562357,47407.699946444045,55743.2282153337,8335.528268889655,90949.47831709389,116819.5311838463,25870.052866752405,733.7434586214335,1071.033659183675,337.29020056224135,47313.38673162818,55795.28591271119,8481.899181083005,90112.13239411719,119042.67881816624,28930.546424049055,0,0,0,0,0,0,0
45,324694,100,100,274,734.5346276687815,1010.8078345033929,276.2732068346114,47165.58362561745,55743.2282153337,8577.644589716248,90949.47831709389,116689.15727713282,25739.67896003893,733.7434586214335,1156.674811653906,422.93135303247254,47165.58362561745,55795.28591271119,8629.702287093736,90112.13239411719,119042.67881816624,28930.546424049055,1,1,0,0,0,0,0
46,333373,100,100,268,734.5346276687815,1010.8078345033929,276.2732068346114,47165.58362561745,55743.2282153337,8577.644589716248,90310.90293583147,114916.47332389836,24605.570388066888,733.7434586214335,1156.674811653906,422.93135303247254,47046.27942333066,55795.28591271119,8749.006489380525,90112.13239411719,119042.67881816624,28930.546424049055,2,1,0,1,2,0,0
47,342194,100,100,286,731.4589174453237,1010.8078345033929,279.3489170580692,47165.58362561745,55959.76205479769,8794.17842918024,90310.90293583147,114916.47332389836,24605.570388066888,731.4589174453237,1073.6194687530615,342.1605513077378,46994.15271109924,55959.76205479769,8965.609343698452,89918.86651522292,119042.67881816624,29123.81230294332,0,0,0,0,0,12,210
48,351168,100,100,279,731.4589174453237,1023.4447688490277,291.98585140370403,47164.407320145256,55959.76205479769,8795.354734652436,90310.90293583147,114916.47332389836,24605.570388066888,731.4589174453237,1075.2956971441079,343.8367796987842,46958.69065627677,55959.76205479769,9001.071398520922,89689.69163313422,119042.67881816624,29352.98718503202,1,1,0,0,0,2,78
49,360308,100,86,296,731.4589174453237,996.8527097240425,265.3937922787188,47140.43240076848,56190.217082154355,9049.784681385878,90000.8998936096,112913.08071369864,22912.180820089037,731.4589174453237,1075.2956971441079,343.8367796987842,46915.1602359012,56190.217082154355,9275.056846253152,89689.69163313422,119042.67881816624,29352.98718503202,0,0,0,0,0,3,77
50,369628,100,100,325,731.4589174453237,984.5331288525515,253.07421140722784,47140.43240076848,55959.76205479769,8819.329654029214,89095.37025162537,120564.86758589385,31469.497334268483,731.4589174453237,1119.3680649265139,387.9091474811902,46915.1602359012,56190.217082154355,9275.056846253152,88537.31948657651,119042.67881816624,30505.35933158973,0,0,0,0,0,0,0
51,379143,100,100,393,731.4589174453237,1023.549418972044,292.09050152672035,46999.43465263513,55959.76205479769,8960.327402162562,89095.37025162537,111826.72611366777,22731.3558620424,731.4589174453237,1097.9856712860583,366.5267538407346,46915.1602359012,56190.217082154355,9275.056846253152,88286.72722732043,119042.67881816624,30755.951590845812,1,1,0,0,1,0,0
52,388872,100,100,420,728.2974368165143,1097.8648109371916,369.5673741206773,46993.34347601523,56525.39521246645,9532.05173645122,88490.27581714418,111196.3493335474,22706.073516403223,728.2974368165143,1098.0131336506968,369.7156968341825,46895.86864511671,56525.39521246645,9629.526567349742,88199.12541882964,119042.67881816624,30843.553399336597,2,1,1,0,0,1,37
53,398836,100,100,439,728.2974368165143,1080.8917042214566,352.59426740494234,46939.59134724623,56525.39521246645,9585.803865220223,88490.27581714418,111433.37638781096,22943.10057066678,728.2974368165143,1105.535030472272,377.2375936557577,46776.52182699453,56525.39521246645,9748.873385471918,88199.12541882964,119042.67881816624,30843.553399336597,2,1,1,0,0,0,0
54,409059,100,100,437,728.2974368165143,1092.5918059886442,364.2943691721299,46939.59134724623,56525.39521246645,9585.803865220223,88490.27581714418,111433.37638781096,22943.10057066678,728.2974368165143,1134.9034477367102,406.6060109201959,46776.52182699453,56525.39521246645,9748.873385471918,88040.34189504656,119042.67881816624,31002.336923119685,1,1,0,0,0,0,0
55,419570,100,100,361,728.2974368165143,1092.5918059886442,364.2943691721299,46939.59134724623,56525.39521246645,9585.803865220223,88443.68641230816,122093.70022851822,33650.01381621006,728.2974368165143,1134.9034477367102,406.6060109201959,46709.8169267617,56525.39521246645,9815.578285704752,88040.34189504656,119042.67881816624,31002.336923119685,1,1,0,0,0,0,0
56,430402,100,100,383,728.2974368165143,1047.7458824553012,319.4484456387869,46760.490347253995,56525.39521246645,9764.904865212455,88161.40989541581,111807.28275675024,23645.87286133443,728.2974368165143,1134.9034477367102,406.6060109201959,46657.60483520347,56525.39521246645,9867.79037726298,87684.13204193849,119042.67881816624,31358.546776227755,0,0,0,0,0,1,37
57,441595,100,100,393,728.2974368165143,1032.3280013668252,304.03056455031094,46720.33933647259,56525.39521246645,9805.055875993858,88161.40989541581,110739.23589652928,22577.82600111347,728.2974368165143,1087.095036901354,358.7976000848397,46608.96159853715,56525.39521246645,9916.433613929301,87684.13204193849,119042.67881816624,31358.546776227755,1,1,0,0,0,0,0
58,453199,100,100,430,728.2974368165143,1032.3280013668252,304.03056455031094,46720.33933647259,56525.39521246645,9805.055875993858,88161.40989541581,110739.23589652928,22577.82600111347,728.2974368165143,1087.095036901354,358.7976000848397,46608.96159853715,56525.39521246645,9916.433613929301,87684.13204193849,119042.67881816624,31358.546776227755,1,1,0,0,0,0,0
59,465273,100,98,406,728.2974368165143,1046.3529003103256,318.0554634938113,46720.33933647259,56525.39521246645,9805.055875993858,88161.40989541581,118679.28923966606,30517.87934425025,728.2974368165143,1116.6082129473182,388.3107761308039,46560.26345048452,56525.39521246645,9965.131761981931,87474.27424785835,116910.5838637813,29436.309615922946,0,0,0,0,0,0,0
60,477894,100,97,400,727.3339912815503,992.4312092307698,265.0972179492195,46680.4848934582,55624.166655113135,8943.681761654938,88161.40989541581,110739.23589652928,22577.82600111347,727.3339912815503,1116.6082129473182,389.27422166576787,46544.544932747376,55624.166655113135,9079.621722365759,87474.27424785835,116910.5838637813,29436.309615922946,0,0,0,0,0,0,0
61,491160,100,100,399,727.3339912815503,1023.5219335145738,296.1879422330235,46657.729988591615,55590.91835043729,8933.188361845678,88161.40989541581,110739.23589652928,22577.82600111347,727.3339912815503,1047.3224772828241,319.9884860012738,46538.699444537204,55624.166655113135,9085.467210575931,87459.38597761164,116910.5838637813,29451.197886169655,2,1,0,1,2,0,0
62,500000,100,100,391,727.3339912815503,1027.2909118541445,299.9569205725942,46590.28289731491,55590.91835043729,9000.635453122384,88161.40989541581,110739.23589652928,22577.82600111347,727.3339912815503,1039.6387696672516,312.3047783857013,46532.77008663141,55624.166655113135,9091.396568481723,87459.38597761164,116910.5838637813,29451.197886169655,1,1,0,0,0,0,0
