cycle,fe,popSize,popND,archSize,popMinCmax,popMaxCmax,popRngCmax,popMinTEC,popMaxTEC,popRngTEC,popMinTWC,popMaxTWC,popRngTWC,archMinCmax,archMaxCmax,archRngCmax,archMinTEC,archMaxTEC,archRngTEC,archMinTWC,archMaxTWC,archRngTWC,rescTotal,rescCmax,rescTec,rescTwc,displaced,teacherSel,cfvfGbestLearn
19,128316,100,98,209,743.5109019070744,1008.879697034216,265.36879512714154,49792.6958168281,56683.757107037316,6891.061290209218,91194.18773374229,114563.47870039607,23369.290966653774,743.5109019070744,961.8574725786073,218.34657067153285,49704.564209004086,56683.757107037316,6979.19289803323,90367.83727512366,113201.75938732033,22833.92211219667,0,0,0,0,0,0,0
20,135245,100,100,240,746.0971177853864,983.1271928626434,237.03007507725692,49781.39831834122,55461.30790358719,5679.909585245972,90438.67617074415,114563.47870039607,24124.80252965192,743.5109019070744,961.8574725786073,218.34657067153285,49617.203446677944,56683.757107037316,7066.553660359372,90110.73588452114,112082.33585122376,21971.59996670262,0,0,0,0,0,0,0
21,142203,100,91,248,746.0971177853864,983.1271928626434,237.03007507725692,49781.39831834122,55461.30790358719,5679.909585245972,89459.44593587458,114563.47870039607,25104.032764521486,743.5109019070744,961.8574725786073,218.34657067153285,49617.203446677944,56683.757107037316,7066.553660359372,89459.44593587458,111582.54066479302,22123.09472891844,0,0,0,0,0,0,0
22,149192,100,100,268,746.0971177853864,952.7128685373449,206.61575075195844,49849.68251877605,55461.30790358719,5611.625384811145,89459.44593587458,111955.27882723289,22495.83289135831,743.5109019070744,961.8574725786073,218.34657067153285,49617.203446677944,56683.757107037316,7066.553660359372,89459.44593587458,114446.77200591743,24987.32607004285,0,0,0,0,0,0,0
23,156214,100,100,266,746.0971177853864,998.1151253985155,252.01800761312904,49804.7677463207,55461.30790358719,5656.540157266492,89459.44593587458,114432.17131399797,24972.72537812339,743.5109019070744,1053.9398576246754,310.42895571760096,49617.203446677944,56683.757107037316,7066.553660359372,89459.44593587458,114446.77200591743,24987.32607004285,0,0,0,0,0,0,0
24,163271,100,87,278,746.0971177853864,998.1151253985155,252.01800761312904,49804.7677463207,55287.39834430287,5482.63059798217,89459.44593587458,114432.17131399797,24972.72537812339,743.5109019070744,1053.9398576246754,310.42895571760096,49617.203446677944,56683.757107037316,7066.553660359372,89459.44593587458,114446.77200591743,24987.32607004285,0,0,0,0,0,0,0
25,170366,100,100,237,746.0971177853864,1005.4071005962554,259.309982810869,49638.40565077495,55287.39834430287,5648.992693527922,89459.44593587458,110825.77506773661,21366.329131862032,743.5109019070744,1005.4071005962554,261.896198689181,49575.10095086486,56683.757107037316,7108.656156172459,89191.2242216845,113813.78728212521,24622.563060440705,0,0,0,0,0,0,0
26,177500,100,100,256,746.0971177853864,948.5694972717959,202.4723794864094,49695.63817436645,55287.39834430287,5591.760169936417,89459.44593587458,110195.85591071789,20736.409974843307,743.5109019070744,1005.4071005962554,261.896198689181,49541.31971289503,56683.757107037316,7142.437394142289,89191.2242216845,113813.78728212521,24622.563060440705,0,0,0,0,0,0,0
27,184676,100,100,262,746.0971177853864,948.5694972717959,202.4723794864094,49695.63817436645,55287.39834430287,5591.760169936417,89459.44593587458,110195.85591071789,20736.409974843307,743.5109019070744,1005.4071005962554,261.896198689181,49308.86847841471,56683.757107037316,7374.888628622604,89191.2242216845,113890.83202118473,24699.607799500227,0,0,0,0,0,0,0
28,191896,100,87,268,745.2676238751678,985.2250146936348,239.95739081846693,49236.37226822753,56708.144888771305,7471.772620543772,89459.44593587458,111133.44514161407,21673.999205739485,743.5109019070744,985.2250146936348,241.71411278656035,49171.97155111875,56708.144888771305,7536.173337652552,89191.2242216845,111733.77632639994,22542.552104715433,0,0,0,0,0,0,0
29,199163,100,79,267,745.2676238751678,1037.680767707223,292.4131438320551,49134.97359607264,56708.144888771305,7573.171292698666,89459.44593587458,112950.37511836202,23490.929182487438,743.5109019070744,1080.3553855727175,336.8444836656431,48980.86123458792,56683.757107037316,7702.895872449393,89191.2242216845,115046.08687929565,25854.862657611142,0,0,0,0,0,0,0
30,206480,100,91,260,745.2676238751678,989.7627987166818,244.49517484151397,49134.97359607264,56708.144888771305,7573.171292698666,89459.44593587458,110359.74327801661,20900.297342142032,743.5109019070744,1080.3553855727175,336.8444836656431,48980.86123458792,56683.757107037316,7702.895872449393,89191.2242216845,115046.08687929565,25854.862657611142,0,0,0,0,0,0,0
31,213849,100,100,274,737.601097371885,1098.1367453785897,360.5356480067047,49103.251674879546,55934.659144716396,6831.4074698368495,89459.44593587458,114477.90931203352,25018.463376158936,737.601097371885,1043.9217910317225,306.3206936598375,48972.93534811143,55934.659144716396,6961.723796604965,89191.2242216845,115046.08687929565,25854.862657611142,0,0,0,0,0,0,0
32,221274,100,98,258,737.601097371885,1000.6746996385446,263.0736022666596,49090.55267114935,55934.659144716396,6844.106473567044,89459.44593587458,109471.64411139351,20012.198175518934,737.601097371885,1043.9217910317225,306.3206936598375,48972.93534811143,55934.659144716396,6961.723796604965,89191.2242216845,115046.08687929565,25854.862657611142,0,0,0,0,0,0,0
33,228758,100,100,271,744.8164452468842,988.0908617031911,243.27441645630688,49039.24591532073,55476.346871997834,6437.100956677103,89349.22232638509,109471.64411139351,20122.421785008424,737.601097371885,984.88008124773,247.27898387584503,48803.00684345902,55934.659144716396,7131.652301257374,89191.2242216845,111920.51300296889,22729.288781284384,0,0,0,0,0,0,0
34,236304,100,100,300,744.8164452468842,988.0908617031911,243.27441645630688,49039.24591532073,55435.94896832621,6396.703053005476,89349.22232638509,109471.64411139351,20122.421785008424,737.601097371885,972.6864126288804,235.0853152569954,48641.34562657718,55934.659144716396,7293.313518139214,89191.2242216845,112097.2174099136,22905.9931882291,0,0,0,0,0,0,0
35,243916,100,100,319,746.0971177853864,988.0908617031911,241.99374391780464,48979.737192206245,55270.90651973868,6291.169327532436,89349.22232638509,110218.64518645167,20869.42286006658,737.601097371885,990.5887086400946,252.98761126820966,48632.21962059399,55934.659144716396,7302.439524122405,89191.2242216845,111326.01267878254,22134.78845709804,0,0,0,0,0,0,0
36,251598,100,100,321,745.0320393608825,988.0908617031911,243.05882234230853,48979.737192206245,55492.29984192458,6512.562649718333,89349.22232638509,110218.64518645167,20869.42286006658,737.601097371885,978.7740032077566,241.17290583587157,48632.21962059399,55934.659144716396,7302.439524122405,89040.2751221353,111326.01267878254,22285.737556647247,0,0,0,0,0,0,0
37,259354,100,100,329,746.0971177853864,982.4616361839301,236.36451839854362,48850.324801478695,55270.90651973868,6420.581718259986,89349.22232638509,110218.64518645167,20869.42286006658,737.601097371885,978.7740032077566,241.17290583587157,48564.75819069361,55934.659144716396,7369.900954022785,89040.2751221353,111208.81984977642,22168.54472764113,0,0,0,0,0,0,0
38,267188,100,100,298,746.0971177853864,991.0227790143203,244.9256612289339,48587.96777620235,55219.29420442217,6631.3264282198215,89349.22232638509,110218.64518645167,20869.42286006658,737.601097371885,991.0227790143203,253.42168164243537,48408.28118423207,55934.659144716396,7526.377960484322,89040.2751221353,113062.35277885912,24022.07765672382,0,0,0,0,0,0,0
39,275106,100,100,305,746.0971177853864,991.0227790143203,244.9256612289339,48565.62282799915,55219.29420442217,6653.671376423023,89349.22232638509,111125.66342956273,21776.44110317764,737.601097371885,991.0227790143203,253.42168164243537,48408.28118423207,55934.659144716396,7526.377960484322,89040.2751221353,113062.35277885912,24022.07765672382,0,0,0,0,0,0,0
40,283112,100,100,309,746.0971177853864,991.0227790143203,244.9256612289339,48565.62282799915,55219.29420442217,6653.671376423023,89349.22232638509,112768.92946714303,23419.707140757935,737.601097371885,971.9711974624983,234.37010009061328,48408.28118423207,55989.85541971879,7581.574235486718,89040.2751221353,111083.14227838044,22042.86715624515,0,0,0,0,0,0,0
41,291213,100,100,293,747.946638205271,991.0227790143203,243.07614080904932,48565.62282799915,55219.29420442217,6653.671376423023,89349.22232638509,112768.92946714303,23419.707140757935,737.601097371885,971.9711974624983,234.37010009061328,48267.694941343754,55934.659144716396,7666.964203372641,89040.2751221353,110032.55367998399,20992.278557848695,0,0,0,0,0,0,0
42,299414,100,100,310,747.946638205271,982.4616361839301,234.51499797865904,48657.153354931215,55219.29420442217,6562.140849490956,89349.22232638509,110067.91633057137,20718.694004186284,737.601097371885,981.6692355210848,244.06813814919985,48162.76481806065,55934.659144716396,7771.894326655747,89040.2751221353,110032.55367998399,20992.278557848695,0,0,0,0,0,0,0
43,307723,100,100,323,747.8479077115588,981.938001705015,234.0900939934562,48378.40109471432,55219.29420442217,6840.893109707853,89349.22232638509,109500.53016382156,20151.30783743647,737.601097371885,1091.0160907387346,353.41499336684967,48162.76481806065,55934.659144716396,7771.894326655747,89040.2751221353,110032.55367998399,20992.278557848695,0,0,0,0,0,0,0
44,316147,100,100,332,747.946638205271,973.1770072778181,225.2303690725471,48353.04934778965,55166.09392910722,6813.044581317568,89349.22232638509,109500.53016382156,20151.30783743647,737.601097371885,981.6692355210848,244.06813814919985,48144.33734218741,55934.659144716396,7790.3218025289825,88676.282471943,110326.2458302941,21649.963358351088,0,0,0,0,0,0,0
45,324694,100,100,333,747.946638205271,973.1770072778181,225.2303690725471,48353.04934778965,55166.09392910722,6813.044581317568,89349.22232638509,109500.53016382156,20151.30783743647,737.601097371885,981.6692355210848,244.06813814919985,48144.33734218741,55934.659144716396,7790.3218025289825,88676.282471943,110326.2458302941,21649.963358351088,0,0,0,0,0,0,0
46,333373,100,100,342,747.946638205271,973.1770072778181,225.2303690725471,48353.04934778965,55166.09392910722,6813.044581317568,89040.2751221353,109500.53016382156,20460.255041686265,737.601097371885,981.6692355210848,244.06813814919985,48143.35699741501,55934.659144716396,7791.302147301387,88676.282471943,110032.55367998399,21356.271208040984,0,0,0,0,0,0,0
47,342194,100,97,350,746.4569951607832,1060.053806181816,313.59681102103286,48322.340539776764,56392.61676756838,8070.276227791619,89040.2751221353,109500.53016382156,20460.255041686265,737.601097371885,981.6692355210848,244.06813814919985,48139.354233849284,55934.659144716396,7795.304910867111,88676.282471943,110032.55367998399,21356.271208040984,0,0,0,0,0,0,0
48,351168,100,100,361,747.8252046969488,973.1770072778181,225.35180258086928,48247.86915640342,55166.09392910722,6918.2247727037975,89040.2751221353,109500.53016382156,20460.255041686265,737.601097371885,981.6692355210848,244.06813814919985,48139.354233849284,55934.659144716396,7795.304910867111,88676.282471943,110032.55367998399,21356.271208040984,0,0,0,0,0,0,0
49,360308,100,100,357,743.1425579289116,973.1770072778181,230.0344493489065,48247.86915640342,55772.179752904005,7524.310596500582,89040.2751221353,109500.53016382156,20460.255041686265,737.601097371885,981.6692355210848,244.06813814919985,48139.354233849284,55934.659144716396,7795.304910867111,88676.282471943,110032.55367998399,21356.271208040984,0,0,0,0,0,0,0
50,369628,100,100,374,747.8252046969488,973.1770072778181,225.35180258086928,48247.86915640342,55386.98236827602,7139.113211872595,89040.2751221353,109500.53016382156,20460.255041686265,737.601097371885,981.6692355210848,244.06813814919985,48123.12803925291,55934.659144716396,7811.531105463488,88676.282471943,110032.55367998399,21356.271208040984,0,0,0,0,0,0,0
51,379143,100,97,377,745.3014643734429,973.1770072778181,227.87554290437527,48247.86915640342,56002.99908267862,7755.1299262752,89040.2751221353,109500.53016382156,20460.255041686265,737.601097371885,981.6692355210848,244.06813814919985,48030.16773163563,55934.659144716396,7904.4914130807665,88676.282471943,110032.55367998399,21356.271208040984,0,0,0,0,0,0,0
52,388872,100,100,359,747.8252046969488,953.0895043312835,205.26429963433463,48247.86915640342,55127.42257814518,6879.553421741759,89040.2751221353,109500.53016382156,20460.255041686265,737.601097371885,981.6692355210848,244.06813814919985,48030.16773163563,55934.659144716396,7904.4914130807665,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
53,398836,100,100,352,747.8252046969488,953.0895043312835,205.26429963433463,48206.886575446595,55070.98050886186,6864.0939334152645,89040.2751221353,109500.53016382156,20460.255041686265,737.601097371885,981.6692355210848,244.06813814919985,48030.16773163563,55934.659144716396,7904.4914130807665,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
54,409059,100,100,347,747.8252046969488,953.0895043312835,205.26429963433463,48206.886575446595,55070.98050886186,6864.0939334152645,89040.2751221353,109500.53016382156,20460.255041686265,737.601097371885,981.6692355210848,244.06813814919985,48030.16773163563,55934.659144716396,7904.4914130807665,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
55,419570,100,100,345,747.8252046969488,953.0895043312835,205.26429963433463,48206.886575446595,55070.98050886186,6864.0939334152645,89040.2751221353,109970.89662977963,20930.621507644333,737.601097371885,979.3698736969887,241.76877632510377,48030.16773163563,55934.659144716396,7904.4914130807665,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
56,430402,100,100,344,747.8252046969488,953.0895043312835,205.26429963433463,48206.886575446595,55070.98050886186,6864.0939334152645,89040.2751221353,109970.89662977963,20930.621507644333,737.601097371885,1027.8070228852923,290.20592551340735,47930.771516184155,55934.659144716396,8003.88762853224,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
57,441595,100,95,342,742.1277797119996,953.73911339038,211.61133367838045,48065.840511259,55270.742427990124,7204.901916731127,89040.2751221353,108362.89512717386,19322.620005038567,737.601097371885,1027.8070228852923,290.20592551340735,47930.771516184155,55934.659144716396,8003.88762853224,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
58,453199,100,100,343,747.8252046969488,937.1816797465038,189.356475049555,48065.840511259,55070.98050886186,7005.139997602862,89040.2751221353,107514.66191075073,18474.386788615433,737.601097371885,1027.8070228852923,290.20592551340735,47930.771516184155,55934.659144716396,8003.88762853224,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
59,465273,100,100,345,747.8252046969488,937.1816797465038,189.356475049555,48065.840511259,55070.98050886186,7005.139997602862,89040.2751221353,107514.66191075073,18474.386788615433,737.601097371885,1027.8070228852923,290.20592551340735,47930.771516184155,55934.659144716396,8003.88762853224,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
60,477894,100,90,357,739.7842938099986,980.5253139594026,240.741020149404,48050.16162999389,55720.10399059357,7669.942360599678,89040.2751221353,109729.58232226424,20689.30720012894,737.601097371885,1027.8070228852923,290.20592551340735,47930.771516184155,55934.659144716396,8003.88762853224,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
61,491160,100,100,349,747.8252046969488,949.8408992856503,202.01569458870142,48047.123232290265,55070.98050886186,7023.857276571594,89040.2751221353,107739.7472464653,18699.47212433,737.601097371885,1027.8070228852923,290.20592551340735,47925.59439444772,55934.659144716396,8009.064750268677,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
62,500000,100,100,362,747.8252046969488,984.8879253973095,237.06272070036061,48047.123232290265,55070.98050886186,7023.857276571594,89040.2751221353,107739.7472464653,18699.47212433,737.601097371885,1027.8070228852923,290.20592551340735,47925.59439444772,56045.561589110584,8119.967194662866,88119.07529036746,110032.55367998399,21913.47838961653,0,0,0,0,0,0,0
