cycle,fe,popSize,popND,archSize,popMinCmax,popMaxCmax,popRngCmax,popMinTEC,popMaxTEC,popRngTEC,popMinTWC,popMaxTWC,popRngTWC,archMinCmax,archMaxCmax,archRngCmax,archMinTEC,archMaxTEC,archRngTEC,archMinTWC,archMaxTWC,archRngTWC,rescTotal,rescCmax,rescTec,rescTwc,displaced,teacherSel,cfvfGbestLearn
1,6767,100,11,28,837.8162713280806,1302.5324253857502,464.71615405766966,57418.99866718556,63055.87860984838,5636.879942662825,121969.75269290883,155228.00430561276,33258.25161270393,837.8162713280806,1124.6714938635616,286.85522253548106,56096.7909941953,61015.31542622804,4918.52443203274,116347.6100651621,143783.17218357086,27435.562118408765,0,0,0,0,0,0,0
2,13435,100,29,65,786.4037393560161,1143.0069032194313,356.60316386341515,55555.115133268024,61015.31542622804,5460.200292960013,112613.07394957793,137334.280817901,24721.20686832306,786.4037393560161,1054.2183486855513,267.8146093295352,55082.68326571913,58994.80065910744,3912.1173933883038,109117.05678483099,128266.56480379566,19149.50801896467,0,0,0,0,0,0,0
3,20106,100,29,66,764.7044341953322,1034.0853108177703,269.3808766224381,54561.169307233264,59388.10987922044,4826.940571987179,106963.36003007677,127579.94326526842,20616.583235191647,764.7044341953322,1024.5861375620639,259.8817033667317,54037.99805739514,58605.55407926607,4567.556021870929,105039.78157223927,125016.58999237083,19976.808420131565,0,0,0,0,0,0,0
4,26781,100,35,67,764.7044341953322,1021.3052836436223,256.6008494482901,53514.039534814816,58994.80065910744,5480.761124292621,102841.89402759624,120630.51289376296,17788.618866166726,764.7044341953322,975.4995740616113,210.7951398662791,53514.039534814816,58605.55407926607,5091.514544451253,102841.89402759624,114966.2823131657,12124.388285569468,0,0,0,0,0,0,0
5,33462,100,49,129,764.7044341953322,961.7014301129778,196.99699591764568,53496.80349755354,58605.55407926607,5108.7505817125275,102841.89402759624,117164.35017907966,14322.45615148342,764.7044341953322,959.4911543186803,194.78672012334812,53142.231568375704,58605.55407926607,5463.322510890364,100711.80167475872,117879.00924791257,17167.20757315385,0,0,0,0,0,0,0
6,40149,100,62,146,764.7044341953322,1012.488135640241,247.78370144490884,52983.27889284803,58605.55407926607,5622.275186418039,101024.3462125249,117151.62536859015,16127.27915606524,764.7044341953322,966.1253422409733,201.4209080456411,52817.97037538817,58605.55407926607,5787.583703877899,99673.586271671,118820.49495567125,19146.908684000256,0,0,0,0,0,0,0
7,46844,100,76,154,764.7044341953322,971.9406139225796,207.23617972724742,52423.22618461694,58605.55407926607,6182.327894649126,101024.3462125249,118261.57587129134,17237.22965876643,764.7044341953322,959.8400266702229,195.1355924748907,52166.278947166975,58605.55407926607,6439.275132099094,99597.20377184631,117767.20723014997,18170.00345830366,0,0,0,0,0,0,0
8,53549,100,77,157,764.7044341953322,971.9406139225796,207.23617972724742,52325.94872815042,58605.55407926607,6279.60535111565,101024.3462125249,118261.57587129134,17237.22965876643,764.7044341953322,942.9600189298609,178.25558473452872,52008.06732247463,58605.55407926607,6597.486756791441,99597.20377184631,117767.20723014997,18170.00345830366,0,0,0,0,0,0,0
9,60264,100,100,175,772.5961399641475,925.4114076890122,152.81526772486473,52071.36966749744,57402.71148587384,5331.341818376401,101024.3462125249,117852.33266506843,16827.986452543526,764.7044341953322,956.1988622725886,191.49442807725643,51848.92292622855,58605.55407926607,6756.631153037517,99597.20377184631,117873.18199826438,18275.97822641807,0,0,0,0,0,0,0
10,66991,100,100,182,772.5961399641475,925.4114076890122,152.81526772486473,52071.36966749744,57402.71148587384,5331.341818376401,99832.57451806703,117852.33266506843,18019.758147001397,764.7044341953322,961.8642420162996,197.15980782096744,51825.03095513552,58605.55407926607,6780.523124130552,99593.86955656458,117873.18199826438,18279.312441699803,0,0,0,0,0,0,0
11,73732,100,100,167,768.2995492217225,925.48701875919,157.18746953746756,52049.23680674963,56476.12760885831,4426.890802108683,99832.57451806703,117852.33266506843,18019.758147001397,764.7044341953322,957.2864988522168,192.58206465688465,51699.52456676986,58605.55407926607,6906.029512496207,98641.07590151532,113510.40591870542,14869.330017190106,0,0,0,0,0,0,0
12,80488,100,100,164,768.2995492217225,975.4026205973943,207.1030713756718,51980.80663740665,56476.12760885831,4495.320971451663,99832.57451806703,117099.4673289175,17266.892810850462,764.7044341953322,957.2864988522168,192.58206465688465,51699.52456676986,58605.55407926607,6906.029512496207,98314.80800503706,114782.09407434521,16467.286069308146,0,0,0,0,0,0,0
13,87260,100,67,187,768.2995492217225,975.4026205973943,207.1030713756718,51875.150642488705,56549.779271027786,4674.628628539082,99045.56832887075,120091.87275248082,21046.30442361007,764.7044341953322,957.2864988522168,192.58206465688465,51699.52456676986,58605.55407926607,6906.029512496207,97649.41607774468,114782.09407434521,17132.677996600527,0,0,0,0,0,0,0
14,94049,100,90,214,742.0869304840448,980.6892921259357,238.60236164189087,51842.94182266874,57742.95442669377,5900.012604025025,98280.51094416154,119688.0347890713,21407.523844909767,742.0869304840448,962.2427882442555,220.15585776021067,51604.78659882817,57742.95442669377,6138.167827865596,96603.223841482,118844.09101063682,22240.867169154822,0,0,0,0,0,0,0
15,100858,100,100,203,769.9100086006072,980.6892921259357,210.77928352532854,51842.94182266874,56669.65691822394,4826.715095555199,98280.51094416154,119688.0347890713,21407.523844909767,742.0869304840448,962.2427882442555,220.15585776021067,51604.78659882817,57742.95442669377,6138.167827865596,96603.223841482,118844.09101063682,22240.867169154822,0,0,0,0,0,0,0
16,107687,100,80,195,769.9100086006072,984.9558666369436,215.04585803633643,51542.81462743988,56669.65691822394,5126.842290784058,96847.66505118608,121925.71129196242,25078.04624077634,742.0869304840448,977.9138613750231,235.82693089097825,51387.09224202695,57742.95442669377,6355.8621846668175,96578.08098873198,122358.64090153444,25780.559912802462,0,0,0,0,0,0,0
17,114539,100,84,221,769.9100086006072,1013.4400987485303,243.53009014792315,51359.005083969416,56669.65691822394,5310.651834254524,96645.23749340043,117820.47657542491,21175.239082024476,742.0869304840448,975.6297771577384,233.5428466736936,51176.86385826677,57742.95442669377,6566.0905684269965,96233.40457081399,123358.67770117614,27125.273130362155,0,0,0,0,0,0,0
18,121415,100,72,247,765.5021773027746,1013.4400987485303,247.9379214457557,51264.454792988625,56121.23316390808,4856.7783709194555,96598.81716382428,117410.78908318211,20811.971919357835,742.0869304840448,984.000147872477,241.91321738843214,51084.94476734343,57742.95442669377,6658.009659350333,95862.68904583041,123358.67770117614,27495.988655345733,0,0,0,0,0,0,0
19,128316,100,100,255,763.4278388674495,955.6256008823328,192.19776201488332,51242.23352380509,56180.339413495116,4938.105889690029,96253.67500048026,117092.77710272127,20839.102102241013,742.0869304840448,1053.143294326412,311.0563638423671,50917.71284654191,57742.95442669377,6825.241580151858,95419.29614321957,123259.91928495647,27840.623141736898,0,0,0,0,0,0,0
20,135245,100,100,258,763.336314390136,1029.8023727983539,266.4660584082179,50973.71642251379,56267.05145751315,5293.335034999363,96253.67500048026,117092.77710272127,20839.102102241013,742.0869304840448,1029.8023727983539,287.71544231430903,50917.71284654191,57742.95442669377,6825.241580151858,95419.29614321957,122718.13358715046,27298.837443930883,0,0,0,0,0,0,0
21,142203,100,85,234,744.8277501028346,1029.8023727983539,284.9746226955193,50874.235471255284,58320.79812457869,7446.562653323403,95983.25792216946,120128.01593534154,24144.758013172075,742.0869304840448,1029.5327100333332,287.4457795492883,50582.55554308968,57742.95442669377,7160.398883604088,94963.03472321905,123007.30880870717,28044.274085488112,0,0,0,0,0,0,0
22,149192,100,82,248,744.8277501028346,1029.8023727983539,284.9746226955193,50797.088724153786,58320.79812457869,7523.709400424901,95983.25792216946,124503.96895850694,28520.71103633748,742.0869304840448,1013.1598839604814,271.0729534764365,50415.04305897477,57742.95442669377,7327.911367718996,94963.03472321905,122566.81362762148,27603.778904402425,0,0,0,0,0,0,0
23,156214,100,90,253,743.5277432422328,999.4724633640609,255.94472012182814,50549.83664341338,57482.45703441263,6932.620390999255,95218.23746141087,120151.78441123609,24933.54694982522,742.0869304840448,994.792572987818,252.7056425037731,50325.8005000079,57742.95442669377,7417.153926685867,94963.03472321905,119631.5737836577,24668.53906043865,0,0,0,0,0,0,0
24,163271,100,92,255,743.5277432422328,999.4724633640609,255.94472012182814,50537.442397816034,57482.45703441263,6945.014636596599,94836.61633142612,121333.948600801,26497.332269374878,742.0869304840448,994.792572987818,252.7056425037731,50325.8005000079,57742.95442669377,7417.153926685867,94519.5475394178,119631.5737836577,25112.026244239896,0,0,0,0,0,0,0
25,170366,100,91,255,743.5277432422328,955.395477556853,211.8677343146203,50455.88980341639,57482.45703441263,7026.5672309962465,94836.61633142612,120151.78441123609,25315.16807980997,742.0869304840448,994.792572987818,252.7056425037731,50268.828108239744,57742.95442669377,7474.126318454022,93899.73252543008,121026.50683706847,27126.774311638394,0,0,0,0,0,0,0
26,177500,100,100,255,743.5277432422328,955.395477556853,211.8677343146203,50455.88980341639,57482.45703441263,7026.5672309962465,94836.61633142612,120151.78441123609,25315.16807980997,742.0869304840448,1046.8273601291903,304.74042964514547,49945.98201292328,57742.95442669377,7796.972413770483,93899.73252543008,124617.45796444014,30717.725439010057,0,0,0,0,0,0,0
27,184676,100,100,258,752.7654308251842,991.6008357994485,238.8354049742643,50243.4360072198,56951.736208388786,6708.300201168982,94836.61633142612,120794.03116832158,25957.414836895463,742.0869304840448,1032.361421198017,290.2744907139722,49945.98201292328,57742.95442669377,7796.972413770483,93899.73252543008,124617.45796444014,30717.725439010057,0,0,0,0,0,0,0
28,191896,100,98,255,743.3970355681353,991.6008357994485,248.20380023131327,50243.4360072198,57633.443241847584,7390.007234627781,94836.61633142612,120794.03116832158,25957.414836895463,742.0869304840448,1032.361421198017,290.2744907139722,49945.98201292328,57742.95442669377,7796.972413770483,93899.73252543008,124617.45796444014,30717.725439010057,0,0,0,0,0,0,0
29,199163,100,92,265,743.3970355681353,991.6008357994485,248.20380023131327,50243.4360072198,57633.443241847584,7390.007234627781,94836.61633142612,120794.03116832158,25957.414836895463,742.0869304840448,983.0980108892171,241.01108040517227,49935.00878937537,57742.95442669377,7807.945637318393,93565.96901019684,119919.40918783784,26353.440177640994,0,0,0,0,0,0,0
30,206480,100,98,263,743.3970355681353,986.0730204715595,242.67598490342425,50195.16230333304,57633.443241847584,7438.280938514545,94505.4333806393,118251.58959744318,23746.15621680388,742.0869304840448,983.0980108892171,241.01108040517227,49935.00878937537,57742.95442669377,7807.945637318393,93565.96901019684,119919.40918783784,26353.440177640994,0,0,0,0,0,0,0
31,213849,100,98,278,743.3970355681353,986.0730204715595,242.67598490342425,50195.16230333304,57633.443241847584,7438.280938514545,94505.4333806393,118251.58959744318,23746.15621680388,742.0869304840448,983.0980108892171,241.01108040517227,49935.00878937537,57742.95442669377,7807.945637318393,93565.96901019684,119919.40918783784,26353.440177640994,0,0,0,0,0,0,0
32,221274,100,100,284,744.4997779700425,942.2046215846251,197.70484361458261,50195.16230333304,56814.26692676621,6619.104623433173,94505.4333806393,118251.58959744318,23746.15621680388,742.0869304840448,984.0795007306225,241.99257024657766,49833.85501571121,57742.95442669377,7909.099410982555,93463.0734839045,118944.40263153709,25481.329147632583,0,0,0,0,0,0,0
33,228758,100,100,302,744.4997779700425,942.2046215846251,197.70484361458261,50195.16230333304,56674.06481875645,6478.902515423411,94505.4333806393,118251.58959744318,23746.15621680388,742.0869304840448,1007.2959305631339,265.20900007908904,49833.85501571121,57742.95442669377,7909.099410982555,93463.0734839045,117251.69112586082,23788.617641956313,0,0,0,0,0,0,0
34,236304,100,97,305,744.4997779700425,934.6800439851278,190.1802660150853,50099.547639235636,56674.06481875645,6574.517179520815,94505.4333806393,118251.58959744318,23746.15621680388,742.0869304840448,958.1194632704526,216.03253278640773,49833.85501571121,57742.95442669377,7909.099410982555,93463.0734839045,117989.53025304894,24526.45676914444,0,0,0,0,0,0,0
