Cmax,TEC,TWC
47.907628965624276,2129.9358761531690,2750.9217447014960
48.139153344911904,2112.3375359297634,2890.4572631987376
48.177996336194360,2077.9433739629726,2978.5901922245093
48.847459556033950,2064.7860045937155,2983.2705908358810
50.512814706066095,2050.6856602867347,3029.9709648584620
50.678180286863450,2034.9673131116210,2974.3468004616330
51.106477205153070,2049.5589310594414,2919.3005849413430
51.928539784697975,2025.7046008701923,3000.7892098883070
51.965998258723570,2042.4097370603527,2938.9877427067650
53.471993160392170,2094.3388367754190,2918.8747766426760
53.726918082282076,2089.0246647945664,2851.8150947516647
54.378598360689880,2032.1000358174356,2955.6662855037266
54.735957718090390,2011.6647035736114,3003.0635059444267
54.761481810694310,2079.8567566888880,2899.0839192534804
54.973725831575920,2121.7663473070460,2851.3797685053480
55.002221066918680,2056.2386111901897,2876.3027022560610
55.431365825395055,2105.5310246123217,2817.2871733996626
55.845092670306485,2079.1603061069310,2759.0970928354527
57.337253240726184,2000.7354565360745,2986.1910827034800
62.642061095006240,2192.5431450058630,2730.3260454591800
63.088411000755320,2249.2358709684213,2727.2127436991240
63.991509158708126,1998.1239667949217,3248.8225056849933
64.601883483383460,1962.9795361489810,3414.3523073372853
64.621621892889750,2172.2652791485160,2714.3333507446596
64.944857080244620,1996.8430323580062,3312.0145210841956
68.677205196852700,1981.8518763411605,3349.8753760570726
68.723137556836220,1954.9543893308144,3455.8675143604880
70.485622834637920,2123.0551943370720,2755.1270723752460
71.245301007159980,1982.5091635305357,3227.5069062906055
77.502776895022780,1965.6780800334755,3271.6605555649385
77.502776895022780,1988.6933613601614,3176.3471194329610
82.810560618291630,1958.1353323380365,3414.5789632447090
84.846810522363920,1945.6586864796716,3589.7478040049878
92.759168007382100,1943.8194245235425,4035.0514142096780
