generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,nominalCheckpointFE,actualSnapshotFE,overshootFE,generation,formalOuterCycle,qRound,frontType,solutionFingerprint,Cmax,TEC,TWC
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,workingPopulationND,f508210eee0f698287b65be605d99f7ffb4ba5a5b44a5ac55d1fac5783f9d507,865.3717475543265,127633.44773317428,363113.18472025683
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,workingPopulationND,1527e15a7d5753b32c4384d511a1a10c739cb91156621fb2588c8829d7d966c4,982.3983010476283,126492.19844882455,398416.4283625873
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,workingPopulationND,3559a5eb629c67dcdfea55acb19e07924004b9d38b24f5fbae5634b167f4789e,984.0230851460037,127593.23491201099,376756.4395788003
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,workingPopulationND,4b6825d48250608e6fb12e0f121b7d0f2964e971e7234f5daaf09b761d92b60a,1009.4586001316397,127514.15526888796,382634.3008250507
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,workingPopulationND,a0fecd8d5995fec0be1a326f8d602e138989a74b5c4496b448afbc045461d11b,1020.9484845248747,126421.11168357627,377196.68812934164
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,workingPopulationND,73256c851cc41b6a547ac2506a83ac32a6339f9478461fd5cef3d9f1a32a2557,1095.3858570565444,126927.60686596694,359477.5301245922
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,workingPopulationND,15b856fc8d783e62d56842f6414dc07150641a72f096c5c4babf5a5cf5f5d244,1272.8832250326245,124998.98504316004,429324.2460090248
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,decisionArchiveFront,0beb9d539bd38c97ef56fc33c369be47c46c5ce028bd0d8c936f36150b253921,821.1309116161364,130965.85068372497,376835.3776999093
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,decisionArchiveFront,c6b17166351e3af1e7e50a291e6e55edcc49688726128847dcce097bc1f6d09e,851.3368911200836,130592.4243796562,378721.5690609345
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2000,2000,0,2,1,19,decisionArchiveFront,b49774cbe8668e5d9c4fc4f638acc1f2e2878a395b9bd57761cff54da35a694a,861.6165103404047,130544.80428003034,376653.50960433256
