generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,eventId,generation,actualFE,requesterRole,qSystem,scope,teacherSource,cacheType,teacherFingerprint,teacherObjectives,qAction,candidateViewSize,eligibleBestDirectionalScore,selectedDirectionalScore,directionalRegret,offspringFingerprint,offspringImproved
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,1,1,100,G1_CMAX,QG,ALL_QG,G1_CMAX,UNKNOWN,3b3655d1e9e00cb02cbacb1afa869bff027cec329b27c9ceb1838fe8980692a3,1048.4513502257955|135703.35126640758|435621.04210180766,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,2,1,100,G4_BALANCED,QG,ALL_QG,G4_BALANCED,UNKNOWN,c4cf8f50b6b9aec02014dda68b6ca857cb09e8bde57ab234c1e647b26a439b2e,1217.803889475545|135721.94159178017|430203.9622163273,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,3,1,100,G2_TEC,QG,ALL_QG,G2_TEC,UNKNOWN,0152f836c464b49f2c20afa628864ccc8f6c46f2f2f5381435e4cf2797fd9d56,1101.5813955084895|133674.8769802443|469860.2610375137,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,4,1,100,G3_TWC,QG,ALL_QG,G3_TWC,UNKNOWN,ec8c866abec8da3b1e46a4a4af8155db34f193f3893a7b4385b263c487b491f1,1047.8184682955773|135716.2436780359|456372.08396048733,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5,1,100,G1_CMAX,QP,ALL_QP,G1_CMAX,UNKNOWN,11cd7970b998fe2e150ab6468dd4589a7a7088034064e4d04d255b8aad2b7864,886.6224131405378|133538.8898842977|411134.3868270306,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,6,1,100,G1_CMAX,QP,ALL_QP,G1_CMAX,UNKNOWN,4d40428291c6740696e184f593a8ac2b7bcb1b07fb4894f34d9b6b963b84abcc,902.0922083785657|133407.82828597282|390887.28222521424,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,7,1,100,G1_CMAX,QP,ALL_QP,G1_CMAX,UNKNOWN,061b9a701c1a3f2f8111c42d22e28ba1e9b65f36eef143b7712751832006e86a,914.6340982607944|135566.8097721942|406233.7819090347,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,8,1,100,G1_CMAX,QP,ALL_QP,G1_CMAX,UNKNOWN,8e5a11e99d0ad0d806abec082413cb39018348c1f1a4d67a9e01146db1c4b371,928.3237202846509|134184.86984631652|418927.78939171875,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,9,1,100,G1_CMAX,QP,ALL_QP,G1_CMAX,UNKNOWN,7cc55123cd35455cd9a5277c7cdfe1b3c624def55c35ba183bf5e960e69bb99a,950.5562152612132|132502.39491100318|413628.408106218,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
2k-100_5_3_1-20260901-A4-ON,4544B467CE9279011BE7A55D3872848265E2DA8E041B7874B9BA5ADC39016FCA,55437b6014a28c6ec5bd6fe347a6c81720511b3f7199fa0458a1b37c02fff485,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,10,1,100,G1_CMAX,QP,ALL_QP,G1_CMAX,UNKNOWN,334b77d8c99f153404857d2405c4339bb7df2f85e2cbd51edc80b739ef565f31,954.3651730976471|131525.744539315|424390.79340770625,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE
