runId,seedSlot,seed,algorithm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260825-MOHEADE_F,4,20260825,MOHEADE_F,COMPLETED,50000,99,8635ec0750692742409ddf0e4aca29572f1877080fe18e9f649ff046e9d11c0d,7538455382
