seed,phase,FE,frontSize,HV,IGD,Spacing,Cforward,Creverse,minCmax,minTEC,minTWC,algorithmSeconds
20260822,REGION_GLOBAL,500000,321,0.621027222984,0.129854869255,0.017395600916,0.004225352113,1.000000000000,709.349402754615,48577.240965620970,90331.307136208980,587.854422
20260822,REGION_AWARE,500000,166,0.660679275569,0.263441114739,0.028976012491,0.105633802817,1.000000000000,713.800565092055,47823.769826917550,94031.400624393690,409.989852
20260823,REGION_GLOBAL,500000,223,0.797889725419,0.054301511823,0.021092123226,0.184507042254,1.000000000000,701.926944508455,48065.080206610840,85305.753410312610,447.007305
20260823,REGION_AWARE,500000,104,0.549277454829,0.256140695495,0.042337421639,0.036619718310,1.000000000000,721.777231887652,49292.411473208910,98297.290734328450,381.047133
20260824,REGION_GLOBAL,500000,584,0.774131568741,0.038240674664,0.016287058370,0.645070422535,1.000000000000,723.388627175480,48466.886625825250,88619.995294901220,540.686447
20260824,REGION_AWARE,500000,124,0.598301123428,0.310886085682,0.027593999081,0.023943661972,1.000000000000,734.776957679649,48179.952356560236,97392.950882085050,399.557883
