role,expectedSha256,actualSha256,match,path,bytes
formal,8dad8f40266feeaa4cdb9b47dbe4e342d9064847df32c7f2933149b9b6bad8b9,8dad8f40266feeaa4cdb9b47dbe4e342d9064847df32c7f2933149b9b6bad8b9,true,docs/evidence/V35-FC5-MIDHORIZON-DIAGNOSTICS/26-final-runtime-jar-validation/formal-algorithm-8DAD8F40.jar,48269638
formal,8dad8f40266feeaa4cdb9b47dbe4e342d9064847df32c7f2933149b9b6bad8b9,8dad8f40266feeaa4cdb9b47dbe4e342d9064847df32c7f2933149b9b6bad8b9,true,docs/evidence/V35-FC5-MIDHORIZON-250K/00-preregistration/runtime/formal-algorithm-8DAD8F40.jar,48269638
formal,8dad8f40266feeaa4cdb9b47dbe4e342d9064847df32c7f2933149b9b6bad8b9,8dad8f40266feeaa4cdb9b47dbe4e342d9064847df32c7f2933149b9b6bad8b9,true,../_isolated-v35-final-doe1-freeze-20260823/java-jmetal58/jmetal-exec/target/jmetal-exec-5.8-jar-with-dependencies.jar,48269638
diagnostic_runtime,121fbb4939258bdc94c297d5f6ce9be0b0bee0271a6e71b89bae8e1486394155,121fbb4939258bdc94c297d5f6ce9be0b0bee0271a6e71b89bae8e1486394155,true,docs/evidence/V35-FC5-MIDHORIZON-DIAGNOSTICS/26-final-runtime-jar-validation/diagnostic-runtime-121FBB49.jar,47776437
diagnostic_runtime,121fbb4939258bdc94c297d5f6ce9be0b0bee0271a6e71b89bae8e1486394155,121fbb4939258bdc94c297d5f6ce9be0b0bee0271a6e71b89bae8e1486394155,true,docs/evidence/V35-FC5-MIDHORIZON-250K/00-preregistration/runtime/diagnostic-runtime-121FBB49.jar,47776437
diagnostic_base,723d24ed3021a01facda0231e3b142238e740fb18d025a4341748f2af8d22e2f,723d24ed3021a01facda0231e3b142238e740fb18d025a4341748f2af8d22e2f,true,docs/evidence/V35-FC5-MIDHORIZON-DIAGNOSTICS/15-final-pddr-provenance/build/jmetal-algorithm-5.8-V35-MIDHORIZON-V3-diag.jar,4091944
working_tree_jmetal_algorithm_target,DRIFT_EXPECTED_a0a1e74d...,a0a1e74d00403cac69fbc25b52aeaeb454a6cc2d9fa6bf2a1f6a0d12ffe15ff7,true,java-jmetal58/jmetal-algorithm/target/jmetal-algorithm-5.8-jar-with-dependencies.jar,47776567
working_tree_jmetal_exec_target,DRIFT_EXPECTED_e5969803...,e59698030af2215994d4fd179aa2b1f26787a0f1239628543339477e119fa8b5,true,java-jmetal58/jmetal-exec/target/jmetal-exec-5.8-jar-with-dependencies.jar,48393864
