fe,bestCmaxGlobal,bestCmaxG1,currentBestCmaxG1,bestCmaxGenerated,bestCmaxGeneratedG1,bestCmaxSurvived,windowBestGenerated,windowBestSurvived,bestTECGlobal,bestTWCGlobal,bestTECGenerated,bestTWCGenerated
1000,867.841338568196,867.841338568196,896.058537564716,860.610562908689,860.610562908689,,860.610562908689,,124829.614139896120,368724.502269002700,124535.516262188230,352412.600340118200
2000,845.459214468611,845.459214468611,876.730027906216,845.459214468611,845.459214468611,,845.459214468611,,123598.043134908760,350931.604727860130,123598.043134908760,350931.604727860130
3000,845.459214468611,845.459214468611,849.155621062081,845.459214468611,845.459214468611,,847.019475797497,,122499.209518966790,350931.604727860130,122499.209518966790,350931.604727860130
4000,831.543919864192,831.543919864192,836.462044462883,831.543919864192,836.462044462883,,831.543919864192,,122239.644508100390,350464.788197083460,121988.080600200190,350464.788197083460
5000,831.513294996618,831.513294996618,850.859958719125,831.513294996618,836.462044462883,,831.513294996618,,121988.080600200190,348364.183549363050,121988.080600200190,348364.183549363050
6000,831.513294996618,831.513294996618,852.076838855492,808.570306890284,808.570306890284,,808.570306890284,,121988.080600200190,348364.183549363050,121988.080600200190,348364.183549363050
7000,800.236724815436,800.236724815436,850.262448018548,800.236724815436,800.236724815436,800.236724815436,800.236724815436,800.236724815436,121988.080600200190,348364.183549363050,121988.080600200190,348364.183549363050
8000,800.236724815436,800.236724815436,824.933383248693,800.236724815436,800.236724815436,800.236724815436,823.758085131274,,120727.891274925790,338051.455246902250,120727.891274925790,338051.455246902250
9000,800.236724815436,800.236724815436,826.000854841789,800.236724815436,800.236724815436,800.236724815436,815.151113647933,,119670.962104633860,334337.358714710100,119670.962104633860,334337.358714710100
10000,800.236724815436,800.236724815436,823.170411932036,800.236724815436,800.236724815436,800.236724815436,814.519644064127,,119651.607971688270,334337.358714710100,119651.607971688270,334337.358714710100
11000,800.236724815436,800.236724815436,808.592956417897,800.236724815436,800.236724815436,800.236724815436,805.655474252584,,119651.607971688270,332485.183410875700,119651.607971688270,332485.183410875700
12000,800.236724815436,800.236724815436,842.653759181645,800.236724815436,800.236724815436,800.236724815436,806.042848694706,,119651.607971688270,332485.183410875700,119651.607971688270,332485.183410875700
13000,800.236724815436,800.236724815436,842.653759181645,799.059191967325,799.059191967325,800.236724815436,799.059191967325,,119651.607971688270,332485.183410875700,119651.607971688270,332485.183410875700
14000,799.059191967325,799.059191967325,806.059393846773,799.059191967325,799.059191967325,799.059191967325,804.018694024739,799.059191967325,119651.607971688270,331929.158969565640,119651.607971688270,331929.158969565640
15000,795.702661325636,795.702661325636,800.205744356307,795.702661325636,795.702661325636,799.059191967325,795.702661325636,,119651.607971688270,328443.972505851200,119651.607971688270,328443.972505851200
16000,795.702661325636,795.702661325636,807.620688410768,795.702661325636,795.702661325636,799.059191967325,795.702661325636,,119237.388782096340,328443.972505851200,119237.388782096340,328443.972505851200
