actualFE,outerCycle,qRound,lineageId,group,action,mask,archiveSize,qpPoolK,qpPoolSize,qpPoolIndex,qpSelectedIsCanonical,drewExtraRng,selectedTeacherFingerprint,canonicalTeacherFingerprint
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
2000,1,0,81,G1_CMAX,KEEP,"1000",1,1,1,0,true,false,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB,6EB0EB7BE2DD8AFB884BDC7848217BD1107178257E7E24DF30E198BDB35B30EB
