generatedByRunId,sourceJarSha256,configurationHash,instanceHash,seed,arm,telemetryMode,nominalCheckpointFE,actualSnapshotFE,overshootFE,generation,formalOuterCycle,qRound,frontType,unobservableReason,solutionFingerprint,Cmax,TEC,TWC,atomicBoundary
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,9f9d4141483476ab51e241b12552d45023efdde945be89d7f07c1e3a1bd98580,867.1679066386878,130014.75138545534,379824.8192987027,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,9cca573fbeececbe1efba3402e848a0fbdb04f5109c49d011617e4a21128b989,876.1411716164413,129961.95205710598,377834.007855196,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,f8c1c5a9879f0c9d523d7c435e41c911800c950fe2f0881a87301a0bf44db199,883.314612941602,130633.5981933618,372208.95224030496,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,1b191268024153acabfb53bc391f0cd56e80e1620cc1b8353bb23e3f906c83ab,883.8801027248102,128491.21305411829,370062.51850981626,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,e33ab39d0c5b18a63a2ededa86100b1c89de2db24531126c86e37183c9c53e0a,913.8300409658101,127676.82293171308,360648.00974509266,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,7f057ee8ff0e0222b55feadf4526382427c02a5f57bf68413aa2760690be1c57,1080.7270616288165,125359.11923963668,382781.0914604833,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,db613f402ac7502f869b581903acb63cfe6e209fd2d23d9f2df1f937ad5a2b41,1119.2620599546735,126918.05309551215,375231.13990030554,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,de80729cfe49d9c3aad71a8095aec71908c4897a19a0cf447719767ceee3eb3b,1156.1234266554907,127337.34873750809,374210.70106345945,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,workingPopulationND,NONE,333131aa204684fa5675f20a2e9dcaf0b18dbefb06586a847e4277613f395e91,1164.6391716747823,124323.48718739659,368723.96346924343,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,91265b5519236b3ebc379e31f74c196b870a6d41010678366330b015cc2fd74b,816.3156543957133,130874.80492497172,365150.2997829915,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,ea89b813959d1206c745b959e8470c229b3024db5bff834be9cc0ab5572d4722,826.8199143847377,130553.90525856912,369838.7083343823,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
A4-20k-100_5_3_1-ON-final,723D24ED3021A01FACDA0231E3B142238E740FB18D025A4341748F2AF8D22E2F,7baaca4ebca147f46d380677fd3ae6583cc238f741220325646b44d42c0bffd9,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,ON,5000,5000,0,1,1,48,decisionArchiveFront,NONE,db0cabd3f1f64f0b7d61eb47a4ff9c2e1cfafa524b0e4c3152da3c139fa42762,827.7590930614471,130108.95264543286,364399.1754107861,COMPLETE_QG_QP_GLOBAL_OFFSPRING_BATCH
