dataSource,runId,sourceLedger,instance,instanceHash,seed,arm,budget,instanceClass,directionRole,poolEnteredCount,selectedByPddrCount,enteredWorkingPopulationCount,retentionRate,directionalRepresentativeCount,cyclesObserved,actualFEMin,actualFEMax,identityBasis,ledgerSchema,hardVsNormalComparison,workingPopulationEntryBasis,runLevelConsistencyCheck
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,2k-100_5_3_1-20260901-A2-ON,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\09-real-2k-equivalence\runs\2k-100_5_3_1-20260901-A2-ON\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,2000,HARD_100JOB,G1_CMAX,200,100,100,0.500000,1,1,2000,2000,stableFingerprint in ledger,OLD(selected+stableFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A2-20k-100_5_3_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A2-20k-100_5_3_1-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,20000,HARD_100JOB,G4_BALANCED,75,37,37,0.493333,0,1,20000,20000,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A2-20k-100_5_3_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A2-20k-100_5_3_1-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,20000,HARD_100JOB,G2_TEC,20,16,16,0.800000,0,1,20000,20000,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A2-20k-100_5_3_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A2-20k-100_5_3_1-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,20000,HARD_100JOB,G3_TWC,20,14,14,0.700000,0,1,20000,20000,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-20k-effective-20258-100_2_4_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-20k-effective-20258-100_2_4_1-ON-final\telemetry-pddr-full-ledger.csv,100_2_4_1,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,20000,HARD_100JOB,G1_CMAX,168,85,85,0.505952,3,3,6999,20258,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-20k-effective-20258-100_2_4_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-20k-effective-20258-100_2_4_1-ON-final\telemetry-pddr-full-ledger.csv,100_2_4_1,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,20000,HARD_100JOB,G4_BALANCED,295,120,120,0.406780,1,3,6999,20258,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-20k-effective-20258-100_2_4_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-20k-effective-20258-100_2_4_1-ON-final\telemetry-pddr-full-ledger.csv,100_2_4_1,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,20000,HARD_100JOB,G2_TEC,133,54,54,0.406015,2,3,6999,20258,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-20k-effective-20258-100_2_4_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-20k-effective-20258-100_2_4_1-ON-final\telemetry-pddr-full-ledger.csv,100_2_4_1,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,20260901,A4,20000,HARD_100JOB,G3_TWC,135,41,41,0.303704,0,3,6999,20258,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-20k-effective-20258-100_5_3_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-20k-effective-20258-100_5_3_1-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,20000,HARD_100JOB,G1_CMAX,164,68,68,0.414634,3,3,6999,20258,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-20k-effective-20258-100_5_3_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-20k-effective-20258-100_5_3_1-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,20000,HARD_100JOB,G4_BALANCED,263,93,93,0.353612,2,3,6999,20258,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-20k-effective-20258-100_5_3_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-20k-effective-20258-100_5_3_1-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,20000,HARD_100JOB,G2_TEC,164,89,89,0.542683,3,3,6999,20258,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-20k-effective-20258-100_5_3_1-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-20k-effective-20258-100_5_3_1-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,20000,HARD_100JOB,G3_TWC,139,50,50,0.359712,2,3,6999,20258,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A2-50k-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A2-50k-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,50000,HARD_100JOB,G1_CMAX,104,45,45,0.432692,2,2,32295,50000,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A2-50k-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A2-50k-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,50000,HARD_100JOB,G4_BALANCED,157,50,50,0.318471,0,2,32295,50000,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A2-50k-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A2-50k-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,50000,HARD_100JOB,G2_TEC,89,38,38,0.426966,1,2,32295,50000,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A2-50k-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A2-50k-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A2,50000,HARD_100JOB,G3_TWC,97,67,67,0.690722,2,2,32295,50000,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-50k-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G1_CMAX,362,151,151,0.417127,6,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-50k-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G4_BALANCED,619,209,209,0.337641,2,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-50k-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G2_TEC,293,112,112,0.382253,5,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-final,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\18-final-2k-20k-50k-gates\A4-50k-ON-final\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G3_TWC,279,128,128,0.458781,4,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-s20260901,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\23-a4-50k-terminal-validation\A4-50k-ON-s20260901\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G1_CMAX,362,151,151,0.417127,6,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-s20260901,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\23-a4-50k-terminal-validation\A4-50k-ON-s20260901\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G4_BALANCED,619,209,209,0.337641,2,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-s20260901,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\23-a4-50k-terminal-validation\A4-50k-ON-s20260901\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G2_TEC,293,112,112,0.382253,5,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-s20260901,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\23-a4-50k-terminal-validation\A4-50k-ON-s20260901\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G3_TWC,279,128,128,0.458781,4,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-s20260901-121FBB49,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\26-final-runtime-jar-validation\A4-50k-ON-s20260901-121FBB49\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G1_CMAX,362,151,151,0.417127,6,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-s20260901-121FBB49,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\26-final-runtime-jar-validation\A4-50k-ON-s20260901-121FBB49\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G4_BALANCED,619,209,209,0.337641,2,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-s20260901-121FBB49,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\26-final-runtime-jar-validation\A4-50k-ON-s20260901-121FBB49\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G2_TEC,293,112,112,0.382253,5,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
C:V35-FC5-MIDHORIZON-DIAGNOSTICS,A4-50k-ON-s20260901-121FBB49,E:\学习\李明哲-毕业材料\张博改进\docs\evidence\V35-FC5-MIDHORIZON-DIAGNOSTICS\26-final-runtime-jar-validation\A4-50k-ON-s20260901-121FBB49\telemetry-pddr-full-ledger.csv,100_5_3_1,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,20260901,A4,50000,HARD_100JOB,G3_TWC,279,128,128,0.458781,4,6,6803,48269,candidateFingerprint in ledger,NEW(selectedByPddr+candidateFingerprint),EVIDENCE_FIELD_LIMITATION,selectedByPddr=true (=working-population entry; semanticRoleAfter always NOT_APPLICABLE),OK
