sample,generation,mainFE,parentSlot,factory,role,diagnosis,maximumType,maximumPressure,secondType,secondPressure,pressureGap,pSeq,pMac,pWor,pSet,pFat,action,allowed,cmax,tec,twc,qGain,accepted,bestOverall,bestAllowed,regret
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.5966460154705594,SEQ,0.5693727701824935,0.02727324528806585,0.5693727701824935,0.4961263679240266,0.5966460154705594,0.18360164460766779,0.3088962910255173,N1,true,220.7607494969719,10797.295388798242,18256.257553637617,-0.04534046047880484,false,false,false,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.5966460154705594,SEQ,0.5693727701824935,0.02727324528806585,0.5693727701824935,0.4961263679240266,0.5966460154705594,0.18360164460766779,0.3088962910255173,N2,true,261.6846923245206,10886.71558766898,19350.64344825963,-1.0,false,false,false,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.5966460154705594,SEQ,0.5693727701824935,0.02727324528806585,0.5693727701824935,0.4961263679240266,0.5966460154705594,0.18360164460766779,0.3088962910255173,N3,true,219.8344276864383,10799.703435632906,18257.73547351895,0.0,false,false,false,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.5966460154705594,SEQ,0.5693727701824935,0.02727324528806585,0.5693727701824935,0.4961263679240266,0.5966460154705594,0.18360164460766779,0.3088962910255173,N4,true,283.53221479839374,11080.156711961386,19370.793278280922,-1.0,false,false,false,0.0
1,1,5100,0,1,G1_CMAX,BAL,WOR,0.5966460154705594,SEQ,0.5693727701824935,0.02727324528806585,0.5693727701824935,0.4961263679240266,0.5966460154705594,0.18360164460766779,0.3088962910255173,N5,true,221.07747840406944,10748.992775481362,18794.552506886586,-0.06084331740331001,false,false,false,0.0
2,1,5142,20,2,G4_BALANCED,BAL,WOR,0.6824505340823238,SEQ,0.525045247132744,0.15740528694957978,0.525045247132744,0.5098399859024241,0.6824505340823238,0.13348038681450325,0.2997953353762557,N1,true,251.23409199860416,10354.365096397614,17739.721460412395,0.0,false,false,false,0.0
2,1,5142,20,2,G4_BALANCED,BAL,WOR,0.6824505340823238,SEQ,0.525045247132744,0.15740528694957978,0.525045247132744,0.5098399859024241,0.6824505340823238,0.13348038681450325,0.2997953353762557,N2,true,225.9056614313799,10361.655409741705,17982.334511129055,-0.004993036308354917,true,true,true,0.0
2,1,5142,20,2,G4_BALANCED,BAL,WOR,0.6824505340823238,SEQ,0.525045247132744,0.15740528694957978,0.525045247132744,0.5098399859024241,0.6824505340823238,0.13348038681450325,0.2997953353762557,N3,true,251.23409199860416,10354.365096397614,17739.721460412395,0.0,false,false,false,0.0
2,1,5142,20,2,G4_BALANCED,BAL,WOR,0.6824505340823238,SEQ,0.525045247132744,0.15740528694957978,0.525045247132744,0.5098399859024241,0.6824505340823238,0.13348038681450325,0.2997953353762557,N4,true,285.6668340903751,10645.291614626467,18859.660461193456,-0.19925160963861438,false,false,false,0.0
2,1,5142,20,2,G4_BALANCED,BAL,WOR,0.6824505340823238,SEQ,0.525045247132744,0.15740528694957978,0.525045247132744,0.5098399859024241,0.6824505340823238,0.13348038681450325,0.2997953353762557,N5,true,252.32761379533179,10424.04601017095,17995.453201591285,-0.047723508722931594,false,false,false,0.0
3,1,5188,40,0,G4_BALANCED,BAL,WOR,0.651492150284021,MAC,0.6063596858549923,0.04513246442902863,0.5743759726711739,0.6063596858549923,0.651492150284021,0.187710024375483,0.4678936719387232,N1,true,438.5182520740347,10346.161489204998,15054.968174990287,-0.029800618208592235,false,false,false,0.0
3,1,5188,40,0,G4_BALANCED,BAL,WOR,0.651492150284021,MAC,0.6063596858549923,0.04513246442902863,0.5743759726711739,0.6063596858549923,0.651492150284021,0.187710024375483,0.4678936719387232,N2,true,461.15216138018275,10542.157787924672,14853.118150316635,-0.16881717527501613,true,false,false,0.0
3,1,5188,40,0,G4_BALANCED,BAL,WOR,0.651492150284021,MAC,0.6063596858549923,0.04513246442902863,0.5743759726711739,0.6063596858549923,0.651492150284021,0.187710024375483,0.4678936719387232,N3,true,450.3067548418243,10281.918784899886,14629.601581244811,-0.023529588947409738,true,true,true,0.0
3,1,5188,40,0,G4_BALANCED,BAL,WOR,0.651492150284021,MAC,0.6063596858549923,0.04513246442902863,0.5743759726711739,0.6063596858549923,0.651492150284021,0.187710024375483,0.4678936719387232,N4,true,425.5815433954111,10278.656251935863,14805.666878496459,0.018079600603750252,false,false,false,0.0
3,1,5188,40,0,G4_BALANCED,BAL,WOR,0.651492150284021,MAC,0.6063596858549923,0.04513246442902863,0.5743759726711739,0.6063596858549923,0.651492150284021,0.187710024375483,0.4678936719387232,N5,true,431.7726929192902,10365.55071931464,14941.786776414732,-0.04355304124728555,false,false,false,0.0
