slot,lineage,JS,FA,MA,WA,Cmax,TEC,TWC,fingerprint
0,19,"5,1,4,3,6,8,2,0,9,7","1,1,0,0,0,0,1,1,1,1","0,0,0,0,0,0,1,1,0,1","1,0,1,0,1,0,1,0,1,0",65.155580211959090,1968.6778890243736,3189.4596924687630,"[5, 1, 4, 3, 6, 8, 2, 0, 9, 7]|[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]|[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]|[1, 0, 1, 0, 1, 0, 1, 0, 1, 0]"
1,16,"1,0,4,3,6,8,2,5,9,7","1,1,0,0,0,0,1,1,1,1","1,0,0,0,0,0,1,0,0,1","0,0,1,0,1,0,1,1,1,0",63.415514830636630,1978.3639377910945,3186.8477920726450,"[1, 0, 4, 3, 6, 8, 2, 5, 9, 7]|[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]|[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]|[0, 0, 1, 0, 1, 0, 1, 1, 1, 0]"
2,103,"7,6,1,2,4,9,5,8,3,0","0,1,1,0,0,0,1,1,0,1","0,0,0,1,0,0,1,1,2,0","1,0,0,0,0,1,1,1,0,1",52.703661911989800,2020.2041416138786,2938.4246424297930,"[7, 6, 1, 2, 4, 9, 5, 8, 3, 0]|[0, 1, 1, 0, 0, 0, 1, 1, 0, 1]|[0, 0, 0, 1, 0, 0, 1, 1, 2, 0]|[1, 0, 0, 0, 0, 1, 1, 1, 0, 1]"
3,111,"5,6,9,2,3,4,8,1,0,7","0,1,0,0,1,1,1,0,0,1","0,0,0,1,0,1,1,1,0,0","1,0,0,0,0,1,1,0,1,1",54.578959938659100,2010.7921521610470,3124.7584641817320,"[5, 6, 9, 2, 3, 4, 8, 1, 0, 7]|[0, 1, 0, 0, 1, 1, 1, 0, 0, 1]|[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]|[1, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
4,117,"0,1,4,2,9,5,6,8,3,7","0,1,0,0,0,1,1,1,0,1","0,0,1,1,0,0,0,1,0,0","1,0,0,0,1,1,0,1,0,1",67.941372363028010,1971.4966364295028,2851.1768102308590,"[0, 1, 4, 2, 9, 5, 6, 8, 3, 7]|[0, 1, 0, 0, 0, 1, 1, 1, 0, 1]|[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]|[1, 0, 0, 0, 1, 1, 0, 1, 0, 1]"
5,129,"0,8,4,2,9,5,6,1,3,7","0,1,0,0,0,1,1,1,0,1","0,0,1,1,0,0,0,1,0,0","1,0,0,0,1,1,0,1,0,1",68.009870841961230,1972.9790583476301,2844.6558872045090,"[0, 8, 4, 2, 9, 5, 6, 1, 3, 7]|[0, 1, 0, 0, 0, 1, 1, 1, 0, 1]|[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]|[1, 0, 0, 0, 1, 1, 0, 1, 0, 1]"
6,141,"5,4,8,6,0,9,2,7,3,1","1,0,1,1,0,0,0,1,0,1","0,0,1,0,0,0,1,0,0,0","1,0,1,0,1,1,0,0,0,1",68.194023029608370,1943.2068174339324,3053.2469275965404,"[5, 4, 8, 6, 0, 9, 2, 7, 3, 1]|[1, 0, 1, 1, 0, 0, 0, 1, 0, 1]|[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]|[1, 0, 1, 0, 1, 1, 0, 0, 0, 1]"
7,153,"0,1,4,2,9,3,6,8,5,7","0,1,0,0,0,1,1,1,0,1","0,0,1,1,0,0,0,1,1,0","1,0,0,0,1,1,0,1,0,1",67.941372363028010,1988.0085814797080,2835.5774698217165,"[0, 1, 4, 2, 9, 3, 6, 8, 5, 7]|[0, 1, 0, 0, 0, 1, 1, 1, 0, 1]|[0, 0, 1, 1, 0, 0, 0, 1, 1, 0]|[1, 0, 0, 0, 1, 1, 0, 1, 0, 1]"
8,159,"0,6,1,2,4,9,5,3,8,7","0,1,0,0,0,0,1,1,1,1","0,0,1,1,0,0,1,0,1,0","1,0,0,0,0,1,1,0,1,1",55.165507828240960,2015.8222610972020,3021.7211883909313,"[0, 6, 1, 2, 4, 9, 5, 3, 8, 7]|[0, 1, 0, 0, 0, 0, 1, 1, 1, 1]|[0, 0, 1, 1, 0, 0, 1, 0, 1, 0]|[1, 0, 0, 0, 0, 1, 1, 0, 1, 1]"
9,174,"4,6,1,2,0,9,5,8,7,3","0,1,1,0,0,0,1,1,1,0","0,0,0,1,0,0,1,1,0,1","0,0,0,0,1,1,1,1,1,0",59.008515370925760,1987.5950941972865,2940.5979301836014,"[4, 6, 1, 2, 0, 9, 5, 8, 7, 3]|[0, 1, 1, 0, 0, 0, 1, 1, 1, 0]|[0, 0, 0, 1, 0, 0, 1, 1, 0, 1]|[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
