runId,seed,algorithm,sourceKind,status,FE,frontSize,initialPopulationHash,runNanos,representationRepairs
seed-20260822-MOHEADE_F,20260822,MOHEADE_F,PAPER_AUTHOR_SOURCE,COMPLETED,50000,100,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,3444131400,3722
