runId,sourceRunId,reused,instance,instanceSha256,matrix,label,seed,status,reason,configurationSha256,initialPopulationSha256,fullEvaluations,wallClockMillis,cpuNanos,cfvfRepairs,caTaEvaluations,illegalSolutions,Fmax,Favg,FE,VarFw,highFatigueRatio,longestContinuousWork,totalNaturalRecovery,loadImbalance,frontSize
"20_2_3_1|FULL|B7|20260809","20_2_3_1|VNS|V5|20260809",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B7",20260809,COMPLETED,"EXACT_PROFILE_REUSE from 20_2_3_1|VNS|V5|20260809","bfbad38f38e2076c54ac6a87a6d8cf720cd408443e76ec2cea12cbab52eeea3c","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,182,171875000,0,1500,0,0.99854943196001800,0.65691941693199380,40.995285922256800,0.049014620175825120,0.082070099901189840,202.53035394039450,395.78363128626034,0.49483698644147040,20
"20_2_3_1|FULL|B7|20260810","20_2_3_1|VNS|V5|20260810",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","B7",20260810,COMPLETED,"EXACT_PROFILE_REUSE from 20_2_3_1|VNS|V5|20260810","3876327c452e2cfa65f11a43da05ac3d859c58fe8d175f07c9832dc9ba5d6b1c","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,198,187500000,0,1500,0,0.99998759351109380,0.66045927496794150,44.224848013616720,0.050916181041255795,0.096981393994659800,217.96875669376277,344.62659616533270,0.49411613758908760,46
"20_2_3_1|FULL|FULL|20260808","20_2_3_1|VNS|V-Full|20260808",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","FULL",20260808,COMPLETED,"EXACT_PROFILE_REUSE from 20_2_3_1|VNS|V-Full|20260808","dc46ad0ef373bd64f0b48f3da4ea294e450d783e30ff7660ff7c55cb6cac9aba","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,186,171875000,0,1500,0,0.99997936853479450,0.65573586932656990,50.704521639903110,0.049895822067576530,0.091253402492319420,240.34433142272147,461.75352231063660,0.52327703626777510,33
"20_2_3_1|FULL|FULL|20260809","20_2_3_1|VNS|V-Full|20260809",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","FULL",20260809,COMPLETED,"EXACT_PROFILE_REUSE from 20_2_3_1|VNS|V-Full|20260809","ab9990e4532cc7230864a08194e1f53b5ab51c8d1c3d259e99d262329dc8efb8","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,204,203125000,0,1500,0,0.99995023631443170,0.66993724837254500,56.037962123793690,0.048853651084130055,0.093390576757689390,235.18120307452430,367.90347095936800,0.55320672014052410,38
"20_2_3_1|FULL|FULL|20260810","20_2_3_1|VNS|V-Full|20260810",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FULL","FULL",20260810,COMPLETED,"EXACT_PROFILE_REUSE from 20_2_3_1|VNS|V-Full|20260810","4b90a22e818c9b09215385ec970ef9a5084067fe9840fef152b43a9db3329625","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,180,156250000,0,1500,0,0.99984364470158280,0.67052016323177230,48.408016517498616,0.052268687685579046,0.086508146956808990,228.91309983034478,377.17425221642895,0.53186488949103900,44
"20_2_3_1|FV|FV-Full|20260808","20_2_3_1|FV|FV-Full|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV-Full",20260808,COMPLETED,"MAX_FES_REACHED","c6763d8bcbbb815514e4ee79642077d9e11e0a4e9f6919819eec3add71349fda","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,284,281250000,0,0,0,0.99995539390047480,0.67992966901422680,47.563193191791140,0.053187478717846120,0.099020232138286380,226.98930505227338,315.72379408049824,0.49669835113042204,54
"20_2_3_1|FV|FV-Full|20260809","20_2_3_1|FV|FV-Full|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV-Full",20260809,COMPLETED,"MAX_FES_REACHED","851e04479830a9dbc9b1bd747ef4fbc952644d99a5f6e40a3993826bd5192e5a","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,302,312500000,0,0,0,0.99996686512978890,0.66457719120414850,38.057077090762820,0.050567565665755690,0.078173157083792200,211.33300673841026,422.88492113374747,0.48180265670101263,85
"20_2_3_1|FV|FV-Full|20260810","20_2_3_1|FV|FV-Full|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV-Full",20260810,COMPLETED,"MAX_FES_REACHED","8702a1f377affa5c9a8ff156f42865e66f5e71ee416d2c1fe422168701b5215b","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,273,250000000,0,0,0,0.99997264868281290,0.69224806086985700,45.679376980952550,0.053748216752634456,0.087872769506068190,213.11036155053657,316.37734907904400,0.54366998939316260,65
"20_2_3_1|FV|FV0|20260808","20_2_3_1|FV|FV0|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV0",20260808,COMPLETED,"MAX_FES_REACHED","a5501484717ebc47ee5b03e5d707dfbc3d3e4a94ab094eedcc4424261a203906","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,136,140625000,0,0,0,0.99996483903686380,0.67622296141256950,46.075857976043835,0.054606717603074070,0.092913630915964980,220.61922326356768,408.59825524753353,0.48444511424588665,36
"20_2_3_1|FV|FV0|20260809","20_2_3_1|FV|FV0|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV0",20260809,COMPLETED,"MAX_FES_REACHED","daa9cf9a7435bf46f670b465b32c368fe575c807da10cff77e6d1bb38f880513","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,159,156250000,0,0,0,0.99998994870184930,0.67244351565304450,39.302921307950890,0.057701957182973820,0.080027145027897580,205.68603328898078,370.96460250684623,0.50066815422638960,48
"20_2_3_1|FV|FV0|20260810","20_2_3_1|FV|FV0|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV0",20260810,COMPLETED,"MAX_FES_REACHED","4ae6625015c5444df464dda8d46b60ee93ebc9450f089e1c2800f1c58c35aa8e","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,145,140625000,0,0,0,0.99991404944398210,0.66912862074365620,41.679014357480110,0.054785532289661460,0.082089827725765050,204.90439396927056,351.61987869118065,0.50122309273710840,83
"20_2_3_1|FV|FV1|20260808","20_2_3_1|FV|FV1|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV1",20260808,COMPLETED,"MAX_FES_REACHED","0f5678fed5552f24f24ed282824a89cabc248ac868d87f9db9db37d432fd5ff2","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,184,171875000,0,0,0,0.99989072197786940,0.65249261600722130,40.115956185421496,0.049083605383363390,0.083002300775137080,199.15298369989875,420.06050254732730,0.48857912802641096,55
"20_2_3_1|FV|FV1|20260809","20_2_3_1|FV|FV1|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV1",20260809,COMPLETED,"MAX_FES_REACHED","6fa6b762740ebdee96e2c03da1689d05a38bf9238b8441cf7ded71320879ad07","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,146,156250000,0,0,0,0.99995761276841290,0.67364580329507400,45.448274690359600,0.052224333822112570,0.084282259087110180,214.03408087778263,347.14947496063763,0.48214214266876054,65
"20_2_3_1|FV|FV1|20260810","20_2_3_1|FV|FV1|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV1",20260810,COMPLETED,"MAX_FES_REACHED","73dd4a62e4fd04f4e898fd738cbd5a5415640834fbfd040ec5d64fe815869f2a","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,138,140625000,0,0,0,0.99994182637625920,0.68861687523769120,40.728302889254110,0.048815706760773014,0.082428783741944980,215.11157545734835,352.65538767178300,0.52385081626151380,49
"20_2_3_1|FV|FV2|20260808","20_2_3_1|FV|FV2|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV2",20260808,COMPLETED,"MAX_FES_REACHED","4a342a199d20a107ae8a83abfc38dfa2eb62d76d60a91a0cb51b993cc0db8914","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,201,187500000,0,0,0,0.99989476670106340,0.65863340821670880,38.496464759870804,0.050699753186739256,0.078497198080126090,204.27432870086656,427.54248934987766,0.49591839953968090,46
"20_2_3_1|FV|FV2|20260809","20_2_3_1|FV|FV2|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV2",20260809,COMPLETED,"MAX_FES_REACHED","2ed4877a272ebbbe066f48e9f6e47580dc41b18b7993b85c863b958ef89e761e","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,138,125000000,0,0,0,0.99994428531526250,0.67029316534453630,46.237917613292500,0.053207388728554100,0.090032516042596180,223.57904394836112,354.98511573386780,0.47360106525471870,42
"20_2_3_1|FV|FV2|20260810","20_2_3_1|FV|FV2|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV2",20260810,COMPLETED,"MAX_FES_REACHED","7bffb8fbca69a11cd48ed755b006b9c7c12a2c4285dbfbc6eaa29aee1f82cc82","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,178,171875000,0,0,0,0.99992748509863440,0.67977554531639780,48.184410353986800,0.054695387153410110,0.10017959164248767,221.02292963721925,360.76864472107144,0.47093383114954074,53
"20_2_3_1|FV|FV3|20260808","20_2_3_1|FV|FV3|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV3",20260808,COMPLETED,"MAX_FES_REACHED","4a8c4f536c92cf9a7e80bcb66f71d81a2b376d0e30d5c936b75cbe59899e2da7","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,185,171875000,0,0,0,0.99998227764306260,0.67285359574444870,45.656747896036290,0.050067096482632900,0.087996386670939000,217.38751085053140,410.50317987277780,0.50052473502996050,70
"20_2_3_1|FV|FV3|20260809","20_2_3_1|FV|FV3|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV3",20260809,COMPLETED,"MAX_FES_REACHED","a416deffa6802b0cca8228aa93b3f0850c3d2897cd15bc02dbb6c9ac3cfbf1ac","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,174,171875000,0,0,0,0.99999091071305650,0.67327501810708370,34.230936609175300,0.053769485176353630,0.067723984666891990,192.43044028051008,432.39870649825247,0.52095405505706750,88
"20_2_3_1|FV|FV3|20260810","20_2_3_1|FV|FV3|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV3",20260810,COMPLETED,"MAX_FES_REACHED","420b5f3102677475db64c72033fe4b3c2ae5435e01f51c01d279882ceb56d0a1","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,191,187500000,0,0,0,0.99997760499536490,0.66637521631194700,39.790986174896510,0.048423089235953724,0.073562516077206260,212.82264315114963,491.14093731413340,0.52706065653105350,71
"20_2_3_1|FV|FV4|20260808","20_2_3_1|FV|FV4|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV4",20260808,COMPLETED,"MAX_FES_REACHED","2327d16f60c0bb552e3eb4afd9ed80632508e00680d471c0ce302833ba2138b5","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,168,156250000,0,0,0,0.99999243015988610,0.65889230734186520,35.932339070977670,0.049653224839739040,0.068069678231699490,205.04638678577706,514.37007114924170,0.54565257333139920,74
"20_2_3_1|FV|FV4|20260809","20_2_3_1|FV|FV4|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV4",20260809,COMPLETED,"MAX_FES_REACHED","d332ce5662729a27f4bc5e46d21d046499a6216485c1a406f7c7d8c608eec64c","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,183,171875000,0,0,0,0.99995495922478420,0.68243167273490820,43.475682807547550,0.055037290835789920,0.079891694434570250,220.59298775297927,409.13843029450280,0.53330023490365450,77
"20_2_3_1|FV|FV4|20260810","20_2_3_1|FV|FV4|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV4",20260810,COMPLETED,"MAX_FES_REACHED","fc35a3425acd50738c5dba5e5a88fd3a6d04e3e28d833219d9b530faf2e02c9d","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,173,171875000,0,0,0,0.99998704391253690,0.68032670073104850,45.385644698493735,0.053050635183331820,0.081978334254501530,222.56184311354357,386.62393727193710,0.56167847085319490,83
"20_2_3_1|FV|FV5|20260808","20_2_3_1|FV|FV5|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV5",20260808,COMPLETED,"MAX_FES_REACHED","f51b571545f3706dc06f0c279f8a4fcecff5cd29cda5e7208224e428cf387139","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,173,187500000,0,0,0,0.99997981063273120,0.66836104107690560,39.368942829867784,0.051395559143718336,0.076482193049973060,203.23809916050485,462.18392466118990,0.54371713308802000,79
"20_2_3_1|FV|FV5|20260809","20_2_3_1|FV|FV5|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV5",20260809,COMPLETED,"MAX_FES_REACHED","dd4cc97751650f3dc9e25fa50e5b71bba5e48de58d3ee359242d2d66959b458e","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,227,218750000,0,0,0,0.99995788833912910,0.67230984453601280,45.552847607516720,0.052660355049135830,0.086324752771437610,212.04111000965483,411.66062620648347,0.52261191659567840,59
"20_2_3_1|FV|FV5|20260810","20_2_3_1|FV|FV5|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","FV","FV5",20260810,COMPLETED,"MAX_FES_REACHED","ac0892c5d96bd3e0d2d86271f5cf2c2d95daf4a92fc2c93a5b6e23a6c9529cbd","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,176,171875000,0,0,0,0.99992705520252000,0.67087903928541280,38.099103521241950,0.044422762443680146,0.070052916299348410,221.96959782422874,482.27371195083940,0.56120397207139020,80
"20_2_3_1|QP|QP0|20260808","20_2_3_1|QP|QP0|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP0",20260808,COMPLETED,"MAX_FES_REACHED","462fcc6c020522da9aa1a5d7eef063b910dc628bba25ffe044c920fc8926b14f","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,119,125000000,0,0,0,0.99993773725536240,0.67720436953539610,42.259973854097800,0.045499164609140566,0.090502524270284480,212.45433232431554,375.48198168699275,0.46005799341203680,57
"20_2_3_1|QP|QP0|20260809","20_2_3_1|QP|QP0|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP0",20260809,COMPLETED,"MAX_FES_REACHED","3e20e6532ab7d392b4c50402df4573c6ca5c03a9a66dbdb46b5d8444f82f43ec","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,141,140625000,0,0,0,0.99987720063589050,0.67240229006551540,36.718102806203106,0.052845477205462274,0.083357789234108410,203.61927936358840,322.74430796601290,0.44838915133508070,56
"20_2_3_1|QP|QP0|20260810","20_2_3_1|QP|QP0|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP0",20260810,COMPLETED,"MAX_FES_REACHED","2644a4b82470314a8bf912d233048010c510050aa2986e540688d96290225e24","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,128,125000000,0,0,0,0.99990928272636030,0.68378093600559790,44.152314088655070,0.054847381204969120,0.092145507033199280,200.13791164741050,362.80929494677540,0.52306807084778050,48
"20_2_3_1|QP|QP1|20260808","20_2_3_1|QP|QP1|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP1",20260808,COMPLETED,"MAX_FES_REACHED","028224c5bbdcdcf53d24c3158124aae3e4d525ea33fe111d772c23aa9f397d5c","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,178,171875000,0,0,0,0.99992608128352630,0.67186136343132210,43.855133417345385,0.049204048661522120,0.086782179227284780,237.16075824976596,332.42006283257620,0.50727646711169960,71
"20_2_3_1|QP|QP1|20260809","20_2_3_1|QP|QP1|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP1",20260809,COMPLETED,"MAX_FES_REACHED","6fe4d91d9482a9f847873abb3c14c3c5a91bbf59746f703cb5aeee7d6ec696d8","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,212,218750000,0,0,0,0.99988131835335450,0.68076161920071440,42.364950243134780,0.053564219268565970,0.083408963734847200,230.76810909282685,367.96080568235470,0.51718416683430180,46
"20_2_3_1|QP|QP1|20260810","20_2_3_1|QP|QP1|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP1",20260810,COMPLETED,"MAX_FES_REACHED","a4c73e578aed3e08f86cab3bbd2792b8f1c77ad5b6f2314b926dc4e13b00c699","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,188,187500000,0,0,0,0.99994317392212820,0.68745994190297790,47.125555294038880,0.044825440615925270,0.094399761946566410,210.78555325755826,381.12509231508070,0.46338612982200766,58
"20_2_3_1|QP|QP2|20260808","20_2_3_1|QP|QP2|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP2",20260808,COMPLETED,"MAX_FES_REACHED","7dc82bd1182a118eb753a92cdd36f46863329d0d638faa280d60b4ab3570ddbe","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,201,203125000,0,0,0,0.99983763560288950,0.66836784786243260,37.764746328586330,0.059887490196166870,0.080428460310584040,201.97810626172216,391.62166829220100,0.48181430122723440,28
"20_2_3_1|QP|QP2|20260809","20_2_3_1|QP|QP2|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP2",20260809,COMPLETED,"MAX_FES_REACHED","7edfe25d2c788c74d8244d6f0800b0816c211fbbcdc12bca26c3882d3507d719","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,251,250000000,0,0,0,0.99996230446999460,0.67176432928313820,38.350970942204650,0.055519015963330386,0.077636350310266780,214.77376063224710,407.17041821732810,0.48728752499186970,66
"20_2_3_1|QP|QP2|20260810","20_2_3_1|QP|QP2|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP2",20260810,COMPLETED,"MAX_FES_REACHED","45b9cc6aa40c92d16255c1aacdd91898f5d8628ce5f376bd0f45f9af76e10188","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,247,250000000,0,0,0,0.99995943203387050,0.68154813221990360,47.331837129029520,0.054288078487097730,0.087110094978599530,222.43366362742293,348.71624545155225,0.52256252119323190,69
"20_2_3_1|QP|QP3|20260808","20_2_3_1|QP|QP3|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP3",20260808,COMPLETED,"MAX_FES_REACHED","79001cc07bb4adac39c76398861c1bd7e04da76459a9c98e1e49527bd06a5ffa","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,285,296875000,0,0,0,0.99986928073502290,0.67074173233741120,42.267277223794814,0.053121821104807310,0.088382820284807600,205.96994235983110,385.76246366191780,0.47724599559685020,57
"20_2_3_1|QP|QP3|20260809","20_2_3_1|QP|QP3|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP3",20260809,COMPLETED,"MAX_FES_REACHED","2763ffddaf6d0a3d69e9fece89b61d6a29273daba776267141dd22ac6e158f62","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,243,234375000,0,0,0,0.99987066182972060,0.67524071325988870,33.599091435379590,0.055507042872684660,0.073969186527262300,195.88463823161447,334.77295636747937,0.46341332672277297,33
"20_2_3_1|QP|QP3|20260810","20_2_3_1|QP|QP3|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP3",20260810,COMPLETED,"MAX_FES_REACHED","892a08b25d4bcad90e7123596567551d7468c864b972e17ecc7e4b8122b8ab11","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,278,281250000,0,0,0,0.99997819102028880,0.68385259709688010,51.616820312665865,0.053471048491693850,0.096634784242004450,232.87605397585142,339.07828327394020,0.53009279468687350,97
"20_2_3_1|QP|QP4|20260808","20_2_3_1|QP|QP4|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP4",20260808,COMPLETED,"MAX_FES_REACHED","25ac95d6bdfd9aa37ec6fe74ca5c063eb699b8111a9887d0d8ec4e1bd2a53ca2","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,311,296875000,0,0,0,0.99990387038704320,0.65697953008869130,36.869918733393995,0.045884677596663946,0.074148307759376770,210.29309992721323,465.64795224997846,0.46167537859640330,46
"20_2_3_1|QP|QP4|20260809","20_2_3_1|QP|QP4|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP4",20260809,COMPLETED,"MAX_FES_REACHED","9f400f3109fa02c5a4596f3b1db5051da1bbb414a86eece449ad57dc4136a7e1","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,273,281250000,0,0,0,0.99996895367195290,0.68761694782431690,44.805192863722816,0.056314277050462366,0.088070692184084420,198.22331312925297,288.61623309143624,0.50182875209404930,49
"20_2_3_1|QP|QP4|20260810","20_2_3_1|QP|QP4|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP4",20260810,COMPLETED,"MAX_FES_REACHED","94e95b63a1299bbb9027965e903eda2885854c0aa4ce4855c6f9d963b754f16d","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,270,265625000,0,0,0,0.99997722895948250,0.67728347292011850,43.589138282725690,0.052273488224372390,0.089247764265495130,213.40515798883040,374.00589682772970,0.48586496748844240,61
"20_2_3_1|QP|QP5|20260808","20_2_3_1|QP|QP5|20260808",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP5",20260808,COMPLETED,"MAX_FES_REACHED","cbda410d37f5a5cee4a26f711cece30b6a637671d6c9ddaa0840f1e9931a0758","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,257,250000000,0,0,0,0.99992858938712980,0.67576765101966350,41.780998521317220,0.059026002045852230,0.080085838496008130,212.47067090841395,434.13637813017710,0.48226956396521990,56
"20_2_3_1|QP|QP5|20260809","20_2_3_1|QP|QP5|20260809",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP5",20260809,COMPLETED,"MAX_FES_REACHED","81cde40a26f1ad1e188666019f5c214cb5e9173a516a8e7904a5ad263088073a","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,264,250000000,0,0,0,0.99993306561474850,0.66295646815505240,32.165804265786360,0.054219079839075514,0.079096508242434290,189.99529463436910,299.36352142971790,0.44659504261869290,36
"20_2_3_1|QP|QP5|20260810","20_2_3_1|QP|QP5|20260810",false,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP5",20260810,COMPLETED,"MAX_FES_REACHED","45b7e8b73ad25a89219aaa16af13da9f4569684db7a5d6906cb1d6d8cf875f2f","02349f62489674b67e1473939205d0b99c031a82e2e0144e553b2a3f70657d78",2000,287,281250000,0,0,0,0.99996349853924670,0.67654886806181140,44.791568240380460,0.055582384229471385,0.078297271473425790,228.98103945831195,421.45425756447030,0.52334092041666470,47
"20_2_3_1|QP|QP6|20260808","20_2_3_1|FV|FV-Full|20260808",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP6",20260808,COMPLETED,"EXACT_PROFILE_REUSE from 20_2_3_1|FV|FV-Full|20260808","c6763d8bcbbb815514e4ee79642077d9e11e0a4e9f6919819eec3add71349fda","bf204db566288948d54aeb4800f781fc5fe97abf01d8d6505e4b4bb5167dd12a",2000,284,281250000,0,0,0,0.99995539390047480,0.67992966901422680,47.563193191791140,0.053187478717846120,0.099020232138286380,226.98930505227338,315.72379408049824,0.49669835113042204,54
"20_2_3_1|QP|QP6|20260809","20_2_3_1|FV|FV-Full|20260809",true,"20_2_3_1","47d32d48e719219c5fa2b41e08278518c8162e3eb88398b5a4e8f54b61578a08","QP","QP6",20260809,COMPLETED,"EXACT_PROFILE_REUSE from 20_2_3_1|FV|FV-Full|20260809","851e04479830a9dbc9b1bd747ef4fbc952644d99a5f6e40a3993826bd5192e5a","23a9c46b99d0a067ad7ccdd4050557a58bfaf855ee405c10191cd3eb528d3749",2000,302,312500000,0,0,0,0.99996686512978890,0.66457719120414850,38.057077090762820,0.050567565665755690,0.078173157083792200,211.33300673841026,422.88492113374747,0.48180265670101263,85
