instance,matrix,label,seed,status,HV,IGD,Spacing,C_A_R,C_R_A,nondominatedCount,minCmax,minTEC,minTWC
"20_2_3_1","CONTROL","B0C",20260808,COMPLETED,0.48479675195697880,0.29434347177993797,0.035321395564349316,0.012195121951219513,1.0000000000000000,51,191.60597095212478,8732.3578893633840,11990.942390942390
"20_2_3_1","CONTROL","B0C",20260809,COMPLETED,0.58660070607814010,0.28584409439147040,0.040022263250706200,0.36585365853658536,1.0000000000000000,32,180.89743589743590,8751.8278683243720,11819.698634698634
"20_2_3_1","CONTROL","B0C",20260810,COMPLETED,0.55852726625494850,0.32610081274190120,0.029627623842214325,0.18292682926829268,1.0000000000000000,45,196.11771561771565,8678.0486948948500,11871.222444222443
"20_2_3_1","CONTROL","B0R",20260808,COMPLETED,0.24853550172167970,0.73385927843229750,0.011162061704333646,0.024390243902439025,1.0000000000000000,7,112.24489795918367,11290.737310308740,9310.6208791208770
"20_2_3_1","CONTROL","B0R",20260809,COMPLETED,0.33073211714629310,0.67522211001435340,0.015643135275777400,0.20731707317073170,1.0000000000000000,22,112.24489795918367,11085.137100994245,9169.7032967032960
"20_2_3_1","CONTROL","B0R",20260810,COMPLETED,0.21810986643424077,0.74507547867483260,0.0070319041835990555,0.0000000000000000,1.0000000000000000,14,113.44217687074831,11373.596284667714,9207.7930402930380
"20_2_3_1","CONTROL","B1Q",20260808,COMPLETED,0.18440704545285524,0.53935182900192210,0.033323328055096496,0.0000000000000000,1.0000000000000000,38,227.49130812963455,9695.2757990114110,13072.859181658105
"20_2_3_1","CONTROL","B1Q",20260809,COMPLETED,0.13479236581978010,0.57593119062856050,0.037610141382327020,0.0000000000000000,1.0000000000000000,49,218.94071873035375,9987.2390254976730,13680.142270064955
"20_2_3_1","CONTROL","B1Q",20260810,COMPLETED,0.24096411187877440,0.50426436695444330,0.043447394354125650,0.0000000000000000,1.0000000000000000,25,225.34713921366790,9731.2651294058850,13106.397862172322
"20_2_3_1","CONTROL","B2P",20260808,COMPLETED,0.26888824936276010,0.43975239846892744,0.036656620108886110,0.0000000000000000,1.0000000000000000,45,205.51767813615550,8981.0263468808950,13460.046331040045
"20_2_3_1","CONTROL","B2P",20260809,COMPLETED,0.27494748513852246,0.46803655666849503,0.045220837194643315,0.0000000000000000,1.0000000000000000,53,212.30989918821380,9027.1622162145500,13173.041530428596
"20_2_3_1","CONTROL","B2P",20260810,COMPLETED,0.27893353727145226,0.45539258842274705,0.035075017767782050,0.0000000000000000,1.0000000000000000,56,225.56993111435270,9058.5711843617080,13198.453569602025
"20_2_3_1","FM","FM0",20260808,COMPLETED,0.24853550172167970,0.73385927843229750,0.011162061704333646,0.024390243902439025,1.0000000000000000,7,112.24489795918367,11290.737310308740,9310.6208791208770
"20_2_3_1","FM","FM0",20260809,COMPLETED,0.33073211714629310,0.67522211001435340,0.015643135275777400,0.20731707317073170,1.0000000000000000,22,112.24489795918367,11085.137100994245,9169.7032967032960
"20_2_3_1","FM","FM0",20260810,COMPLETED,0.21810986643424077,0.74507547867483260,0.0070319041835990555,0.0000000000000000,1.0000000000000000,14,113.44217687074831,11373.596284667714,9207.7930402930380
