Cmax,TEC,TWC
232.25833667738286,10585.239563673450,19194.956705122055
242.38086062464893,11233.996459460275,18590.818476893422
248.40475797661526,10754.810573471686,16721.652000391743
260.31471657763760,10647.850922425354,18514.091794855452
263.56191695573480,10582.843675246137,19231.651253182354
268.70849154679140,10903.268850353441,16269.480994283165
268.70849154679140,10929.432604960197,16168.871902051740
268.70849154679140,10930.965956888944,15673.103247873756
273.01565222142807,10553.146688394798,19171.093391224033
275.11437341627555,10423.752617946968,18498.647957470937
280.91427335731920,10440.039911161040,17519.579840430940
283.95447658096260,10417.739073057330,22542.418361054864
288.79866010786276,10422.294034286806,19787.519190558243
299.01133013484820,10362.815625016938,19945.500907405770
305.80429340513240,10436.324163212346,18302.118266324520
312.69138883841730,10416.004713270940,17993.260310418358
317.74541743909760,10840.509437146731,16605.371616281886
324.16634082451026,10045.743569431095,20054.057010380257
325.11191645387280,10271.370637002343,19514.161337150294
332.08188157216904,10021.731088349690,21836.667550126120
332.13888812579820,9905.9235464157810,21063.388052662332
333.54198416738910,10252.708227064928,18039.869355485600
352.52680156957877,10863.335347800088,16070.947142489964
352.52696421793024,10172.511513214056,19346.379429861852
352.80490894138967,10191.786947288243,19260.594904794950
353.60730104710270,10182.912394806480,19315.084160391852
360.34876599621600,10136.157986135271,19283.972640115957
361.80536013189280,10166.232588725903,17285.676200777416
365.49656486900860,10768.867860670845,16061.424348657070
366.17437960340953,11818.220205753034,14658.582630577377
366.42655320032440,10708.551822724503,16936.288602253582
367.82645318705283,11765.861532314297,15006.639935668020
369.45540838660764,10680.132412351635,17151.514990942243
375.04655463296520,11742.514019420923,14995.468987585330
375.93084644358010,11221.450360747250,15401.347259604572
376.54072742988814,10892.203955552280,15159.202684231830
378.69414466638050,10710.052181939649,16269.996193950945
389.01124447824510,11609.620597018025,14855.134569589129
