cycle,fe,popSize,popND,archSize,popMinCmax,popMaxCmax,popRngCmax,popMinTEC,popMaxTEC,popRngTEC,popMinTWC,popMaxTWC,popRngTWC,archMinCmax,archMaxCmax,archRngCmax,archMinTEC,archMaxTEC,archRngTEC,archMinTWC,archMaxTWC,archRngTWC,rescTotal,rescCmax,rescTec,rescTwc,displaced,teacherSel,cfvfGbestLearn
1,6767,100,43,60,204.85061728847194,481.5867024936959,276.73608520522396,9243.63899124424,12434.81012233,3191.171131085761,12976.716169554886,24883.753092107658,11907.036922552772,204.85061728847194,558.4390613298841,353.5884440414122,9174.958233807818,11602.777688500686,2427.819454692868,12805.715992083906,20843.980063537325,8038.264071453419,0,0,0,0,0,0,0
2,13435,100,50,133,204.85061728847194,489.33417252160314,284.4835552331312,8778.746534721231,11581.939928597876,2803.193393876645,12976.716169554886,20265.45396605422,7288.737796499336,204.85061728847194,454.46984081374984,249.6192235252779,8753.3342475725,11581.261089677188,2827.9268421046872,12805.715992083906,21195.10521341424,8389.389221330335,0,0,0,0,0,0,0
3,20106,100,70,148,204.85061728847194,486.5561280749009,281.705510786429,8762.129287023596,11581.261089677188,2819.131802653592,12976.716169554886,19951.070052867726,6974.3538833128405,204.85061728847194,454.46984081374984,249.6192235252779,8698.018512490744,11581.261089677188,2883.2425771864437,12755.982022976767,18505.63305952536,5749.651036548594,0,0,0,0,0,0,0
4,26781,100,96,197,204.85061728847194,461.16306532992496,256.312448041453,8678.946297284021,11581.261089677188,2902.3147923931665,12976.716169554886,18354.17307714579,5377.456907590906,202.78313354367285,454.46984081374984,251.686707270077,8609.262332939932,10795.483430996785,2186.2210980568525,12755.982022976767,19031.598326868876,6275.6163038921095,0,0,0,0,0,0,0
5,33462,100,88,257,204.85061728847194,485.6574250456299,280.80680775715797,8660.824621594667,11581.261089677188,2920.43646808252,12976.716169554886,19657.48226107601,6680.766091521124,191.66731606831186,446.452795931661,254.78547986334914,8600.559291283487,10795.483430996785,2194.9241397132973,12755.982022976767,19031.598326868876,6275.6163038921095,0,0,0,0,0,0,0
6,40149,100,100,322,204.2877733852357,426.98121367480303,222.69344028956732,8611.470622791063,10795.483430996785,2184.0128082057217,12976.716169554886,18253.869009365102,5277.152839810216,191.66731606831186,446.452795931661,254.78547986334914,8561.289330311263,10865.804726069102,2304.5153957578386,12755.982022976767,19031.598326868876,6275.6163038921095,0,0,0,0,0,0,0
7,46844,100,100,354,200.7217469332707,438.21390379510564,237.49215686183493,8527.133932877743,10476.530147049587,1949.396214171844,12976.716169554886,17976.321622584408,4999.605453029522,188.20261178897923,442.94390262212244,254.7412908331432,8497.786196522264,10865.804726069102,2368.018529546838,12755.982022976767,19031.598326868876,6275.6163038921095,1,0,0,1,1,0,0
8,53549,100,100,369,187.8033777608313,438.21390379510564,250.41052603427434,8527.133932877743,10575.659342934556,2048.5254100568127,12976.716169554886,17976.321622584408,4999.605453029522,187.5058332909516,439.78704789017473,252.28121459922312,8497.786196522264,10795.483430996785,2297.697234474521,12755.982022976767,19031.598326868876,6275.6163038921095,0,0,0,0,0,0,0
9,60264,100,100,386,186.91498340191535,438.21390379510564,251.2989203931903,8527.133932877743,10642.956949888026,2115.8230170102834,12976.716169554886,17452.168491350763,4475.452321795878,183.71388801923348,439.78704789017473,256.07315987094125,8497.786196522264,10795.483430996785,2297.697234474521,12755.982022976767,19031.598326868876,6275.6163038921095,2,1,0,1,1,0,0
10,66991,100,100,403,185.98240304364717,438.21390379510564,252.23150075145847,8527.133932877743,10951.303448458308,2424.1695155805646,12976.716169554886,17006.35986438114,4029.6436948262526,180.0883259367706,439.78704789017473,259.6987219534042,8497.786196522264,10808.207173699602,2310.4209771773385,12755.982022976767,19031.598326868876,6275.6163038921095,2,1,0,1,1,0,0
