cycle,fe,popSize,popND,archSize,popMinCmax,popMaxCmax,popRngCmax,popMinTEC,popMaxTEC,popRngTEC,popMinTWC,popMaxTWC,popRngTWC,archMinCmax,archMaxCmax,archRngCmax,archMinTEC,archMaxTEC,archRngTEC,archMinTWC,archMaxTWC,archRngTWC,rescTotal,rescCmax,rescTec,rescTwc,displaced,teacherSel,cfvfGbestLearn
1,6767,100,35,101,220.12891249322908,512.7844764845682,292.65556399133914,9167.69179793957,12402.615564167943,3234.923766228374,13345.31576488489,21842.785108455388,8497.469343570498,220.12891249322908,593.1719264103923,373.0430139171632,8902.129642393695,11610.613336788494,2708.4836943947994,13162.819593056925,21918.140058482255,8755.32046542533,0,0,0,0,0,0,0
2,13435,100,35,121,212.03807119424334,509.4599623064013,297.42189111215794,8753.38165935172,11263.134375624519,2509.7527162727984,13126.967678917626,21688.90597526153,8561.938296343902,212.03807119424334,498.86018008005897,286.8221088858156,8632.391473922795,11610.613336788494,2978.221862865699,12886.911266631818,21472.393546147177,8585.48227951536,0,0,0,0,0,0,0
3,20106,100,53,142,202.86784966322364,477.71686353524194,274.8490138720183,8753.38165935172,10636.031000756671,1882.649341404951,12942.112509372335,20316.697142318695,7374.58463294636,202.86784966322364,465.83637287421476,262.9685232109911,8632.391473922795,11610.613336788494,2978.221862865699,12818.665092378933,20501.871169952523,7683.20607757359,0,0,0,0,0,0,0
4,26781,100,73,175,202.86784966322364,471.1795006670207,268.31165100379707,8753.38165935172,11082.237630634185,2328.8559712824645,12845.137050177995,20316.697142318695,7471.5600921407,202.86784966322364,465.83637287421476,262.9685232109911,8632.391473922795,10905.821808209894,2273.430334287099,12818.665092378933,19849.767473244803,7031.10238086587,0,0,0,0,0,0,0
5,33462,100,79,243,197.5536824004245,454.824182854849,257.27050045442456,8753.38165935172,11082.237630634185,2328.8559712824645,12806.65182977222,19135.054503094514,6328.4026733222945,197.5536824004245,472.8834958785817,275.32981347815723,8585.10537770433,10932.757672416716,2347.652294712385,12613.344947549587,19849.767473244803,7236.422525695216,0,0,0,0,0,0,0
6,40149,100,85,283,197.5536824004245,423.1402034209124,225.58652102048794,8704.649103040028,10425.041332187215,1720.3922291471863,12790.605670069168,19135.054503094514,6344.448833025346,197.5536824004245,469.6351847478776,272.0815023474531,8555.008381354506,10607.538067068352,2052.5296857138455,12613.344947549587,19849.767473244803,7236.422525695216,0,0,0,0,0,0,0
7,46844,100,100,322,197.5536824004245,491.71806138014585,294.1643789797214,8541.371854334122,10328.003004046408,1786.631149712286,12769.804460201927,19135.054503094514,6365.250042892587,197.5536824004245,469.6351847478776,272.0815023474531,8532.79439090193,10607.538067068352,2074.743676166421,12613.344947549587,19849.767473244803,7236.422525695216,0,0,0,0,0,0,0
8,53549,100,100,347,192.08852595961747,434.06445128702916,241.9759253274117,8511.840090881524,10836.618364990089,2324.778274108565,12761.416841588998,19135.054503094514,6373.637661505516,192.08852595961747,440.81409527418,248.7255693145625,8491.90769595858,10836.618364990089,2344.7106690315086,12613.344947549587,19849.767473244803,7236.422525695216,1,1,0,0,1,0,0
9,60264,100,100,369,192.08852595961747,434.06445128702916,241.9759253274117,8506.503270932393,10836.618364990089,2330.1150940576954,12761.416841588998,17581.947137897125,4820.530296308127,192.08852595961747,445.30257916224184,253.21405320262437,8465.869436060193,10836.618364990089,2370.7489289298956,12613.344947549587,19849.767473244803,7236.422525695216,1,1,0,0,1,0,0
10,66991,100,100,393,192.08852595961747,460.1657725309335,268.07724657131604,8467.99615099975,10836.618364990089,2368.6222139903384,12761.416841588998,19389.28471693291,6627.867875343913,192.08852595961747,442.35455707787236,250.2660311182549,8437.422422774438,10836.618364990089,2399.1959422156506,12613.344947549587,20077.144149319945,7463.799201770358,1,1,0,0,0,0,0
11,73732,100,100,419,192.08852595961747,460.1657725309335,268.07724657131604,8467.99615099975,10836.618364990089,2368.6222139903384,12761.416841588998,17410.12968496086,4648.712843371861,192.08852595961747,453.77022124916044,261.681695289543,8419.274825147313,10836.618364990089,2417.3435398427755,12613.344947549587,20077.144149319945,7463.799201770358,1,1,0,0,1,0,0
12,80488,100,100,401,189.17425032982658,460.1657725309335,270.99152220110693,8467.99615099975,11229.470347100229,2761.4741961004784,12761.416841588998,17630.941824421345,4869.524982832347,189.17425032982658,453.77022124916044,264.59597091933387,8419.274825147313,11229.470347100229,2810.1955219529154,12613.344947549587,20077.144149319945,7463.799201770358,2,1,1,0,2,0,0
13,87260,100,100,410,189.17425032982658,450.879502974659,261.7052526448324,8419.009079845262,11229.470347100229,2810.4612672549665,12761.416841588998,17630.941824421345,4869.524982832347,189.17425032982658,442.3750002733383,253.2007499435117,8407.688618844371,11229.470347100229,2821.781728255857,12596.811773065338,20077.144149319945,7480.332376254608,1,1,0,0,1,0,0
14,94049,100,100,416,189.17425032982658,450.879502974659,261.7052526448324,8419.009079845262,11229.470347100229,2810.4612672549665,12761.416841588998,17758.743316661796,4997.326475072798,189.17425032982658,458.2889852976997,269.1147349678731,8403.772166224346,11229.470347100229,2825.698180875883,12596.811773065338,20077.144149319945,7480.332376254608,1,1,0,0,0,0,0
15,100858,100,100,431,189.17425032982658,450.879502974659,261.7052526448324,8419.009079845262,11229.470347100229,2810.4612672549665,12582.05113409656,17630.941824421345,5048.890690324784,189.17425032982658,458.2889852976997,269.1147349678731,8403.772166224346,11229.470347100229,2825.698180875883,12577.30876258593,20077.144149319945,7499.835386734016,2,1,1,0,2,0,0
