cycle,fe,popSize,popND,archSize,popMinCmax,popMaxCmax,popRngCmax,popMinTEC,popMaxTEC,popRngTEC,popMinTWC,popMaxTWC,popRngTWC,archMinCmax,archMaxCmax,archRngCmax,archMinTEC,archMaxTEC,archRngTEC,archMinTWC,archMaxTWC,archRngTWC,rescTotal,rescCmax,rescTec,rescTwc,displaced,teacherSel,cfvfGbestLearn
1,6767,100,43,60,204.85061728847194,481.5867024936959,276.73608520522396,9243.63899124424,12434.81012233,3191.171131085761,12976.716169554886,24883.753092107658,11907.036922552772,204.85061728847194,558.4390613298841,353.5884440414122,9174.958233807818,11602.777688500686,2427.819454692868,12805.715992083906,20843.980063537325,8038.264071453419,0,0,0,0,0,0,0
2,13435,100,47,130,192.26247254271422,473.5220569631853,281.2595844204711,8945.127322952821,11602.777688500686,2657.6503655478646,12864.527338371485,19649.799562734886,6785.272224363402,192.26247254271422,475.24209544971194,282.97962290699775,8828.888062890956,11127.293919147432,2298.405856256477,12747.62803180197,18935.86198673374,6188.233954931769,0,0,0,0,0,0,0
3,20106,100,69,173,192.26247254271422,447.03647549485174,254.77400295213752,8945.127322952821,11127.293919147432,2182.166596194611,12692.050544165737,19649.799562734886,6957.7490185691495,192.26247254271422,441.8870423186847,249.62456977597046,8697.127721622925,11127.293919147432,2430.166197524508,12623.084266399552,19751.38737130818,7128.303104908629,0,0,0,0,0,0,0
4,26781,100,78,174,181.20627392968316,452.11317080931184,270.9068968796287,8739.869813526164,10711.252395308808,1971.3825817826437,12653.302395759234,20663.42379513959,8010.121399380358,181.20627392968316,456.7658333386705,275.55955940898735,8697.127721622925,10888.442812685586,2191.315091062661,12601.185146992308,19751.38737130818,7150.2022243158735,0,0,0,0,0,0,0
5,33462,100,99,234,181.20627392968316,440.85095167899084,259.6446777493077,8700.701291892206,10711.252395308808,2010.551103416601,12649.271537453033,18250.136798164705,5600.865260711673,181.20627392968316,426.64557554729777,245.4393016176146,8609.591992682626,10747.585461648488,2137.993468965862,12583.433400594897,19751.38737130818,7167.953970713284,0,0,0,0,0,0,0
6,40149,100,100,261,181.20627392968316,419.7270766904058,238.52080276072263,8632.810350574728,10671.950417778478,2039.1400672037507,12611.618548455393,18328.967594903148,5717.3490464477545,181.20627392968316,428.96936218486957,247.7630882551864,8595.762465553838,10812.200709887686,2216.4382443338473,12554.601026422944,20147.296510654818,7592.695484231874,0,0,0,0,0,0,0
7,46844,100,100,237,181.20627392968316,419.7270766904058,238.52080276072263,8613.059204767065,10671.950417778478,2058.891213011413,12606.30021518322,18328.967594903148,5722.667379719927,181.20627392968316,423.9263452268717,242.72007129718855,8581.702796838379,10812.200709887686,2230.4979130493066,12554.601026422944,19977.198854805294,7422.59782838235,0,0,0,0,0,0,0
8,53549,100,100,257,196.21043238150173,419.7270766904058,223.51664430890406,8613.059204767065,10484.915435089075,1871.8562303220097,12606.30021518322,17132.957461693062,4526.657246509842,181.20627392968316,420.0258383188106,238.81956438912744,8581.702796838379,10812.200709887686,2230.4979130493066,12554.601026422944,19977.198854805294,7422.59782838235,0,0,0,0,0,0,0
9,60264,100,100,261,189.9094547131788,419.7270766904058,229.817621977227,8613.059204767065,10484.915435089075,1871.8562303220097,12606.30021518322,17377.11492808199,4770.8147128987675,181.20627392968316,420.28851745126894,239.08224352158578,8560.269234157257,10926.404659466749,2366.1354253094923,12554.601026422944,19977.198854805294,7422.59782838235,0,0,0,0,0,0,0
10,66991,100,100,288,189.9094547131788,419.7270766904058,229.817621977227,8614.234157234689,10484.915435089075,1870.6812778543863,12606.30021518322,17377.11492808199,4770.8147128987675,180.8722288613885,422.92730032604624,242.05507146465774,8539.444750935221,11031.968823752128,2492.5240728169065,12552.347514789793,19977.198854805294,7424.851340015501,0,0,0,0,0,0,0
11,73732,100,100,307,185.89068045420018,419.7270766904058,233.83639623620562,8588.674826495793,10544.295645412569,1955.6208189167755,12606.30021518322,18824.47573623023,6218.175521047009,180.8722288613885,422.92730032604624,242.05507146465774,8534.315086552671,11022.443032590641,2488.12794603797,12552.347514789793,19977.198854805294,7424.851340015501,0,0,0,0,0,0,0
12,80488,100,100,319,185.89068045420018,419.7270766904058,233.83639623620562,8562.705250804585,10494.172414386838,1931.4671635822524,12606.30021518322,18749.413841746715,6143.113626563494,180.8722288613885,422.92730032604624,242.05507146465774,8534.315086552671,11022.443032590641,2488.12794603797,12552.347514789793,19977.198854805294,7424.851340015501,0,0,0,0,0,0,0
13,87260,100,100,332,185.89068045420018,419.7270766904058,233.83639623620562,8555.502681342687,10494.172414386838,1938.6697330441511,12593.8928200724,19375.337335670425,6781.444515598025,180.8722288613885,438.1524663470613,257.28023748567284,8493.884951202896,11022.443032590641,2528.558081387746,12552.347514789793,19464.435415078642,6912.087900288849,0,0,0,0,0,0,0
14,94049,100,100,353,185.89068045420018,390.06253458784454,204.17185413364436,8551.041537390014,10721.351971788605,2170.3104343985906,12593.8928200724,18286.526230675736,5692.6334106033355,180.8722288613885,438.1524663470613,257.28023748567284,8493.884951202896,11022.443032590641,2528.558081387746,12552.347514789793,19625.067765638305,7072.720250848512,0,0,0,0,0,0,0
15,100858,100,100,365,189.9094547131788,392.7797271795739,202.8702724663951,8532.068031538041,10396.798537356968,1864.7305058189268,12593.8928200724,18286.526230675736,5692.6334106033355,180.6826587323139,438.1524663470613,257.4698076147474,8493.884951202896,11022.443032590641,2528.558081387746,12552.347514789793,19464.435415078642,6912.087900288849,0,0,0,0,0,0,0
16,107687,100,100,378,189.9094547131788,395.7597519120109,205.85029719883212,8524.57379884396,10396.798537356968,1872.2247385130086,12593.8928200724,18641.35974607223,6047.46692599983,180.6826587323139,438.1524663470613,257.4698076147474,8493.884951202896,11022.443032590641,2528.558081387746,12552.347514789793,21115.270390298083,8562.92287550829,0,0,0,0,0,0,0
17,114539,100,100,387,182.91147939769814,395.7597519120109,212.84827251431278,8524.57379884396,10565.428355709331,2040.8545568653717,12593.8928200724,18641.35974607223,6047.46692599983,180.6826587323139,438.1524663470613,257.4698076147474,8493.884951202896,11022.443032590641,2528.558081387746,12552.347514789793,19464.435415078642,6912.087900288849,0,0,0,0,0,0,0
18,121415,100,100,397,181.20627392968316,395.7597519120109,214.55347798232776,8524.57379884396,10532.231177561378,2007.6573787174184,12593.8928200724,18139.44101929228,5545.54819921988,180.6826587323139,438.1524663470613,257.4698076147474,8493.884951202896,11022.443032590641,2528.558081387746,12552.347514789793,19464.435415078642,6912.087900288849,0,0,0,0,0,0,0
19,128316,100,100,395,181.20627392968316,395.7597519120109,214.55347798232776,8524.57379884396,10532.231177561378,2007.6573787174184,12593.8928200724,17950.972761877754,5357.079941805354,180.6826587323139,438.1524663470613,257.4698076147474,8488.097275476117,11022.443032590641,2534.3457571145245,12552.347514789793,19464.435415078642,6912.087900288849,0,0,0,0,0,0,0
20,135245,100,100,402,189.9094547131788,395.7597519120109,205.85029719883212,8524.57379884396,10396.798537356968,1872.2247385130086,12593.8928200724,17767.052262214573,5173.159442142172,180.6826587323139,422.0541527392209,241.371494006907,8451.204589189823,11022.443032590641,2571.238443400818,12511.183692878876,19464.435415078642,6953.251722199766,0,0,0,0,0,0,0
21,142203,100,100,411,189.9094547131788,395.7597519120109,205.85029719883212,8524.57379884396,10396.798537356968,1872.2247385130086,12593.8928200724,17940.684233642794,5346.791413570394,180.6826587323139,422.0541527392209,241.371494006907,8451.204589189823,11022.443032590641,2571.238443400818,12477.950716612491,19464.435415078642,6986.484698466151,0,0,0,0,0,0,0
22,149192,100,95,406,189.9094547131788,395.7597519120109,205.85029719883212,8524.57379884396,11133.162421414216,2608.588622570256,12533.740121747906,19706.966907071954,7173.226785324048,180.6826587323139,422.0541527392209,241.371494006907,8451.204589189823,11022.443032590641,2571.238443400818,12477.950716612491,19464.435415078642,6986.484698466151,0,0,0,0,0,0,0
