cycle,fe,popSize,popND,archSize,popMinCmax,popMaxCmax,popRngCmax,popMinTEC,popMaxTEC,popRngTEC,popMinTWC,popMaxTWC,popRngTWC,archMinCmax,archMaxCmax,archRngCmax,archMinTEC,archMaxTEC,archRngTEC,archMinTWC,archMaxTWC,archRngTWC,rescTotal,rescCmax,rescTec,rescTwc,displaced,teacherSel,cfvfGbestLearn
1,6767,100,37,55,209.60290765755803,490.4751895075026,280.87228184994456,10128.257345859365,11828.933804423274,1700.6764585639085,13663.146260542928,21821.161494362634,8158.015233819706,209.60290765755803,428.1797593484284,218.57685169087034,9449.541953156671,11675.397253532155,2225.855300375484,13023.125336664627,21038.064172313723,8014.938835649096,0,0,0,0,0,0,0
2,13435,100,39,100,202.77057920910357,475.02240996895534,272.25183075985177,8908.80887000698,11803.011013364981,2894.202143358001,13292.270444140253,20283.373890637078,6991.103446496825,202.77057920910357,446.12539879975736,243.3548195906538,8908.80887000698,11597.954748961309,2689.1458789543285,12877.465234131676,19732.175455020206,6854.71022088853,0,0,0,0,0,0,0
3,20106,100,80,199,193.98146005438218,445.70152510574525,251.72006505136306,8861.097529450353,12048.975475674286,3187.8779462239327,13292.270444140253,20374.725732449075,7082.455288308822,193.98146005438218,432.54433469747795,238.56287464309577,8689.310426872988,11292.71886762809,2603.4084407551018,12877.465234131676,19142.07093430744,6264.605700175765,0,0,0,0,0,0,0
4,26781,100,100,222,192.38101918024273,451.060648600474,258.67962942023127,8697.020278623026,11218.732149080704,2521.7118704576787,13272.163244388874,19720.271612797107,6448.108368408233,192.38101918024273,463.55456238090323,271.1735432006605,8648.86643524912,11321.772555404901,2672.9061201557815,12824.356206540735,19720.271612797107,6895.915406256372,0,0,0,0,0,0,0
5,33462,100,87,251,192.38101918024273,451.060648600474,258.67962942023127,8697.020278623026,11167.758214081638,2470.737935458612,13272.163244388874,19720.271612797107,6448.108368408233,192.38101918024273,441.78359419345543,249.4025750132127,8638.030398750965,11321.772555404901,2683.742156653936,12824.356206540735,19720.271612797107,6895.915406256372,0,0,0,0,0,0,0
6,40149,100,77,280,192.38101918024273,472.8193521596769,280.43833297943416,8680.065928771943,11167.758214081638,2487.692285309695,13155.702038635842,19720.271612797107,6564.569574161265,192.38101918024273,441.78359419345543,249.4025750132127,8638.030398750965,11332.48228156521,2694.4518828142445,12824.356206540735,19720.271612797107,6895.915406256372,0,0,0,0,0,0,0
7,46844,100,91,322,192.38101918024273,453.00972438651013,260.6287052062674,8680.065928771943,11145.824420598208,2465.7584918262655,13155.702038635842,19006.692198630146,5850.990159994304,192.38101918024273,428.285884757473,235.90486557723028,8562.243146893918,11360.264785576119,2798.0216386822012,12824.356206540735,19720.271612797107,6895.915406256372,0,0,0,0,0,0,0
8,53549,100,99,310,191.8341068170306,453.00972438651013,261.1756175694795,8575.89484833327,11145.824420598208,2569.9295722649385,13112.21974326394,18979.299447836067,5867.0797045721265,191.8341068170306,435.2624470089282,243.42834019189758,8562.243146893918,11318.479306259214,2756.2361593652968,12824.356206540735,19720.271612797107,6895.915406256372,0,0,0,0,0,0,0
9,60264,100,100,337,186.4319139739639,457.0488959576483,270.6169819836844,8554.008021915359,11381.145968817094,2827.1379469017356,13112.21974326394,17946.645728565545,4834.425985301605,186.4319139739639,462.304713636609,275.8727996626451,8544.03865140914,11381.145968817094,2837.107317407954,12824.356206540735,19014.078558889123,6189.722352348388,2,1,0,1,2,0,0
10,66991,100,100,276,186.4319139739639,432.83570794403266,246.40379397006876,8554.008021915359,11381.145968817094,2827.1379469017356,13112.21974326394,19012.489726835804,5900.269983571863,186.4319139739639,417.87313008027763,231.44121610631373,8465.64037426416,11469.40898476456,3003.7686105003995,12824.356206540735,19014.078558889123,6189.722352348388,2,1,0,1,2,0,0
