id,cycle,fe,role,fp,cmax,tec,twc,q,p,score,origRank,slot,lineage,dFp,dCmax,dTEC,dTWC,dq,dp,dScore,dOrigRank
10,14,94049,TEC,"[10, 12, 18, 7, 15, 9, 6, 16, 11, 2, 13, 3, 14, 1, 4, 0, 8, 17, 5, 19]|[0, 2, 0, 0, 2, 0, 2, 1, 1, 0, 0, 2, 1, 0, 2, 0, 0, 0, 1, 1]|[3, 0, 3, 3, 0, 3, 0, 1, 1, 3, 3, 0, 1, 3, 1, 3, 3, 3, 1, 1]|[0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 2, 0, 1, 0, 1, 2, 0, 2, 1, 1]",382.62146827077595,8554.008021915359,15851.296021524633,0,7,0.125,103,1,743,,NaN,NaN,NaN,0,0,NaN,-1
11,15,100858,CMAX,"[4, 13, 18, 5, 12, 6, 11, 3, 8, 17, 14, 19, 10, 15, 16, 1, 9, 7, 0, 2]|[1, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 2, 2, 2, 1, 0, 1, 1, 1, 1]|[1, 0, 3, 0, 0, 0, 2, 0, 1, 1, 2, 1, 1, 0, 1, 2, 0, 0, 0, 1]|[1, 0, 0, 0, 0, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 2, 0, 0, 0, 1]",186.4319139739639,11381.145968817094,16982.587622338327,0,11,0.08333333333333333,100,0,688,"[10, 12, 18, 7, 15, 9, 6, 16, 11, 2, 13, 3, 14, 1, 4, 0, 8, 19, 17, 5]|[0, 2, 0, 0, 2, 0, 2, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0, 1, 2, 1]|[3, 0, 3, 3, 0, 3, 0, 1, 1, 3, 3, 0, 1, 3, 1, 3, 3, 1, 1, 1]|[0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1]",326.94106042506036,8637.586817527626,17968.90767287997,0,11,0.08333333333333333,99
12,16,107687,CMAX,"[4, 13, 18, 5, 12, 6, 11, 3, 8, 17, 14, 19, 10, 15, 16, 1, 9, 7, 0, 2]|[1, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 2, 2, 2, 1, 0, 1, 1, 1, 1]|[1, 0, 3, 0, 0, 0, 2, 0, 1, 1, 2, 1, 1, 0, 1, 2, 0, 0, 0, 1]|[1, 0, 0, 0, 0, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 2, 0, 0, 0, 1]",186.4319139739639,11381.145968817094,16982.587622338327,0,2,0.3333333333333333,102,0,688,"[16, 5, 0, 1, 17, 8, 3, 11, 13, 6, 18, 19, 4, 12, 10, 9, 14, 15, 7, 2]|[1, 2, 0, 0, 1, 2, 0, 0, 0, 2, 0, 2, 1, 2, 1, 1, 0, 1, 2, 1]|[1, 0, 2, 3, 1, 1, 3, 2, 0, 0, 3, 1, 1, 0, 0, 0, 2, 0, 0, 1]|[1, 1, 0, 2, 1, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 1]",190.71057079357408,11129.473448683642,15723.516277551329,0,9,0.1,99
13,17,114539,CMAX,"[4, 13, 18, 5, 12, 6, 11, 3, 8, 17, 14, 19, 10, 15, 16, 1, 9, 7, 0, 2]|[1, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 2, 2, 2, 1, 0, 1, 1, 1, 1]|[1, 0, 3, 0, 0, 0, 2, 0, 1, 1, 2, 1, 1, 0, 1, 2, 0, 0, 0, 1]|[1, 0, 0, 0, 0, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 2, 0, 0, 0, 1]",186.4319139739639,11381.145968817094,16982.587622338327,0,4,0.2,118,0,688,"[16, 10, 12, 4, 19, 18, 6, 13, 11, 3, 8, 17, 14, 0, 5, 15, 1, 9, 7, 2]|[1, 1, 2, 1, 2, 0, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 0, 1, 1, 1]|[1, 0, 0, 1, 1, 3, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 2, 1, 0, 1]|[1, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 2, 1, 0, 1]",206.03724986442194,11017.950232653939,14595.966309693797,0,14,0.06666666666666667,99
14,17,114539,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,8,0.1111111111111111,114,2,922,,NaN,NaN,NaN,0,0,NaN,-1
15,21,142203,CMAX,"[19, 10, 18, 8, 12, 14, 11, 3, 6, 4, 13, 0, 5, 16, 17, 7, 15, 1, 2, 9]|[2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1]|[1, 1, 3, 0, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1]|[1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1]",177.07051449710207,11152.67934018344,15750.631346802365,0,3,0.25,109,0,1124,"[10, 12, 0, 7, 15, 9, 6, 19, 11, 2, 13, 14, 4, 8, 5, 3, 1, 16, 17, 18]|[0, 2, 0, 0, 2, 0, 2, 1, 2, 0, 0, 0, 2, 0, 1, 2, 0, 1, 0, 1]|[3, 0, 0, 3, 0, 3, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 2, 1, 3, 1]|[0, 0, 2, 0, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 2, 1, 0, 1]",306.9398692973875,10212.328818092521,14806.207888391778,0,12,0.07692307692307693,99
16,22,149192,CMAX,"[19, 10, 18, 8, 12, 14, 11, 3, 6, 4, 13, 0, 5, 16, 17, 7, 15, 1, 2, 9]|[2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1]|[1, 1, 3, 0, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1]|[1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1]",177.07051449710207,11152.67934018344,15750.631346802365,0,3,0.25,116,0,1124,"[10, 12, 4, 19, 18, 6, 14, 11, 3, 8, 2, 13, 0, 5, 16, 17, 15, 9, 1, 7]|[2, 1, 1, 2, 0, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 0, 1]|[0, 1, 1, 1, 3, 0, 0, 2, 3, 0, 1, 0, 2, 0, 0, 1, 1, 1, 2, 0]|[1, 1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 2, 0]",196.15504407974356,10872.468895270104,15241.127851159948,0,10,0.09090909090909091,98
17,22,149192,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,6,0.14285714285714285,107,2,1022,"[10, 12, 4, 19, 18, 6, 14, 11, 3, 8, 2, 13, 0, 5, 16, 17, 15, 9, 1, 7]|[2, 1, 1, 2, 0, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 0, 1]|[0, 1, 1, 1, 3, 0, 0, 2, 3, 0, 1, 0, 2, 0, 0, 1, 1, 1, 2, 0]|[1, 1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 2, 0]",196.15504407974356,10872.468895270104,15241.127851159948,0,10,0.09090909090909091,98
18,23,156214,CMAX,"[19, 10, 18, 8, 12, 14, 11, 3, 6, 4, 13, 0, 5, 16, 17, 7, 15, 1, 2, 9]|[2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1]|[1, 1, 3, 0, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1]|[1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1]",177.07051449710207,11152.67934018344,15750.631346802365,0,0,1,128,0,1124,"[11, 10, 18, 7, 15, 9, 6, 16, 12, 2, 13, 3, 14, 19, 0, 5, 4, 8, 1, 17]|[0, 0, 0, 0, 2, 0, 2, 1, 2, 0, 1, 1, 1, 2, 0, 1, 2, 2, 1, 2]|[3, 3, 3, 3, 0, 3, 0, 1, 0, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]|[0, 0, 2, 0, 0, 2, 1, 1, 0, 0, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1]",267.8280701160905,9337.850323453535,19393.689254762598,0,9,0.1,98
19,23,156214,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,8,0.1111111111111111,116,2,1022,"[10, 12, 4, 19, 18, 8, 14, 11, 3, 6, 2, 13, 0, 5, 15, 17, 16, 1, 9, 7]|[2, 2, 1, 2, 0, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 0, 1, 1]|[0, 0, 1, 1, 3, 0, 0, 2, 3, 1, 1, 2, 2, 0, 1, 1, 0, 2, 1, 0]|[1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 1, 1, 0, 2, 1, 0]",194.35632828109195,10995.391381969512,15019.884462558506,0,9,0.1,99
20,24,163271,CMAX,"[19, 10, 18, 8, 12, 14, 11, 3, 6, 4, 13, 0, 5, 16, 17, 7, 15, 1, 2, 9]|[2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1]|[1, 1, 3, 0, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1]|[1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1]",177.07051449710207,11152.67934018344,15750.631346802365,0,12,0.07692307692307693,107,0,1124,"[10, 12, 4, 19, 18, 6, 14, 11, 3, 0, 17, 8, 15, 5, 13, 2, 9, 16, 7, 1]|[2, 2, 1, 2, 0, 2, 0, 0, 2, 0, 1, 0, 1, 2, 0, 1, 1, 1, 1, 0]|[0, 0, 1, 1, 3, 0, 0, 2, 1, 2, 1, 3, 1, 0, 2, 1, 1, 0, 0, 2]|[1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 1, 0, 1, 1, 2, 1, 1, 0, 0, 2]",186.9280274298424,11010.548297377434,15481.03168464589,0,16,0.058823529411764705,98
21,24,163271,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,15,0.0625,100,2,1022,"[10, 11, 18, 12, 15, 9, 6, 16, 7, 2, 13, 14, 3, 8, 4, 17, 1, 0, 19, 5]|[0, 2, 0, 0, 2, 0, 2, 1, 1, 0, 0, 2, 1, 0, 2, 1, 0, 0, 1, 1]|[3, 0, 0, 3, 0, 3, 0, 1, 1, 3, 3, 0, 1, 3, 1, 1, 3, 2, 1, 1]|[0, 1, 2, 0, 0, 2, 1, 0, 1, 0, 2, 0, 1, 0, 0, 1, 0, 2, 1, 1]",300.89244288093573,9379.751113708899,15866.004969269452,0,16,0.058823529411764705,99
22,25,170366,CMAX,"[19, 10, 18, 8, 12, 14, 11, 3, 6, 4, 13, 0, 5, 16, 17, 7, 15, 1, 2, 9]|[2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1]|[1, 1, 3, 0, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1]|[1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1]",177.07051449710207,11152.67934018344,15750.631346802365,0,2,0.3333333333333333,116,0,1124,,NaN,NaN,NaN,0,0,NaN,-1
23,26,177500,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,8,0.1111111111111111,106,2,1310,"[10, 12, 18, 7, 15, 9, 6, 16, 17, 2, 13, 3, 14, 5, 4, 1, 19, 0, 8, 11]|[0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 2, 1, 1, 2, 0, 2, 0, 0, 2]|[3, 3, 0, 0, 0, 3, 0, 1, 3, 1, 3, 0, 1, 1, 1, 3, 1, 3, 3, 1]|[0, 0, 2, 2, 0, 2, 1, 1, 2, 1, 2, 0, 1, 1, 0, 0, 1, 2, 0, 1]",341.226486400301,9468.585288614944,13152.933977027815,0,16,0.058823529411764705,99
24,27,184676,CMAX,"[19, 10, 18, 8, 12, 14, 11, 3, 6, 4, 13, 0, 5, 16, 17, 7, 15, 1, 2, 9]|[2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1]|[1, 1, 3, 0, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1]|[1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1]",177.07051449710207,11152.67934018344,15750.631346802365,0,13,0.07142857142857142,108,0,1348,"[10, 18, 8, 19, 12, 4, 11, 3, 13, 6, 0, 14, 5, 17, 16, 9, 1, 7, 15, 2]|[2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 0, 2, 1, 1, 1, 0, 1, 1, 1]|[1, 3, 1, 0, 0, 1, 2, 3, 2, 1, 2, 0, 0, 1, 0, 1, 2, 0, 1, 1]|[1, 0, 0, 1, 0, 1, 2, 0, 2, 0, 0, 1, 1, 1, 0, 1, 2, 0, 1, 1]",194.35632828109195,10959.828364610103,15567.79755276129,0,15,0.0625,98
25,27,184676,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,10,0.09090909090909091,115,2,1310,"[10, 18, 8, 19, 12, 4, 11, 3, 13, 6, 0, 14, 5, 17, 16, 9, 1, 7, 15, 2]|[2, 0, 2, 2, 2, 1, 0, 0, 0, 2, 0, 0, 2, 1, 1, 1, 0, 1, 1, 1]|[1, 3, 1, 0, 0, 1, 2, 3, 2, 1, 2, 0, 0, 1, 0, 1, 2, 0, 1, 1]|[1, 0, 0, 1, 0, 1, 2, 0, 2, 0, 0, 1, 1, 1, 0, 1, 2, 0, 1, 1]",194.35632828109195,10959.828364610103,15567.79755276129,0,15,0.0625,98
26,29,199163,CMAX,"[19, 10, 18, 8, 12, 14, 11, 3, 6, 4, 13, 0, 5, 16, 17, 7, 15, 2, 9, 1]|[2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 1, 1, 2]|[1, 1, 3, 0, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1]|[1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1]",177.07051449710207,11152.67934018344,15750.631346802365,0,12,0.07692307692307693,105,0,1454,"[10, 12, 0, 7, 15, 9, 6, 19, 14, 2, 13, 17, 1, 8, 5, 4, 3, 11, 16, 18]|[0, 2, 0, 0, 2, 0, 2, 1, 1, 0, 0, 2, 1, 0, 1, 2, 0, 1, 1, 0]|[3, 0, 3, 3, 0, 3, 0, 1, 1, 3, 3, 0, 1, 3, 1, 0, 3, 1, 1, 3]|[0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 2, 0, 1, 0, 1, 1, 2, 1, 1, 2]",341.03399938709856,8481.540497178867,17271.175579202085,0,16,0.058823529411764705,98
27,29,199163,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,12,0.07692307692307693,111,2,1403,"[19, 10, 11, 0, 7, 15, 6, 13, 12, 4, 8, 2, 3, 5, 16, 17, 18, 1, 9, 14]|[2, 2, 2, 0, 2, 1, 0, 0, 2, 1, 2, 0, 0, 2, 1, 1, 0, 0, 1, 0]|[0, 0, 1, 3, 0, 1, 0, 0, 0, 1, 1, 2, 2, 0, 1, 1, 3, 3, 1, 2]|[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 2]",248.07612163622412,10412.367283812804,17097.11663840183,0,16,0.058823529411764705,99
28,30,206480,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,3,0.25,109,2,1403,"[10, 12, 18, 7, 15, 9, 6, 19, 11, 2, 13, 16, 14, 1, 4, 5, 17, 8, 3, 0]|[0, 2, 0, 0, 2, 0, 2, 1, 2, 0, 0, 1, 1, 0, 2, 1, 0, 0, 2, 0]|[3, 0, 2, 3, 0, 3, 0, 1, 0, 3, 3, 1, 1, 3, 0, 1, 3, 3, 0, 3]|[0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 2, 1, 1, 0, 1, 1, 2, 0, 1, 0]",340.994687429842,8833.163116775404,15139.952706250784,0,13,0.07142857142857142,99
29,31,213849,TEC,"[10, 12, 0, 7, 15, 9, 6, 19, 14, 2, 11, 5, 13, 8, 17, 4, 18, 1, 16, 3]|[0, 2, 0, 0, 2, 0, 2, 1, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 0]|[3, 0, 3, 3, 0, 3, 0, 1, 1, 3, 3, 1, 3, 3, 0, 0, 3, 3, 1, 3]|[0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 2]",428.9970094657321,8366.980014929064,14063.755739337099,0,9,0.1,108,1,1526,,NaN,NaN,NaN,0,0,NaN,-1
30,31,213849,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,11,0.08333333333333333,102,2,1403,,NaN,NaN,NaN,0,0,NaN,-1
31,32,221274,TEC,"[10, 12, 0, 7, 15, 9, 6, 19, 14, 2, 11, 5, 13, 8, 17, 4, 18, 1, 16, 3]|[0, 2, 0, 0, 2, 0, 2, 1, 1, 0, 0, 1, 0, 0, 2, 2, 0, 0, 1, 0]|[3, 0, 3, 3, 0, 3, 0, 1, 1, 3, 3, 1, 3, 3, 0, 0, 3, 3, 1, 3]|[0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 2]",428.9970094657321,8366.980014929064,14063.755739337099,0,13,0.07142857142857142,106,1,1567,"[19, 10, 18, 8, 12, 14, 11, 0, 6, 4, 13, 3, 5, 16, 17, 7, 15, 2, 9, 1]|[2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 1, 1, 2]|[1, 1, 3, 0, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1]|[1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1]",177.14423232191706,11143.654231693465,15753.786243981074,0,14,0.06666666666666667,98
32,32,221274,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,5,0.16666666666666666,125,2,1403,"[19, 10, 18, 8, 12, 14, 11, 0, 6, 4, 13, 3, 5, 16, 17, 7, 15, 2, 9, 1]|[2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 0, 0, 2, 1, 1, 1, 1, 1, 1, 2]|[1, 1, 3, 0, 0, 0, 2, 3, 1, 1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 1]|[1, 1, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0, 1, 1, 1, 1]",177.14423232191706,11143.654231693465,15753.786243981074,0,14,0.06666666666666667,98
33,33,228758,TEC,"[10, 12, 0, 7, 15, 9, 6, 19, 14, 1, 3, 17, 11, 8, 4, 2, 5, 18, 13, 16]|[0, 2, 0, 0, 2, 0, 2, 1, 1, 0, 0, 2, 0, 0, 2, 0, 1, 0, 0, 1]|[3, 0, 3, 3, 0, 3, 0, 1, 1, 3, 3, 0, 3, 3, 0, 3, 1, 3, 3, 1]|[0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 2, 0, 0, 2, 1, 0, 1, 2, 2, 1]",425.4145998190333,8354.893042516833,14006.526598194789,0,14,0.06666666666666667,110,1,1589,"[10, 12, 0, 7, 15, 9, 6, 19, 14, 2, 13, 17, 11, 8, 5, 4, 3, 1, 16, 18]|[0, 2, 0, 0, 2, 0, 2, 1, 1, 0, 0, 2, 0, 0, 1, 2, 0, 0, 1, 0]|[3, 0, 3, 3, 0, 3, 0, 1, 1, 3, 3, 0, 3, 3, 1, 0, 3, 3, 1, 3]|[0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 2, 0, 0, 0, 1, 1, 2, 0, 1, 2]",417.48570556563027,8372.082612369075,13925.66760943655,0,16,0.058823529411764705,98
34,33,228758,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,14,0.06666666666666667,112,2,1403,"[10, 12, 0, 7, 15, 9, 6, 19, 14, 2, 13, 17, 5, 4, 11, 8, 3, 1, 16, 18]|[0, 2, 0, 0, 2, 0, 2, 1, 1, 0, 0, 2, 1, 2, 0, 0, 0, 0, 1, 0]|[3, 0, 3, 3, 0, 3, 0, 1, 1, 3, 3, 0, 1, 0, 3, 3, 3, 3, 1, 3]|[0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 2, 0, 1, 1, 0, 0, 2, 0, 1, 2]",417.48570556563027,8372.082612369075,13925.66760943655,0,16,0.058823529411764705,99
35,34,236304,TWC,"[10, 12, 7, 18, 15, 9, 6, 3, 19, 5, 14, 16, 0, 4, 1, 17, 13, 8, 2, 11]|[0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 2]|[3, 3, 0, 3, 0, 3, 3, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]|[0, 0, 2, 2, 0, 2, 0, 2, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 1, 1]",341.57992825110404,9776.152275477274,12805.663780129898,0,6,0.14285714285714285,111,2,1403,"[10, 11, 0, 7, 15, 14, 19, 3, 6, 4, 13, 8, 5, 16, 17, 12, 2, 1, 18, 9]|[2, 0, 0, 0, 1, 0, 2, 0, 2, 1, 0, 2, 2, 1, 1, 1, 1, 0, 0, 0]|[1, 2, 2, 3, 1, 0, 0, 3, 1, 1, 2, 0, 0, 1, 1, 1, 1, 2, 3, 0]|[1, 2, 0, 0, 1, 1, 1, 0, 0, 1, 2, 0, 1, 1, 1, 1, 1, 2, 0, 1]",255.68434133869866,10025.151811273265,15801.748845287177,0,9,0.1,99
