cycle,fe,popSize,popND,archSize,popMinCmax,popMaxCmax,popRngCmax,popMinTEC,popMaxTEC,popRngTEC,popMinTWC,popMaxTWC,popRngTWC,archMinCmax,archMaxCmax,archRngCmax,archMinTEC,archMaxTEC,archRngTEC,archMinTWC,archMaxTWC,archRngTWC,rescTotal,rescCmax,rescTec,rescTwc,displaced,teacherSel,cfvfGbestLearn
1,6767,100,35,101,220.12891249322908,512.7844764845682,292.65556399133914,9167.69179793957,12402.615564167943,3234.923766228374,13345.31576488489,21842.785108455388,8497.469343570498,220.12891249322908,593.1719264103923,373.0430139171632,8902.129642393695,11610.613336788494,2708.4836943947994,13162.819593056925,21918.140058482255,8755.32046542533,0,0,0,0,0,0,0
2,13435,100,45,110,220.12891249322908,519.9007083892304,299.7717958960013,8842.363695799368,11307.451794171737,2465.088098372369,13048.801766831315,21311.109105471776,8262.307338640461,220.12891249322908,482.5415468696792,262.4126343764501,8677.705137389723,11344.442046883749,2666.736909494026,12836.130016132127,20352.872167351714,7516.742151219587,0,0,0,0,0,0,0
3,20106,100,57,156,195.7019876289512,469.0415756577437,273.3395880287925,8698.95588509943,11263.134375624519,2564.178490525088,13048.801766831315,20732.528601658873,7683.7268348275575,195.7019876289512,445.4208191327825,249.71883150383132,8635.664550526013,11108.435293154018,2472.770742628005,12757.576409545532,19978.164278329205,7220.587868783672,0,0,0,0,0,0,0
4,26781,100,77,182,195.7019876289512,469.0415756577437,273.3395880287925,8612.726560406743,11296.711973031475,2683.985412624732,13048.801766831315,20732.528601658873,7683.7268348275575,195.7019876289512,449.28668640889776,253.58469877994656,8612.726560406743,11197.270887468787,2584.5443270620435,12757.576409545532,19978.164278329205,7220.587868783672,0,0,0,0,0,0,0
5,33462,100,79,214,195.7019876289512,414.139546262978,218.4375586340268,8571.812097599015,11197.270887468787,2625.458789869772,12657.098987573048,18978.56997019267,6321.470982619623,195.7019876289512,420.5494878820708,224.84750025311962,8470.362502164893,11391.640952275251,2921.278450110358,12657.098987573048,19978.164278329205,7321.065290756156,0,0,0,0,0,0,0
6,40149,100,91,280,195.7019876289512,422.38851492947725,226.68652730052605,8534.986620487096,11197.270887468787,2662.284266981691,12657.098987573048,18655.66178907048,5998.562801497432,195.7019876289512,439.23873023727856,243.53674260832736,8448.685530933039,11391.640952275251,2942.9554213422125,12632.947248510038,19978.164278329205,7345.217029819167,0,0,0,0,0,0,0
7,46844,100,100,306,195.7019876289512,414.139546262978,218.4375586340268,8525.577125237192,11197.270887468787,2671.6937622315945,12657.098987573048,20248.001123548784,7590.902135975735,195.7019876289512,445.5962057660181,249.8942181370669,8444.960259254578,11391.640952275251,2946.680693020673,12583.593256081638,19978.164278329205,7394.571022247566,0,0,0,0,0,0,0
8,53549,100,100,334,195.7019876289512,414.139546262978,218.4375586340268,8516.214403076268,10931.204991195948,2414.990588119679,12657.098987573048,20248.001123548784,7590.902135975735,195.7019876289512,422.13224673104617,226.43025910209496,8437.610997166692,11391.640952275251,2954.029955108559,12571.165033727493,19978.164278329205,7406.999244601711,0,0,0,0,0,0,0
9,60264,100,100,349,216.033680899128,406.7665264626838,190.73284556355583,8516.214403076268,10362.5952468028,1846.3808437265325,12620.218964450129,20248.001123548784,7627.782159098655,195.7019876289512,426.3389428154607,230.6369551865095,8437.610997166692,11391.640952275251,2954.029955108559,12558.466590773121,19978.164278329205,7419.697687556083,0,0,0,0,0,0,0
10,66991,100,100,350,216.033680899128,406.7665264626838,190.73284556355583,8516.214403076268,10362.5952468028,1846.3808437265325,12585.078932769404,20248.001123548784,7662.92219077938,195.7019876289512,426.3389428154607,230.6369551865095,8437.610997166692,11391.640952275251,2954.029955108559,12558.466590773121,19790.13562821874,7231.669037445619,0,0,0,0,0,0,0
