runId,seedSlot,seed,algorithm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260826-ZHANGBO_A4,5,20260826,ZHANGBO_A4,COMPLETED,50000,134,4177c16ff47401254d81a9cb39faa548b5b0af5c69cb724d1e7e2244432a1f35,13794047060
