runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260812-A4,4,20260812,A4,COMPLETED,499946,453,e9bdf1cc3cb65a1fade02fbe3e990f9fa14100d51fd9b93010c528eb66b0a5a1,352464341259
