instance,scale,source_path,source_sha256,valid_run_ledger_rows,eligibility
20_2_4_1,20,java-jmetal58/EADHFSP/20_2_4_1.txt,C963F65A6235F8F91E65C48F0639B7355A91100DED05472CEC7582B6B8404590,0,HELD_OUT_ELIGIBLE
20_5_3_1,20,java-jmetal58/EADHFSP/20_5_3_1.txt,A1F7244222F33E89DE28E35D52748EF0E420FDB6A81A8F87973CD2A0AB02A6E7,0,HELD_OUT_ELIGIBLE
50_2_4_1,50,java-jmetal58/EADHFSP/50_2_4_1.txt,B04A10CB25B8B62518DEF7694AD24C35EFC78D0A92CFFF64EDD7AF2F7A209377,0,HELD_OUT_ELIGIBLE
50_5_3_1,50,java-jmetal58/EADHFSP/50_5_3_1.txt,D4A4444514EF1F294A27794B9D91C81926B40DCC705B90E6FBF606F2FFC5F573,0,HELD_OUT_ELIGIBLE
100_2_4_1,100,java-jmetal58/EADHFSP/100_2_4_1.txt,10B57D8C0C8EC590DD9AE0CE3EB265FC0E50C7FA52196EFE2FF7FB085060B8D3,0,HELD_OUT_ELIGIBLE
100_5_3_1,100,java-jmetal58/EADHFSP/100_5_3_1.txt,2E88FA97A6F84AF347A4603F04C387A65C8F9891BCAB8AC6B70FDEC622EA35CF,0,HELD_OUT_ELIGIBLE
