cycle,source,evaluated,accepted,superseded,enteredPddr,pddrSelected,pddrRejected,fe,regionAssignments,regionRoles,bestGeneratedCmax
1,GLOBAL_Q_FINAL,0,0,0,100,59,41,0,0,"{}",Infinity
1,PARENT,0,0,0,100,0,100,0,0,"{}",Infinity
1,CATA_TEST,95,31,15,16,8,8,95,0,"{}",970.5353471560277
1,CATA_APPLY,81,42,1,41,27,14,81,0,"{}",970.9171319285576
1,CRITICAL_SWAP,6,4,4,0,0,0,6,0,"{}",995.6086587109053
1,CRITICAL_INSERT,6,4,4,0,0,0,6,0,"{}",952.5864859362581
1,O1_O9,1479,122,116,6,6,0,1479,0,"{}",848.9682019664308
2,GLOBAL_Q_FINAL,0,0,0,100,60,40,0,0,"{}",Infinity
2,PARENT,0,0,0,100,8,92,0,0,"{}",Infinity
2,CATA_TEST,109,20,7,13,9,4,109,0,"{}",855.4950110661305
2,CATA_APPLY,78,29,0,29,18,11,78,0,"{}",815.4135104452762
2,CRITICAL_SWAP,6,3,3,0,0,0,6,0,"{}",904.1762710610199
2,CRITICAL_INSERT,6,3,3,0,0,0,6,0,"{}",890.2354968985552
2,O1_O9,1469,76,70,6,5,1,1469,0,"{}",809.1668064883391
3,GLOBAL_Q_FINAL,0,0,0,100,62,38,0,0,"{}",Infinity
3,PARENT,0,0,0,100,8,92,0,0,"{}",Infinity
3,CATA_TEST,85,20,9,11,8,3,85,0,"{}",797.0658303555324
3,CATA_APPLY,83,30,2,28,16,12,83,0,"{}",799.0649223048384
3,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",793.0500567408236
3,CRITICAL_INSERT,6,4,4,0,0,0,6,0,"{}",819.6461738731668
3,O1_O9,1491,86,80,6,6,0,1491,0,"{}",763.66032681308
4,GLOBAL_Q_FINAL,0,0,0,100,38,62,0,0,"{}",Infinity
4,PARENT,0,0,0,100,49,51,0,0,"{}",Infinity
4,CATA_TEST,105,20,7,13,6,7,105,0,"{}",802.97056321889
4,CATA_APPLY,79,16,0,16,3,13,79,0,"{}",794.4170304842876
4,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",805.117547976819
4,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",788.1821791149739
4,O1_O9,1479,80,74,6,4,2,1479,0,"{}",772.3162870707167
5,GLOBAL_Q_FINAL,0,0,0,100,31,69,0,0,"{}",Infinity
5,PARENT,0,0,0,100,55,45,0,0,"{}",Infinity
5,CATA_TEST,99,19,7,12,3,9,99,0,"{}",779.40331931178
5,CATA_APPLY,80,32,2,30,8,22,80,0,"{}",786.7676850442299
5,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",836.4354783143602
5,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",836.1979313893569
5,O1_O9,1490,107,101,6,3,3,1490,0,"{}",758.5280291295196
6,GLOBAL_Q_FINAL,0,0,0,100,19,81,0,0,"{}",Infinity
6,PARENT,0,0,0,100,76,24,0,0,"{}",Infinity
6,CATA_TEST,104,23,11,12,2,10,104,0,"{}",788.0395221344816
6,CATA_APPLY,79,23,0,23,2,21,79,0,"{}",796.5748872661854
6,CRITICAL_SWAP,6,2,2,0,0,0,6,0,"{}",831.512696564589
6,CRITICAL_INSERT,6,5,5,0,0,0,6,0,"{}",814.1295817416525
6,O1_O9,1492,112,106,6,1,5,1492,0,"{}",760.709330240038
7,GLOBAL_Q_FINAL,0,0,0,100,35,65,0,0,"{}",Infinity
7,PARENT,0,0,0,100,56,44,0,0,"{}",Infinity
7,CATA_TEST,104,15,4,11,4,7,104,0,"{}",790.0801482135007
7,CATA_APPLY,79,28,0,28,4,24,79,0,"{}",788.5449018758075
7,CRITICAL_SWAP,6,1,1,0,0,0,6,0,"{}",797.8356664141114
7,CRITICAL_INSERT,6,4,4,0,0,0,6,0,"{}",812.7659158752647
7,O1_O9,1500,103,97,6,1,5,1500,0,"{}",768.4240561942053
8,GLOBAL_Q_FINAL,0,0,0,100,18,82,0,0,"{}",Infinity
8,PARENT,0,0,0,100,76,24,0,0,"{}",Infinity
8,CATA_TEST,99,24,11,13,0,13,99,0,"{}",789.4126645657369
