run_id,seed,arm,variant,approx_count,pfref_count,pfref_sha256,hv,igd
A0-seed-20260808,20260808,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5858528957333152,0.21679982005374762
A0-seed-20260809,20260809,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.441548123776871,0.2938258399900209
A0-seed-20260810,20260810,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.301977274342626,0.42126268407059947
A0-seed-20260811,20260811,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.4937256273480497,0.27033239355075234
A0-seed-20260812,20260812,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.38589962069683315,0.3436729030068755
A0-seed-20260813,20260813,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.4832152484852163,0.2701918285278648
A0-seed-20260814,20260814,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5150760480484619,0.2979153499063035
A0-seed-20260815,20260815,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.647840260252105,0.19384634295166178
A0-seed-20260816,20260816,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.40514385390275354,0.3237420793108692
A0-seed-20260817,20260817,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5389042273499465,0.2393530263186807
A0-seed-20260818,20260818,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5348703791182027,0.2428141624697525
A0-seed-20260819,20260819,A0,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.43835523656772546,0.308931737401809
A1-seed-20260808,20260808,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5042933519855639,0.26246438196562105
A1-seed-20260809,20260809,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6523282093623378,0.18086067829316335
A1-seed-20260810,20260810,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.33393719020420165,0.3934737424166122
A1-seed-20260811,20260811,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.3500485660472662,0.3855634870429935
A1-seed-20260812,20260812,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5590005106587039,0.2574894355735353
A1-seed-20260813,20260813,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5404916633675817,0.24807268388637294
A1-seed-20260814,20260814,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.43752209140141696,0.29844897615173965
A1-seed-20260815,20260815,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.4457644677394134,0.30809011385876045
A1-seed-20260816,20260816,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5827404642317354,0.23329974163732398
A1-seed-20260817,20260817,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.4098604370776245,0.33233861781998647
A1-seed-20260818,20260818,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.4538704602701994,0.28257101731301826
A1-seed-20260819,20260819,A1,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5107846649711242,0.2699452321723166
A2-seed-20260808,20260808,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.774067278691122,0.11653148637509061
A2-seed-20260809,20260809,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5206514336421233,0.24975489262021386
A2-seed-20260810,20260810,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6534290180226461,0.18049393268217157
A2-seed-20260811,20260811,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.3314578754728462,0.3905440075593864
A2-seed-20260812,20260812,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6949285209710744,0.16619482225879184
A2-seed-20260813,20260813,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6301485509736531,0.17479469198705722
A2-seed-20260814,20260814,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6456006716577444,0.1724664170899531
A2-seed-20260815,20260815,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.601095778544578,0.25000586588854823
A2-seed-20260816,20260816,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5095202571659889,0.2586435602990584
A2-seed-20260817,20260817,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5918383316583222,0.19633133763769642
A2-seed-20260818,20260818,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.45002900888308733,0.29262749318293446
A2-seed-20260819,20260819,A2,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.75251257030359,0.16944998983878146
A3-seed-20260808,20260808,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.594222104554343,0.22263520155497568
A3-seed-20260809,20260809,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5708251869465584,0.19614723280785454
A3-seed-20260810,20260810,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.47746368218599333,0.2628021054813512
A3-seed-20260811,20260811,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.4336479125464567,0.2883793736167474
A3-seed-20260812,20260812,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.5045221618516946,0.2478677142130196
A3-seed-20260813,20260813,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.3490365287038867,0.34828059814465456
A3-seed-20260814,20260814,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.3339705323892742,0.3556054723254755
A3-seed-20260815,20260815,A3,k50,50,205,96869d62ced6669c6d264f6b331e44dc3d69f0c4116e3fc946c58abd670256e7,0.6136612867568273,0.23123569538621083
