scope,omitted,reference_pfref_count,rank_comparable,reason,a0_hv_median,a4_hv_median,a0_igd_median,a4_igd_median,joint_direction,reverses_full_joint
run,A0-seed-20260808,1971,true,,0.4951777564882723,0.6250255853579466,0.2696164289323125,0.1883418419009914,A4,false
run,A0-seed-20260809,1929,true,,0.49483125633339564,0.6256859282890332,0.2727005659417153,0.190621154614189,A4,false
run,A0-seed-20260810,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A0-seed-20260811,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A0-seed-20260812,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A0-seed-20260813,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A0-seed-20260814,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A0-seed-20260815,1988,true,,0.4951777564882723,0.6250255853579466,0.2680156278468894,0.18625814260944407,A4,false
run,A0-seed-20260816,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A0-seed-20260817,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A0-seed-20260818,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A0-seed-20260819,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A1-seed-20260808,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A1-seed-20260809,1932,true,,0.4951777564882723,0.6250255853579466,0.2712349114179675,0.1895454490131951,A4,false
run,A1-seed-20260810,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A1-seed-20260811,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A1-seed-20260812,1968,true,,0.4951777564882723,0.6250255853579466,0.2698320726531249,0.18850308445955102,A4,false
run,A1-seed-20260813,1968,true,,0.4951777564882723,0.6250255853579466,0.26944260882940485,0.18849477464520983,A4,false
run,A1-seed-20260814,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A1-seed-20260815,1971,true,,0.4951777564882723,0.6250255853579466,0.269661282694035,0.18842303418642414,A4,false
run,A1-seed-20260816,1937,true,,0.4951777564882723,0.6250255853579466,0.271301720426694,0.18596927670164803,A4,false
run,A1-seed-20260817,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A1-seed-20260818,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A1-seed-20260819,1972,true,,0.4951777564882723,0.6250255853579466,0.2697111654065999,0.18838305483136042,A4,false
run,A2-seed-20260808,2003,true,,0.4951777564882723,0.6250255853579466,0.26744257840058355,0.1858298328899816,A4,false
run,A2-seed-20260809,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A2-seed-20260810,1970,true,,0.4951777564882723,0.6250255853579466,0.2696555673341578,0.18779091916529653,A4,false
run,A2-seed-20260811,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A2-seed-20260812,1963,true,,0.47492485935005835,0.6132017447621776,0.27590193897176946,0.18998298264894087,A4,false
run,A2-seed-20260813,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A2-seed-20260814,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A2-seed-20260815,1960,true,,0.4951777564882723,0.6250255853579466,0.26820282662452555,0.18780716263847352,A4,false
run,A2-seed-20260816,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A2-seed-20260817,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A2-seed-20260818,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A2-seed-20260819,2107,true,,0.4951777564882723,0.6250255853579466,0.26850680925563686,0.1849189696158987,A4,false
run,A3-seed-20260808,1963,true,,0.491782752915621,0.618148516658982,0.27003160302805096,0.1889828574210688,A4,false
run,A3-seed-20260809,1975,true,,0.4951777564882723,0.6250255853579466,0.2691738838592005,0.1879590550765045,A4,false
run,A3-seed-20260810,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A3-seed-20260811,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A3-seed-20260812,2006,true,,0.49896884334184166,0.6319422776883485,0.2701806018887979,0.18592662726335307,A4,false
run,A3-seed-20260813,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A3-seed-20260814,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A3-seed-20260815,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A3-seed-20260816,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A3-seed-20260817,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A3-seed-20260818,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A3-seed-20260819,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A4-seed-20260808,1968,true,,0.4951777564882723,0.6250255853579466,0.2699666060267204,0.18836217116561083,A4,false
run,A4-seed-20260809,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A4-seed-20260810,1637,true,,0.5080151110511162,0.6409155661087326,0.2812002701555549,0.19627450531544838,A4,false
run,A4-seed-20260811,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A4-seed-20260812,1664,true,,0.4951777564882723,0.6250255853579466,0.26661488842601544,0.17655157349330242,A4,false
run,A4-seed-20260813,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A4-seed-20260814,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A4-seed-20260815,1946,true,,0.4951777564882723,0.6250255853579466,0.2691019693548733,0.1899058577422768,A4,false
run,A4-seed-20260816,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A4-seed-20260817,1941,true,,0.4951777564882723,0.6250255853579466,0.2683362716633685,0.18804663818449394,A4,false
run,A4-seed-20260818,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
run,A4-seed-20260819,1979,true,,0.4951777564882723,0.6250255853579466,0.2694061555239613,0.18790607342818394,A4,false
arm,A0,1930,true,,0.49483125633339564,0.6256859282890332,0.2714681828636212,0.18935592239563204,A4,false
arm,A1,1806,true,,0.4951777564882723,0.6250255853579466,0.27693566836184214,0.18990247235908284,A4,false
arm,A2,2068,true,,0.47492485935005835,0.6132017447621776,0.27067507258001244,0.18353657379586047,A4,false
arm,A3,1987,true,,0.49024157219664244,0.6153361376094104,0.27231127482595097,0.19048226470113755,A4,false
arm,A4,1205,true,,0.5080151110511162,0.6409155661087326,0.2724510720696728,0.17268703163361415,A4,false
