point_index,Cmax,TEC,TWC,objective_key
28,690.8755794877762,58630.81607231886,91983.26288646011,408597012fd18861|40eca0da1d43b216|40f674f434c86ecc
29,691.0165607574422,58398.23700586907,92457.79598775768,40859821ea9b3ce4|40ec83c7958d5514|40f6929cbc5da8b4
30,691.0628402273614,58289.61159115494,93236.81886245073,40859880b2608b20|40ec763392279d20|40f6c34d1a0f835d
31,691.1495661066563,59127.082379033935,90859.79884295407,408599324fb7056e|40ecdee2a2d95b14|40f62ebcc80f8ca6
32,691.1723163053581,58369.80124120051,92063.71548723194,40859960e75f00a5|40ec8039a3c4960d|40f679fb72a2bd5e
33,691.5518004468977,58351.04453878364,93141.11205793296,40859c6a165a4ac0|40ec7de16cdc9964|40f6bd51cafd4255
34,691.630493115741,58246.483603292,93419.68213010147,40859d0b3ff983b0|40ec70cf79ad9c6c|40f6cebaea0140d7
35,691.7882173037582,58922.905862480155,91331.48922322385,40859e4e44dfae43|40ecc55cfcd34fde|40f64c37d3dbbb2e
36,691.7882173037582,59114.67320787474,90940.61582530508,40859e4e44dfae43|40ecdd558aeb3dad|40f633c9da6ba296
37,692.1063050628862,58236.028351880144,93865.02778426172,4085a0d9b67803f7|40ec6f80e84233c0|40f6ea9071cde8f7
38,692.1247629576078,59065.37263639984,90955.6665410499,4085a0ff83b8b56c|40ecd72beca32bd4|40f634baaa26f2ac
39,692.1247629576078,59087.60769447085,90929.52398376969,4085a0ff83b8b56c|40ecd9f3723bacc8|40f63318623cce27
40,692.1784921960055,58610.584188400695,91942.31920257377,4085a16d8d51037b|40ec9e52b1abdf76|40f672651b742872
41,692.1826715067422,58349.75010836866,93032.99338190918,4085a1761c7a9af3|40ec7db800e343fb|40f6b68fe4e46dc6
42,692.5497560225433,58968.21776739197,90885.74836402676,4085a465e67c4cd2|40eccb06f7f35255|40f6305bf94c8ec7
43,693.3213498008099,58885.44416456365,91204.263318116,4085aa921fd82870|40ecc0ae36989a5d|40f64444368d0e8b
44,693.4557921290935,58964.4738760224,91123.04251845663,4085aba5765801d9|40ecca8f29fe0c52|40f63f30ae27d54b
45,693.9871294559412,58812.311972867356,91505.89432373064,4085afe5a420d17c|40ecb789fbae85d1|40f6571e4f266672
46,694.1107469552071,58852.96909845346,91399.41994317668,4085b0e2cf4cb5f8|40ecbc9f02dac287|40f65076b8165620
47,694.17002254099,58196.733317882616,92199.68019466316,4085b15c34c72914|40ec6a977757106d|40f6827ae213cc93
48,694.6550174953975,58185.11528625946,93777.18981966967,4085b53d79d00852|40ec6923b06ccf42|40f6e51309805996
49,695.2440427027689,59259.216578227686,90851.26743556329,4085b9f3cca919c2|40ecef66ee35769e|40f62e34476a8362
50,696.01162698173,58956.78259855926,91107.75993001166,4085c017cfe31241|40ecc9990b0c223d|40f63e3c28ac5f35
51,696.2785770807026,58590.173793086244,91969.52896047258,4085c23a869ed843|40ec9bc58fb684b6|40f67418769f41aa
52,696.2949650583605,58039.19348603973,94632.55626060942,4085c25c16a3f8f8|40ec56e63109a29c|40f71a88e6718658
53,696.3234194784246,58060.60285298774,90646.27844413444,4085c2965cf395c9|40ec59934a925954|40f621647481d633
54,696.4767203160101,58632.77000429933,88719.30404816399,4085c3d052bdb4d1|40eca118a3e00e6d|40f5a8f4dd619b8c
55,696.8824859234113,58094.4795857715,88125.17309060413,4085c70f54c7a1db|40ec5dcf58c44287|40f583d2c4faa740
56,696.9581662350326,57245.38128922574,94585.96689973645,4085c7aa530f1cc6|40ebf3ac3385765c|40f7179f786bdba9
57,698.1970662731885,59209.30711157508,87966.37075092556,4085d193977b73ea|40ece929d3dba766|40f579e5ee9885c4
58,699.2585455887677,57820.81946207919,88298.6856045027,4085da1180598242|40ec3b9a390889ce|40f58eaaf83c6d51
59,699.2890137922842,59181.110486733916,88074.9202855188,4085da4fe6768fa1|40ece5a3891b799a|40f580aeb97d4ee4
60,699.2890137922842,59209.28518494846,87913.16378264435,4085da4fe6768fa1|40ece929203c2f5e|40f576929eda8cd2
61,699.2890137922842,59224.039936271496,87864.77224902427,4085da4fe6768fa1|40eceb0147286e80|40f5738c5b21cafa
62,699.2890137922842,59244.35418907266,87850.49366238393,4085da4fe6768fa1|40eced8b55845276|40f572a7e60a8724
63,699.2890137922842,59256.51066026912,87840.71937487077,4085da4fe6768fa1|40ecef1057543468|40f5720b828f3978
64,699.2890137922842,59344.82311928224,87483.43693115776,4085da4fe6768fa1|40ecfa1a56fe3fbe|40f55bb6fdab8693
65,699.2971622950713,59193.13322438965,87822.78226479987,4085da6096a0177c|40ece724435fcb92|40f570ec84281844
66,699.2971622950713,59213.44738005614,87808.50344400117,4085da6096a0177c|40ece9ae50effac0|40f570080e1b4c06
67,699.2971622950713,59281.59482924573,87808.16167031918,4085da6096a0177c|40ecf23308d757a4|40f5700296339dda
68,699.4217122912881,58453.71708688002,87768.85267266585,4085db5faab19b3b|40ec8ab6f2602f42|40f56d8da48c17e0
69,700.4979509436923,58157.6484184907,86677.45403524506,4085e3fbcdb4515e|40ec65b4bfd82276|40f5295743ba760c
70,700.8576559138004,57312.02684869032,93218.7804567392,4085e6dc7ab427f3|40ebfc00dbf1c8dc|40f6c22c7cc034ad
71,701.0355278799165,57618.89487999957,91496.65122382384,4085e848c2d752b3|40ec225ca2db6180|40f6568a6b69ac1c
72,701.2547668173094,57705.92694375914,89395.69997610094,4085ea09c32f6399|40ec2d3da985f558|40f5d33b331a23d8
73,701.5920342263277,57828.79304596246,87730.36946942174,4085ecbc7c70c185|40ec3c9960a1ed20|40f56b25e958c4b4
74,701.5920342263277,57997.487360745334,87418.0684691989,4085ecbc7c70c185|40ec51af98758fd2|40f557a1187328a1
75,701.7919312373408,58843.328556046705,85971.6880713902,4085ee55e00b687a|40ecbb6a8387f870|40f4fd3b02572564
76,701.8394874208287,57460.25026657392,88106.27871480683,4085eeb7452e4ee7|40ec0e88022f0bc9|40f582a4759da844
77,702.0837503328997,57691.380656572364,88099.03807042845,4085f0ab854b66ab|40ec2b6c2e56b12a|40f582309befbcd2
78,702.0837503328997,57755.99801779906,87811.16387805094,4085f0ab854b66ab|40ec337fefc305f9|40f570329f3e9755
79,702.0837503328997,57819.74742641772,87739.58243794329,4085f0ab854b66ab|40ec3b77eaeace89|40f56bb951aa72e6
80,702.0837503328997,57903.57758683938,87252.7981414567,4085f0ab854b66ab|40ec45f27b976538|40f54d4cc52ff9e2
81,702.7109638307982,57532.793337934,87859.55858423936,4085f5b00dce0f56|40ec179963063c27|40f57338eff60702
82,702.7411297952048,57929.01508484065,87241.5812211183,4085f5edd57543f7|40ec49207b933428|40f54c994cae83ed
83,703.2179325803511,57807.27844695322,87680.46996872613,4085f9be536fcaba|40ec39e8e90995b8|40f5680784fded4e
84,703.6700144437847,57133.849274223816,95430.65674328561,4085fd5c30885f39|40ebe5bb2d412314|40f74c6a82053f59
85,703.7349908080982,57110.45479158504,96267.38217955749,4085fde142dc5d24|40ebe2ce8da71508|40f780b61d684fca
86,703.8071169762009,57329.95007007742,90636.13607613846,4085fe74f9bec6a2|40ebfe3e66f95cee|40f620c22d5e2c47
87,703.9883626817654,57661.47716573354,87532.64660458559,4085ffe82ab19627|40ec27af44f1128a|40f55eca587e0cc9
88,704.1702871011163,57633.421049069744,87720.79606152276,4086015cbf7bd1cd|40ec242d793be612|40f56a8cbcab01de
89,704.2273987865907,57411.76583718203,87685.41680357217,408601d1b6747c75|40ec087881bcfa5c|40f56856ab3a38f5
90,704.4672452259157,58423.98498963868,86411.59460608587,408603bceb10a429|40ec86ff8508fda1|40f518b98381abcd
91,704.5074227089799,57675.29428295448,87280.91168044848,4086040f33a32288|40ec29696ac41628|40f54f0e963e3cea
92,704.8065891635562,57384.80041261716,90008.76772948366,40860673e504f641|40ec05199cfaebc0|40f5f98c489eb608
93,705.2304011222478,57356.038888437804,90528.33636884071,408609d7dc8b2821|40ec01813e92f712|40f61a0561c44b24
94,705.2845981545645,57392.52393618814,89739.00282580077,40860a46db65b2da|40ec0610c415d328|40f5e8b00b93111e
95,705.4355892664565,57065.915393154035,88524.17783846702,40860b7c1639af5b|40ebdd3d4ae69572|40f59cc2d86d25fd
96,705.4355892664565,57142.96582224605,88412.02405056343,40860b7c1639af5b|40ebe6dee8040e11|40f595c06282d7f6
97,705.4355892664565,57294.906516455325,88225.3010975632,40860b7c1639af5b|40ebf9dd022ecc1d|40f58a14d14badae
98,705.4938892935883,57128.77304195542,88455.54521625549,40860bf37c3ade73|40ebe518bcc27b9f|40f59878b934ae29
99,705.4938892935883,57242.22073341304,88255.14121097214,40860bf37c3ade73|40ebf347103f84c5|40f58bf242666fb3
100,705.8896211011047,57950.46965701114,87218.19093284602,40860f1df1aaf89c|40ec4bcf076e23e6|40f54b230e0f9996
101,706.1066419514423,57059.74232348129,88414.20182274512,408610da67186e9c|40ebdc77c11d2c66|40f595e33aaa7c9e
102,706.1647518684106,57317.409981966375,88129.17399337224,40861151696d763a|40ebfcad1e928031|40f58412c8ad4638
103,706.225463927833,57034.03781121457,93759.50307034068,408611cdc00823c3|40ebd94135bfdd40|40f6e3f80c937c4d
104,706.3393517321601,58110.549558140476,87180.4317317929,408612b6fe0a7bc0|40ec5fd195faf413|40f548c6e85f98b2
105,706.3480873623124,57037.86600663113,88953.21498211441,408612c8e206ea43|40ebd9bbb65389da|40f5b793709115ea
106,706.3949075668987,57013.924092126676,89139.56654854475,40861328c54c662f|40ebd6bd9229a6d2|40f5c339109534f5
107,706.4049010540131,57548.64025900786,87553.75667993622,4086133d3cc388d1|40ec19947d007577|40f5601c1b5c6bba
108,706.5153740473017,57304.42660941917,88125.23090517304,4086141f7c6db2f2|40ebfb0da6c8cbf0|40f583d3b1c99f6b
109,706.533022556169,57895.66784873308,84265.68104990972,40861443a1547636|40ec44f55f044e68|40f4929ae5949713
110,706.533022556169,57978.97215636009,84087.60553547034,40861443a1547636|40ec4f5f1be7a7a6|40f48779b045f61b
111,706.533022556169,58116.99885583205,83710.14897633404,40861443a1547636|40ec609ff6a08182|40f46fe262350229
112,706.6094456761779,57022.84637170443,88653.25743689323,408614e0250dfefb|40ebd7db157a1cd9|40f5a4d41e7625d3
113,706.6159745840775,57555.80447835468,87494.26766533755,408614ed84152e3e|40ec1a79be4963f6|40f55c64485b72f1
114,706.8248807199249,57241.08941998082,87776.73931199325,408616995b10196d|40ebf322dc874aa7|40f56e0bd438d009
115,706.9135592926546,57206.39576633803,88321.53514663222,4086174ef82ca744|40ebeeccaa1e2ad6|40f590188ff5ea3f
116,706.9700838078888,56977.34749890372,94164.90342614948,408617c2bb4caa18|40ebd22b1eb6055c|40f6fd4e746efa66
117,707.1715945024076,57015.75113425293,88894.91546404576,4086195f6cf0401d|40ebd6f8094ab368|40f5b3eea5bda093
118,707.2208881359546,56993.26055471075,88898.70126349614,408619c460ffbfff|40ebd4285676d530|40f5b42b3860125d
119,707.2208881359546,56998.128286295934,88859.63406709136,408619c460ffbfff|40ebd4c41aebdcb2|40f5b1ba252388ce
120,707.2208881359546,57014.60214102533,88818.00982712145,408619c460ffbfff|40ebd6d344bd416c|40f5af2028407bd4
121,707.2275115211746,57187.270045058845,88364.78526448362,408619d1f18f7744|40ebec68a4358906|40f592cc90717dbe
122,707.3383895922381,57051.751917527654,88629.4056033896,40861ab5059a3fc1|40ebdb780fb558d2|40f5a3567d59fad8
123,707.688931049156,57848.108169670886,87247.43813072253,40861d82ee482a98|40ec3f0376203ddc|40f54cf702955c4a
124,707.7060917391648,57486.570731492975,87319.43823146148,40861da6136cfd82|40ec11d2436eb124|40f5517702fefe32
125,707.7060917391648,57803.221052300185,87096.87541000065,40861da6136cfd82|40ec396712dc4600|40f5438e01adeab6
126,707.8973509013332,57482.83082047957,87631.21619601457,40861f2dc64f3219|40ec115a9614d493|40f564f37589f3c2
127,708.0511462201065,57096.66793214201,88326.25245381995,40862068bf59755f|40ebe1155fb33a3c|40f590640a0d0447
128,708.0612073866573,57382.22502154285,87441.90527863422,4086207d5a4c5fbc|40ec04c7336060ee|40f5591e7c0572fc
129,708.0612073866573,57510.96305022911,87263.01496822882,4086207d5a4c5fbc|40ec14ded14eb6ce|40f54df03d4f5354
130,708.1588338015607,56912.1282291842,94367.14146447142,408621454aa7f99f|40ebca041a741711|40f709f243703fe5
131,708.1588338015607,56983.729039351354,94134.16117621615,408621454aa7f99f|40ebd2f7544a5572|40f6fb62942d8314
132,708.3660828270947,57006.523281073874,88820.35048288984,408622edbcd54ffe|40ebd5d0beb7f35d|40f5af459b93f25b
133,708.4171121456827,57975.612239570364,84019.31324817672,408623563ee483c6|40ec4ef397777081|40f4833503108529
134,708.4400641568881,57167.72227411485,88087.92092305631,40862385405b4fcf|40ebe9f71cde9ac1|40f5817ebc19d090
135,708.457477735564,56973.629557326385,88727.65575166153,408623a8ea16472a|40ebd1b4255567f9|40f5a97a7df57449
136,708.8108415674944,57020.73100099174,88349.27692393011,4086267c9a80f502|40ebd797645c311c|40f591d46e47c975
137,708.8388618230883,57008.57620957999,88634.50207065517,408626b5fd300038|40ebd612704f12b6|40f5a3a8087b3d44
138,709.0650740899993,57230.029406913374,87740.93642841642,40862885459082e9|40ebf1c0f0e6c467|40f56bcefb9c5cf9
139,709.0650740899993,57265.15800217491,87697.44109563198,40862885459082e9|40ebf6250e5a93be|40f569170eba4b1c
140,709.0650740899993,57280.68512862163,87690.60051575782,40862885459082e9|40ebf815ec92dbef|40f568a99bb66949
141,709.0823604746402,56760.600436052984,94188.79207875153,408628a8ac9bc880|40ebb71336c5ab5d|40f6feccac5ac4db
142,709.0895646631853,57002.20795179579,88727.6506953778,408628b76dad9a11|40ebd546a78a8642|40f5a97a693f8e75
143,709.1891216589687,56949.20768135936,88801.5421336891,40862983523761e3|40ebcea6a55360ce|40f5ae18ac94600c
144,709.3724951204201,56884.15782329077,92241.82778446488,40862afadeb8c0fe|40ebc6850ce36e0d|40f6851d3e9aec4d
145,709.3840797083275,56500.806445895505,92725.23914082971,40862b129861d297|40eb9699ce679f66|40f6a353d38555ac
146,709.7468483537264,56926.885398432954,92056.82590265357,40862df98ba1329c|40ebcbdc552f182f|40f6798d36e5b36c
147,709.8073497429991,56938.654979725594,91188.36485766673,40862e7573c834ec|40ebcd54f5980a9f|40f64345d674fe25
148,709.8558565041152,56871.14830434264,88805.98692104597,40862ed8cb4b79f3|40ebc4e4bee8bfb0|40f5ae5fca6db903
149,710.1792308479043,56949.71403495097,88695.89256603629,4086316f10953177|40ebceb6d95fd354|40f5a77e47f352f6
150,710.2016153767728,56858.906472234245,88864.81678513646,4086319ce885cce1|40ebc35d01d20f1a|40f5b20d118d4a8f
151,710.246410855973,56873.271046121015,88514.6970200002,408631f8a6413e44|40ebc528ac68ea2f|40f59c2b26fe7198
152,710.4207855050217,56826.26106802838,89152.43911202696,4086335dc4ca7598|40ebbf485aab567e|40f5c407069a5531
153,710.4207855050217,56865.9975593049,88814.3771943769,4086335dc4ca7598|40ebc43fec017dcc|40f5aee608fcf890
154,710.7873657651355,57225.73186420646,87954.75019592619,4086364c866c19fa|40ebf1376b6e7bfb|40f5792c00cd7189
155,711.267311544863,56847.33201203563,88595.14076692543,40863a23743c383d|40ebc1ea9fd7b45d|40f5a1324094d1d1
156,711.4877862754973,56762.28205573085,90880.96893187672,40863be6fc7da597|40ebb7490699bd75|40f6300f80beb629
157,712.0188275068502,56772.68363571523,89012.18074768799,408640268f09317f|40ebb895e05801e9|40f5bb42e457b00c
158,712.2632587426762,57568.89321592364,87256.22829719947,4086421b27665171|40ec1c1c95398f8a|40f54d83a71af6d8
159,712.4056844516266,57681.354071697206,87078.0419028058,4086433ed77d61db|40ec2a2b548e2afe|40f54260aba246c8
160,712.4358911891355,56829.90211853491,88706.82107590223,4086437cb4850f9d|40ebbfbcde27b092|40f5a82d23207c3a
161,712.6362202026404,57157.089064133674,88247.51683796103,40864516fa9e1b29|40ebe8a2d99d06ac|40f58b7844f7e1bf
162,712.8587949587098,56751.81386615735,92240.47325920266,408646decfe42d07|40ebb5fa0b310a24|40f6850792783ddf
163,712.9801622014601,56742.695731057756,89755.23978671561,408647d75f47c05f|40ebb4d6436dc77c|40f5e9b3d62a9859
164,713.0218337336717,57490.927972833524,86822.16888748514,4086482cb72a208e|40ec125db1f41572|40f53262b3c35d16
165,713.0218337336717,57801.61472126373,85177.8314497137,4086482cb72a208e|40ec3933abcbed7c|40f4cb9d4d9e370a
166,713.0420751089756,57131.39378013699,88133.97375153522,408648562b798835|40ebe56c99d8cd46|40f5845f947c7d63
167,713.0530428359117,57167.69818473203,88041.65829375392,4086486ca1b8ec39|40ebe9f6578781d4|40f57e9a885f0804
168,713.1451225701271,56828.53365407389,88703.30377981837,408649293605a4dc|40ebbf9113b1b558|40f5a7f4dc483a11
169,713.2560103803181,56727.98977734355,91706.35256504446,40864a0c4f2b9739|40ebb2ffac41891c|40f663a5a41b3e7b
170,713.314176600678,57156.63776278771,88039.56827622378,40864a836f0588a5|40ebe894688d817a|40f57e7917a8cf44
171,713.3688085921932,57223.98773965925,87765.86540386576,40864af351eb4fa1|40ebf0ff9b9033ae|40f56d5dd8b1b954
172,713.3688085921932,57291.229242837115,87439.01481235142,40864af351eb4fa1|40ebf96755f51308|40f558f03cabe04f
173,713.3905801801183,57206.979067808876,88031.89085312301,40864b1fe8806097|40ebeedf54860376|40f57dfe40ef344e
174,713.4162469016009,56794.27028833571,88944.28267740458,40864b5479416b7f|40ebbb48a633b94c|40f5b70485d8be00
175,713.4886663036536,57174.129862561356,87980.04628806257,40864be8c9e106cc|40ebeac427d587c0|40f57ac0bd988d2f
176,713.4987587198841,56708.06076837528,88643.91301099802,40864bfd753633fa|40ebb081f1d0850f|40f5a43e9bb16b96
177,713.5509748046878,57742.51912567337,84597.6434846638,40864c68657a786f|40ec31d09cad71b4|40f4a75a4bb69328
178,713.5509748046878,57946.66460773398,83687.36926378144,40864c68657a786f|40ec4b5544777044|40f46e75e881238e
179,713.5578246255413,57094.960429919454,87907.29434875138,40864c766cc1dcd4|40ebe0debbd786c5|40f57634b5a7094d
180,713.5578246255413,57216.43577334474,87748.00895518757,40864c766cc1dcd4|40ebf00df1daf104|40f56c4024ae31dc
181,713.6016845666562,57725.990769669064,85427.62567277146,40864cd03fff825f|40ec2fbfb46297d0|40f4db3a02c173b7
182,713.6192765144399,56438.25985411124,94871.43039060468,40864cf4473ec59a|40eb8ec850b991b0|40f72976e2e1423a
183,713.683879460769,56449.79012055173,94097.99999905605,40864d7895cb7346|40eb903948aae532|40f6f91fffff029c
184,713.751656651057,56111.23267121112,91707.01161815284,40864e03648ff0e3|40eb65e7720ae54f|40f663b02f968428
185,714.3980494687629,55010.11375086158,89946.67822935927,4086532f348f5437|40eadc43a3d8d8cc|40f5f5aada070754
186,714.9334991928283,56197.59685720609,88696.08686059399,40865777ce6cc052|40eb70b319744891|40f5a78163c7ef28
187,715.0181008083804,56970.337872271295,88362.62408392694,4086582512096033|40ebd14acfd9826e|40f592a9fc3f6d83
188,715.0847078852781,58330.47761986026,83122.13336680803,408658ad7b53e7dd|40ec7b4f48a971f8|40f44b2222453bee
189,715.1991133991978,58158.28162793901,83514.09160389825,40865997c8c40e00|40ec65c903189876|40f463a17735a633
190,715.2148962954725,57383.11768425936,86256.05110817042,408659b81b8c88b0|40ec04e3c411c7a7|40f50f00d156cd08
191,715.4118823906771,57261.22492576774,86907.67870366735,40865b4b88feae0d|40ebf5a73297860f|40f537badbf8606f
192,715.4174142032836,57075.02423955413,88326.79826112412,40865b56dd41ffe9|40ebde60c6920788|40f5906cc5ad74dc
193,715.4985173229331,58307.46769231047,83042.29050736112,40865bfcf6a673e6|40ec786ef755dd42|40f44624a5eb0bf4
194,715.6552792471712,55165.96268349118,89188.39242221307,40865d3e030bc2c8|40eaefbece4d9be1|40f5c646475c83b6
195,716.1802976251622,58252.60088069103,83115.32984826498,408661713fe19cf2|40ec71933a6a2499|40f44ab5470ef96c
196,716.3134849312455,55015.16011360687,89811.94852030861,4086628204633be8|40eadce51fa69225|40f5ed3f2d23a191
197,716.3230985833268,54953.743143240885,89861.77781991381,40866295b4b5c62e|40ead537c7d4557b|40f5f05c71f34b40
198,716.3230985833268,54954.152974039505,89861.44389222721,40866295b4b5c62e|40ead544e529d01a|40f5f0571a2ebc6d
199,716.3311526123885,57058.152020332665,87831.15847280606,408662a63357418c|40ebdc44dd59bea4|40f57172891ac7f5
200,716.3784341770697,55052.791063637684,89412.27745375196,40866307087f71a0|40eae1995064b09d|40f5d4447073586d
201,716.3895434518656,55129.412205584675,89374.47762622943,4086631dc8f51112|40eaeb2d30c9c42d|40f5d1e7a45b66b2
202,716.5202010266286,57703.56012205564,84883.88244804459,408664295f27e5b9|40ec2cf1ec8516d8|40f4b93e1e81d73f
203,716.5202010266286,57742.420978658476,84467.23176978878,408664295f27e5b9|40ec31cd78a83c4f|40f49f33b5543cf0
204,716.5448534138251,54804.70864027959,89487.99778757355,4086645bdc1b4bf1|40eac296ad2e612f|40f5d8fff6f01a4c
205,716.5448534138251,54962.4995065624,89379.63966400037,4086645bdc1b4bf1|40ead64ffbf52fb5|40f5d23a3c1051a0
206,716.5448534138251,54993.10096119916,88850.42795112525,4086645bdc1b4bf1|40eada233b12fb12|40f5b126d8e34774
207,716.5677159346758,54939.4407536158,89462.8698614004,4086648aaea6e6ce|40ead36e1aa753af|40f5d76deaf3c9ac
208,716.647636009852,55431.42213584048,88123.36254662363,4086652e5bc9d036|40eb10ed822305ab|40f583b5ccfdb03c
209,716.7158623475166,54905.57201741955,89453.09740835876,408665ba1609d82c|40eacf324df779b7|40f5d6d18efc1134
210,716.7693253768618,57509.302965443756,84601.72541043955,4086662794102cd6|40ec14a9b1e49618|40f4a79b9b47fa21
211,716.8918001815769,57188.66724174129,87752.42470972158,4086672268223384|40ebec955a0b5a2c|40f56c86cb9c6bc8
212,716.977118482049,58289.98805850785,83058.52861467775,408667d1237ea5be|40ec763f9e2ce038|40f447287534aa12
213,716.989161809779,57383.33039534693,86189.18935037438,408667e9cdaabba0|40ec04ea9299433a|40f50ad307944217
214,717.0229020845286,58326.7568735837,83033.5324596066,4086682ee749c07c|40ec7ad8384ef326|40f4459884f45d4d
215,717.0754786702703,54845.040877927924,89062.03812976653,4086689a948fa2da|40eac7a14edf3a72|40f5be609c2df544
216,717.0972567598213,57984.60859872969,83488.30608778648,408668c72e8d55fb|40ec501379a40b0d|40f46204e5bc4e8a
217,717.0972567598213,58060.99409119875,83434.1719101385,408668c72e8d55fb|40ec599fcf98587c|40f45ea2c024d86b
218,717.0972567604563,57984.60815904232,83488.30556016824,408668c72e8d6bcc|40ec50137609f3b1|40f46204e3930f19
219,717.3553129202296,58211.49914037832,83383.99806560235,40866ad7ae4ce1dc|40ec6c6ff8f53e20|40f45b7ff813a316
220,717.4485716300941,58139.48156800607,83431.74709288678,40866b96acb90957|40ec636f69014e9c|40f45e7bf417abbd
221,717.5305832109422,57492.195923270716,85394.53160497049,40866c3ea269166d|40ec12864500e108|40f4d928817436aa
222,717.8104349354867,54946.72350065286,88935.58154048692,40866e7bc54fbb9c|40ead45726ead755|40f5b6794dfd65ca
223,718.0356176254726,55308.70306277122,88324.2431126542,40867048f1e4c487|40eb01967f7d7f2e|40f59043e3ca1831
224,718.0532319556363,57160.092005623475,87753.06150531615,4086706d04e0247b|40ebe902f1b5c6fc|40f56c90fbecff96
225,718.0532319556363,57221.755026395374,87456.90499890226,4086706d04e0247b|40ebf0b8292d1d78|40f55a0e7ae02102
226,718.0836278275063,58250.77168003521,83103.99901455664,408670ab45110167|40ec7158b19a5446|40f449fffbf6b010
227,718.0836278281236,58250.77164911265,83103.99897745598,408670ab4511169c|40ec7158b1597ada|40f449fffbcfc8ee
228,718.0836278374421,58259.378499604194,83090.13857503944,408670ab451256cb|40ec726c1cab33b2|40f44922379a75e7
229,718.0836278374421,58389.430642598294,82812.17893983507,408670ab451256cb|40ec82adc7d2fc7e|40f437c2dcf00439
230,718.0836323189682,58154.3036795066,83104.99079435678,408670ab476bd6db|40ec6549b7be15aa|40f44a0fda4b2ef7
231,718.2672787932895,57150.59293452222,87779.37520129753,40867223631060be|40ebe7d2f951d1b3|40f56e3600d31365
232,718.3305832593388,57948.53996009052,83341.79319958294,408672a508d5fbb9|40ec4b91475a623e|40f458dcb0f20bbf
