point_index,Cmax,TEC,TWC,objective_key
31,763.9943949128193,52973.59424285297,94731.75608135975,4087dff48551eef1|40e9ddb30409966c|40f720bc18e8c494
32,768.2975374080854,52655.52425018725,89130.57912780465,408802615b4ae882|40e9b5f0c6a85425|40f5c2a9441b8453
33,770.8558703364758,52504.60117421094,93218.83311360245,408816d8d28c063e|40e9a3133cd1b2e6|40f6c22d546eedc6
34,774.5494578353523,53916.88103194458,88835.5150882469,408834654a264af4|40ea539c3169e796|40f5b0383dcd2c70
35,775.2352401214837,52174.77272603216,89781.80315775078,408839e1c592a3d6|40e979d8ba2bf19d|40f5eb5cd9bbf112
36,778.3639167522194,57503.957905774376,82503.95388367868,408852e94d2fa9fe|40ec13fea72a02b3|40f4247f431b8842
37,779.0290846916221,51839.39833392527,97352.13566121634,4088583b90c13aa6|40e94fecbf26c9be|40f7c4822bab1878
38,781.5379741163176,51425.23851913288,92518.66910020806,40886c4dc55f9d6e|40e91c27a1f2e066|40f6966ab4a26b76
39,783.3357852705178,51127.12506439638,93605.79628369334,40887aafb0301ad2|40e8f6e400870c8b|40f6da5cbd93f854
40,794.6612146266523,50282.876153533056,97472.87273647287,4088d54a2ae4e8de|40e88d5c09732258|40f7cc0df6ba8510
41,800.9513107446306,50364.68352767498,92577.68700684862,4089079c48cec42d|40e89795df756e3e|40f69a1afdfae4af
42,806.1530937192028,54048.83500594682,87606.65401063845,4089313989332998|40ea641ab85e6432|40f5636a76d3dbf6
43,808.6298148046316,56372.51726084396,84181.99287438896,40894509dc58236f|40eb86908d669d0a|40f48d5fe2d0415a
44,814.7380631044086,49646.76570392604,92571.30676318986,408975e78da0fe8e|40e83dd880a58518|40f699b4e88084c1
45,817.3093126152855,51024.96917194321,89993.09435021614,40898a7978e47722|40e8ea1f0374e109|40f5f89182755f4b
46,825.9896495578075,48635.37240960713,96405.95203612003,4089cfeacd632a46|40e7bf6beac78d6b|40f7895f3b8a3a02
47,835.3169705294741,58189.41221650285,81353.73281144115,408a1a8927d84f19|40ec69ad30e0a9d4|40f3dc9bb9987d5e
48,839.2137508482891,49363.208771607664,95621.31245524611,408a39b5c3013727|40e81a66ae41cb68|40f75854ffd11278
49,841.1822244168837,52134.58524557797,87730.07570627394,408a497532133863|40e974d2ba54ef30|40f56b213617c82b
50,850.1952939845123,55423.33381954212,85103.00546282636,408a918ff64ae4b0|40eb0feaaea65205|40f4c6f016603049
51,852.3193226401706,47920.71255127489,99522.75341407042,408aa28df907433e|40e76616cd3854cc|40f84c2c0dfbe98d
52,856.8781158345741,50177.33560976464,91283.88541505337,408ac70661983cc4|40e8802abd50b06b|40f6493e2aa8f99a
53,862.2053425999526,48216.282528477495,96404.85654496045,408af1a48aa93a2d|40e78b090a792961|40f7894db4687d0b
54,870.0864869481688,50379.10615479732,91092.18386565239,408b30b12011af54|40e89963659ebeda|40f63d42f11d1c3e
55,871.016546097759,48886.059246823,94108.39273263156,408b3821e2eba603|40e7dec1e55997e6|40f6f9c648a2030a
56,886.8844662584016,49548.78377176882,92073.48388281323,408bb713630bb201|40e8319914a88854|40f67a97bdfbe79f
57,890.3451515553255,47614.50644409812,101687.40888080755,408bd2c2ded1924b|40e73fd034ca40d6|40f8d3768ac69a06
58,902.5185052268374,47731.852525751005,98531.40725904795,408c3425e6118093|40e74e7b47e41572|40f80e368422103f
59,904.6769350466819,51610.87628630747,88715.56470461094,408c456a5cebf81f|40e9335c0a899511|40f5a8b90907b3be
60,905.1429661173984,48848.039564829196,94130.2361143154,408c4924cb6b754c|40e7da01441d75ef|40f6fb23c71fcdec
61,908.8727351760864,50237.56893142542,91166.39676318235,408c66fb5c947ae1|40e887b234afad3b|40f641e6592459c7
62,909.019348439348,47513.433513594755,104947.16668732066,408c6827a02791d4|40e7332ddf57e6fb|40f99f32aac052ee
63,911.446440505535,49220.57169801447,93872.7990984279,408c7b924f66570f|40e808924b59a26b|40f6eb0cc91b6ee2
64,912.7743823177292,53963.910889522755,86209.47456889336,408c8631ef5b49fb|40ea597d2601c8d0|40f50c1797d58d4b
65,916.2765576728951,47516.000658288205,104023.636127151,408ca23663de8457|40e73380056487ca|40f9657a2d93a9da
66,917.135703370626,52085.809201958844,87457.38785152473,408ca915eba6165d|40e96eb9e4fb81a3|40f55a1634a3cce7
67,918.234158299995,47561.59178795731,102908.84604509552,408cb1df8e630486|40e73932efed4c5a|40f91fcd89669503
68,924.7351894336182,47411.88690949643,106255.27208297006,408ce5e1aaff6e0a|40e7267c61900636|40f9f0f45a73ac23
69,927.8380703515231,56965.099862816205,83844.93951095866,408cfeb45e3a7c50|40ebd0a332138136|40f4784f083ca49b
70,928.4341860858984,47433.28868775167,102344.8048771618,408d0379368dfa7f|40e729293cee1886|40f8fc8ce0c6dff4
71,937.385420261617,47312.27751254804,102992.67842443907,408d4b155737d6e3|40e71a08e161fec2|40f9250adad395aa
72,938.2996144998253,50567.93624838791,90318.59958287475,408d52659c497142|40e8b0fdf5bf2de0|40f60ce997e43665
73,939.3253926785881,48500.45622159647,95470.23995316126,408d5a9a677a0726|40e7ae8e995e0892|40f74ee3d6d92043
74,940.5146453468036,47291.0896901908,108671.41939738512,408d641dfe612c7b|40e71762debdf688|40fa87f6b5da0852
75,943.8302083665293,47163.146112320486,108236.96399634713,408d7ea44448b8df|40e70764acf3bec1|40fa6ccf6c876f06
76,947.6932953753125,47369.089770356055,102516.64328656942,408d9d8bde721b7b|40e72122df6614ed|40f9074a4ae6db9a
77,953.7136573592018,47368.34037415248,99801.22134712535,408dcdb591fd5292|40e7210ae45855aa|40f85d938aa34887
78,963.7866188296928,46597.31661857176,112741.60732857822,408e1e4afed01f96|40e6c0aa21bd4560|40fb8659b79e2bd6
79,967.6715445486686,46978.61010238299,106539.67120022043,408e3d5f52bf92b6|40e6f05385f56ec5|40fa02babd3c713d
80,973.2378735460353,46727.13055873361,111358.88166380927,408e69e72a3ee671|40e6d0e42d898262|40fb2fee1b4b82ae
81,977.51632214297,46642.68104199305,111966.81673105615,408e8c216d80f20e|40e6c655cb1893eb|40fb55ed1154957d
82,988.3989708874506,49341.48181671393,93201.3519969932,408ee33117a60d40|40e817af6b0ae2a0|40f6c115a1c79961
83,992.5519711390808,46864.13655437714,110504.45621850243,408f046a6fd83581|40e6e2045ea748fe|40fafa874cabc5bc
84,994.5562222854684,51988.16499925203,88358.02309673626,408f147324ab6b25|40e9628547ac82eb|40f592605e9aaeee
85,995.9428027727729,47096.50418287895,101309.50603851042,408f1f8adc2e1d1a|40e6ff1022442209|40f8bbd818bbd64c
86,998.3135026199881,46792.347600049405,103800.98343269539,408f32820da96079|40e6d90b1f8a2389|40f9578fbc23ec08
87,998.7813872542283,54022.94856486165,85390.70588991839,408f364047f5f360|40ea60de5aa4b25d|40f4d8eb4b533a21
88,999.570274389544,46658.27263680218,106500.08604600091,408f3c8fec04e6b4|40e6c848b970d0a2|40fa00416071c57e
89,1000.0023071787041,50525.76435391125,88750.854144413,408f4004b9a048a4|40e8abb87596556c|40f5aaedaa9354fe
90,1003.8068780217523,46460.92133635772,108839.51721107803,408f5e747c76da4c|40e6af9d7b9662a1|40fa9278467f1f94
91,1008.4528808586559,46347.8885959052,114019.18511395218,408f839f7fffe74b|40e6a17c6f60ae06|40fbd632f63a0c2a
92,1011.6149776063717,46453.21611326294,109451.60955806288,408f9ceb7961191c|40e6aea6ea665c92|40fab8b9c0bff491
93,1011.637876545196,47557.445949000015,98898.7517205131,408f9d1a5f04a405|40e738ae4536d658|40f8252c070c16b8
94,1011.8348800360749,46693.649932285814,104423.15193371198,408f9eadd5959833|40e6ccb4cc3ecb06|40f97e726e520b42
95,1034.990520441994,56237.55746960777,82406.19976534467,40902bf64afda189|40eb75b1d6ca80bc|40f41e63323d2564
96,1045.0379056084332,46087.23986068004,116715.7956621167,40905426d0ba5239|40e680e7acf04e0c|40fc7ebcbb08331e
97,1048.8420578121036,48187.531309673446,96826.58546696854,4090635e4467314e|40e78771007d24f0|40f7a3a95e129cac
98,1052.061941762072,46103.44447591256,107596.7071608413,4090703f6da9496c|40e682ee39258c8a|40fa44cb5087e2e6
99,1061.7964863938676,46444.75784022129,104654.76668910091,4090972f9a21157b|40e6ad98403a22c1|40f98cec445bca6a
100,1065.3848975505603,45949.44987215436,118457.6917928004,4090a58a22955fde|40e66fae655a49cb|40fceb9b119553d5
101,1070.7145588189844,46527.77832070188,104475.77840743,4090badbb54e9a6d|40e6b7f8e800d10c|40f981bc745b596d
102,1083.6433737242758,45767.43957017598,113329.72539711851,4090ee92d08fc37b|40e658ee10f57944|40fbab1b9b3a024a
103,1088.36848024801,45990.76432135962,110137.43162115781,4091017952e2d9b3|40e674d875521166|40fae396e7eb9651
104,1088.4492621898085,45762.29986752793,113832.88647637088,409101cc0b63323a|40e658499883c933|40fbca8e2f01d8da
105,1115.1000416624863,47884.81211192906,97850.32943163908,40916c6671525277|40e76199fcd22800|40f7e3a5455a1c42
106,1124.791165414444,45913.28145942952,110882.5701330686,4091932a2744330e|40e66b2901b7349e|40fb12291f43da40
107,1134.1294023340163,46403.47873060062,105308.76799924352,4091b884820ba281|40e6a86f51c2d628|40f9b5cc49b99324
108,1159.3871103287468,45335.65212182398,117775.58363455493,40921d8c66a667a5|40e622f4de2e9660|40fcc0f956912fe4
109,1160.283587947653,45866.63954501847,110322.67074827162,4092212264e102d6|40e6655477271d55|40faef2abb628a27
110,1178.3491300896694,46673.47832302649,101688.2563821158,40926965825bb4b8|40e6ca2f4e6c1776|40f8d3841a24222a
111,1185.5643610271707,46251.93802296361,104345.79762395556,40928641e7db6b57|40e6957e0448bbf3|40f9799cc311563a
112,1222.664059145148,45661.772217085156,113096.36875632359,40931aa7ff1edc15|40e64bb8b6009ac5|40fb9c85e66d07e0
113,1288.4763696153957,45378.88859756074,111594.27424033829,409421e7cd6fbbbb|40e6285c6f6426d6|40fb3ea46349d643
114,1298.730818654574,46103.94989237194,103418.13393044902,40944aec5bb9b2cf|40e682fe6584b006|40f93fa224944128
115,1323.4124255085603,46043.47867747255,107772.83467697262,4094ada652df5d36|40e67b6f51536b3e|40fa4fcd5ad63dc2
116,1365.8585976196568,45607.577875600065,107531.54968367619,4095576f3436e366|40e644f27df4f86e|40fa40b8cb811c46
117,1369.1066329011553,46798.381418592864,98105.76519421037,4095646d312cdc8f|40e6d9cc3494c3ce|40f7f39c3e3c48ca
118,1496.7293959457381,46232.10476017509,101770.53952711719,409762eae6c5531f|40e693035a3202be|40f8d8a8a1e72fba
