run_id,seed,arm,variant,approx_count,pfref_count,pfref_sha256,hv,igd
A0-seed-20260808,20260808,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5723169191067523,0.22761915478613753
A0-seed-20260809,20260809,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.4284949691648434,0.290315152476361
A0-seed-20260810,20260810,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.2874055534802443,0.429062542573959
A0-seed-20260811,20260811,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.4810215878584614,0.28482107200720447
A0-seed-20260812,20260812,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.3708299040879709,0.3536000236168482
A0-seed-20260813,20260813,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.462892531915068,0.28228666162605043
A0-seed-20260814,20260814,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5010537792630486,0.30693908976766976
A0-seed-20260815,20260815,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6357691330789974,0.20949997186360508
A0-seed-20260816,20260816,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.3944975265660009,0.33213600924034165
A0-seed-20260817,20260817,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5225292817630547,0.260841059714232
A0-seed-20260818,20260818,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5276676473728346,0.24838935897086098
A0-seed-20260819,20260819,A0,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.42480084197142587,0.3239661244676049
A1-seed-20260808,20260808,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.49546669579198466,0.26641829070014406
A1-seed-20260809,20260809,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6436593218845084,0.20253707432456547
A1-seed-20260810,20260810,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.3254363084433706,0.3986106074134943
A1-seed-20260811,20260811,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.3361211836415322,0.40252941480023674
A1-seed-20260812,20260812,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5518688017038154,0.27396573078955727
A1-seed-20260813,20260813,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5167377845331946,0.26712627044930687
A1-seed-20260814,20260814,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.4275610704542573,0.30789766920956185
A1-seed-20260815,20260815,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.4324597588689621,0.3127042200545331
A1-seed-20260816,20260816,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5684929851090529,0.2520961094597807
A1-seed-20260817,20260817,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.4001238114215264,0.34694966146390455
A1-seed-20260818,20260818,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.44239259187545216,0.2841673031298008
A1-seed-20260819,20260819,A1,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.4980825880343533,0.2811295014428492
A2-seed-20260808,20260808,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.7646687727460622,0.13157225354509947
A2-seed-20260809,20260809,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5100875413377001,0.25274179992315227
A2-seed-20260810,20260810,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6206209845229227,0.201897863580978
A2-seed-20260811,20260811,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.3191063647199107,0.38256765836221074
A2-seed-20260812,20260812,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6702573105851192,0.17564971978014932
A2-seed-20260813,20260813,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6168368282465646,0.182401581074769
A2-seed-20260814,20260814,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6338051032526588,0.18188961833905037
A2-seed-20260815,20260815,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5979957385875321,0.24324988239206338
A2-seed-20260816,20260816,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.48335893903170424,0.26868670844239295
A2-seed-20260817,20260817,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5795838252019958,0.1971001060628173
A2-seed-20260818,20260818,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.43375901463585737,0.29273153564931204
A2-seed-20260819,20260819,A2,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.7509562925841792,0.1800867775591544
A3-seed-20260808,20260808,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5749840683150598,0.22008837281431992
A3-seed-20260809,20260809,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.549089202312298,0.19287646602429448
A3-seed-20260810,20260810,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.45300165404062903,0.25757166481274457
A3-seed-20260811,20260811,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.4176761309665772,0.27745892346010326
A3-seed-20260812,20260812,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.48961078001844943,0.2333368494435829
A3-seed-20260813,20260813,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.33681110568390304,0.32426479061424746
A3-seed-20260814,20260814,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.3305817765865134,0.33612274639023615
A3-seed-20260815,20260815,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.599226165424583,0.23681155532357986
A3-seed-20260816,20260816,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.4107785852595158,0.2929447632087999
A3-seed-20260817,20260817,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5929344416317168,0.19448341695994464
A3-seed-20260818,20260818,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5842489741398571,0.20791719778691004
A3-seed-20260819,20260819,A3,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.47718304838705194,0.29875409293823085
A4-seed-20260808,20260808,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6675868943955955,0.19355736265566156
A4-seed-20260809,20260809,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5613614794740014,0.20024386910219744
A4-seed-20260810,20260810,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6493849584279814,0.17849073560873113
A4-seed-20260811,20260811,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.609452311493335,0.18993227238011567
A4-seed-20260812,20260812,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.8079273485937934,0.18399832160295904
A4-seed-20260813,20260813,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6022925199490408,0.211404448589334
A4-seed-20260814,20260814,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5060835803294554,0.22079803989145694
A4-seed-20260815,20260815,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6513305376315575,0.15849016330186436
A4-seed-20260816,20260816,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.5215019158786864,0.21612142970665385
A4-seed-20260817,20260817,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.7648318970493937,0.1228194445081829
A4-seed-20260818,20260818,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.6149945258652354,0.16089198464610663
A4-seed-20260819,20260819,A4,k25,25,119,e0048fbd03552b3574a432f0071b7ea1b721d03b264774f724b0a200bc26c501,0.4776317703975145,0.23167369951244204
