treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
8,20/40/20/20,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,6e7529f2dc6f6af00cfcd333c3344f621bf155bf4c42a8c7f2adee8d0482eae5
