runId,seed,algorithm,sourceKind,status,FE,frontSize,initialPopulationHash,runNanos,representationRepairs
seed-20260826-ZHANGBO_A4,20260826,ZHANGBO_A4,ZHANGBO_CURRENT,COMPLETED,50000,134,4177c16ff47401254d81a9cb39faa548b5b0af5c69cb724d1e7e2244432a1f35,8915947200,0
