runId,seed,algorithm,sourceKind,status,FE,frontSize,initialPopulationHash,runNanos,representationRepairs
seed-20260825-HMOPSO_QGS_F,20260825,HMOPSO_QGS_F,ZHANGBO_CURRENT,COMPLETED,500000,234,8635ec0750692742409ddf0e4aca29572f1877080fe18e9f649ff046e9d11c0d,17754558500,0
