source_archive,restored_root,instance,seeds,arms,run_count,pilot_metrics_rows,remote_execution_started,frozen_jar_modified,pddr_modified
G:\ResearchArchive\ZhangBo-V35-Paper-Evidence-20260823\remote-campaigns\zhangbo-v35-stage2-master-v2-20260823.tar.gz,C:\Users\33056\AppData\Local\Temp\v35-a2-a3-restore-efsfbotf,100_2_3_1,20260808;20260809;20260810;20260811;20260812;20260813;20260814;20260815;20260816;20260817;20260818;20260819,A2;A3,24,60,false,false,false
