decision,rank,mixture,medianDeltaCmax,medianDeltaTEC,medianDeltaTWC,medianDeltaHV,medianDeltaIGD,modelAdequate,reason
DEVELOPMENT_TOP3,1,30/50/10/10,0.022500377121879748,-0.003608608655022956,0.008688852140448384,-0.003451772170667869,0.011117439692968653,false,observed paired-median fallback after five-dimensional Pareto filter
DEVELOPMENT_TOP3,2,25/25/25/25,0.009751824044403579,0.005198440846255384,0.013772942593847398,0.01574678898785677,-0.037296448607531944,false,observed paired-median fallback after five-dimensional Pareto filter
DEVELOPMENT_TOP3,3,20/40/30/10,-0.006478120563220335,0.007887982520399829,-0.012012666508955102,0.018298474595968763,-0.08549363629319422,false,observed paired-median fallback after five-dimensional Pareto filter
