actualFE,rawSource,firstLevelSource,attributionEligible,candidateFingerprint,Cmax,TEC,TWC,parentFingerprint,lineageId,parentLineageId,QgAction,QpAction,QgTeacherHash16,QpTeacherHash16,subSwarmRole,JSChanged,FAChanged,MAChanged,WAChanged,JSChangeCount,FAChangeCount,MAChangeCount,WAChangeCount,finalEvaluate
6910,INTRA_FACTORY_VNS,INHERITED_LS,true,73e90e5dd4ecc7d99419b1f3e3f6d4e856efd3672f30ab6ea564ee1b53959145,862.4424585822094,129360.6136875097,375183.1925294023,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
6911,INTRA_FACTORY_VNS,INHERITED_LS,true,a4287e2f47337161b033e04e2bae03f1c0b0285ab3747dea841df756ef8466f8,837.0825407826184,129277.54492385624,372584.0291310169,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
6912,INTRA_FACTORY_VNS,INHERITED_LS,true,54f562ec9df11c4513098e34b866e405da12aabf2f60af8806bb968d0453b706,843.7040248503098,129207.08068033494,376381.0780901459,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6913,INTRA_FACTORY_VNS,INHERITED_LS,true,beed43cab810446abdaa30e1c7ec47cf458b2d9147b8af56d07a243c32bfeb76,847.5134815834227,129333.04330454912,372970.24897367274,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
6914,INTRA_FACTORY_VNS,INHERITED_LS,true,5a7aba5ecbed0d79591c0ec2114e9fd97669932cacfbc25cbbc657d8897170ec,853.5065790287085,129294.90535329265,372244.57891013747,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,5,4,6,4,false
6915,INTRA_FACTORY_VNS,INHERITED_LS,true,2aabf656928da1c8f108d26aeab1fd12f2f6f738dcfc7654533441aec767954e,833.1904165896933,129910.54712886242,365929.1746995626,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,21,14,12,16,false
6916,INTRA_FACTORY_VNS,INHERITED_LS,true,3cd97a38323e3038c2b253269dbc72f0cc14e8b8f61b6fd794cf632fc790e6be,840.4316093564682,129341.7389828937,374420.56269478594,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,17,10,8,12,false
6917,INTRA_FACTORY_VNS,INHERITED_LS,true,c3bd78b60a31315984e18574f7ef621335ff4137f87fe73e6db54dd6ddae69c0,841.873790067746,129067.96254839838,371336.1452735895,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,false,true,2,0,0,3,false
6918,INTRA_FACTORY_VNS,INHERITED_LS,true,3678892c02b59a9a8722f1514f6997ae467dd4c1127c709e67b3d325c6fec6a5,881.3957665848518,129169.0093844014,378125.6003694799,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
6919,INTRA_FACTORY_VNS,INHERITED_LS,true,73e90e5dd4ecc7d99419b1f3e3f6d4e856efd3672f30ab6ea564ee1b53959145,862.4424585822094,129360.6136875097,375183.1925294023,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
6920,INTRA_FACTORY_VNS,INHERITED_LS,true,a4287e2f47337161b033e04e2bae03f1c0b0285ab3747dea841df756ef8466f8,837.0825407826184,129277.54492385624,372584.0291310169,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
6921,INTRA_FACTORY_VNS,INHERITED_LS,true,54f562ec9df11c4513098e34b866e405da12aabf2f60af8806bb968d0453b706,843.7040248503098,129207.08068033494,376381.0780901459,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6922,INTRA_FACTORY_VNS,INHERITED_LS,true,beed43cab810446abdaa30e1c7ec47cf458b2d9147b8af56d07a243c32bfeb76,847.5134815834227,129333.04330454912,372970.24897367274,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
6923,INTRA_FACTORY_VNS,INHERITED_LS,true,27cc503411534ef32a1ce8ceb622b277b235e5f1cdda8b189d4ed475d07d0d9d,833.2650256407262,129461.18511945341,372492.2220390365,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,11,7,13,10,false
6924,INTRA_FACTORY_VNS,INHERITED_LS,true,b4f6af85a11cc21b1942e28b3fb4487df1f360c2bcda27970884a4608c5b9ab1,861.8456660206226,129687.4744481524,376554.2751294689,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,78,42,57,59,false
6925,INTRA_FACTORY_VNS,INHERITED_LS,true,d0f55e04e0b3c3615e813e82e6353c2f59c7893179e6f5f9febdac24c6bc454b,892.3262556019719,129604.1818917171,383300.0158860077,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,79,46,56,58,false
6926,INTRA_FACTORY_VNS,INHERITED_LS,true,c3bd78b60a31315984e18574f7ef621335ff4137f87fe73e6db54dd6ddae69c0,841.873790067746,129067.96254839838,371336.1452735895,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
6927,INTRA_FACTORY_VNS,INHERITED_LS,true,3678892c02b59a9a8722f1514f6997ae467dd4c1127c709e67b3d325c6fec6a5,881.3957665848518,129169.0093844014,378125.6003694799,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
6928,INTRA_FACTORY_VNS,INHERITED_LS,true,73e90e5dd4ecc7d99419b1f3e3f6d4e856efd3672f30ab6ea564ee1b53959145,862.4424585822094,129360.6136875097,375183.1925294023,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
6929,INTRA_FACTORY_VNS,INHERITED_LS,true,a4287e2f47337161b033e04e2bae03f1c0b0285ab3747dea841df756ef8466f8,837.0825407826184,129277.54492385624,372584.0291310169,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
6930,INTRA_FACTORY_VNS,INHERITED_LS,true,54f562ec9df11c4513098e34b866e405da12aabf2f60af8806bb968d0453b706,843.7040248503098,129207.08068033494,376381.0780901459,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6931,INTRA_FACTORY_VNS,INHERITED_LS,true,beed43cab810446abdaa30e1c7ec47cf458b2d9147b8af56d07a243c32bfeb76,847.5134815834227,129333.04330454912,372970.24897367274,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
6932,INTRA_FACTORY_VNS,INHERITED_LS,true,edb1c2602d37b5597eb4ee2ef2932112ea01a3d969bd6d739fd1ad3fd33ab686,821.74029789288,129450.6817443585,374113.69666231546,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,19,13,15,8,false
6933,INTRA_FACTORY_VNS,INHERITED_LS,true,4fb7358d57cacf9c5467c8bc4f03457d7bafc9329d7e6110ff38288581d11578,824.4145446211501,129540.90330610014,376665.55791365856,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,4,2,4,2,false
6934,INTRA_FACTORY_VNS,INHERITED_LS,true,79f616f62785f0a077a4635cec646258e3fe371ee5e67bef92b66335f1b7d15b,875.1533060123106,129577.66808089684,385219.3238759348,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,5,2,4,4,false
6935,INTRA_FACTORY_VNS,INHERITED_LS,true,43093a7c3e6c181f2ebe93f6bb6bc712b35579716da9f20c186eba35fc8542c7,835.7070614882234,129306.91327503079,373176.4174905014,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
6936,INTRA_FACTORY_VNS,INHERITED_LS,true,92410f8fa1c1bfd3beae11d97502e31f2e531b5c59f9dd523b0cd93f3167608e,855.8228147481735,129341.43626989966,379565.8528313978,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
6937,INTRA_FACTORY_VNS,INHERITED_LS,true,a056b8cf5b4dea5a59d80822da4d66c4d3628affea802da8ca3d914cef28e220,844.4302750733818,129632.00850258872,377401.4396278389,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
6938,INTRA_FACTORY_VNS,INHERITED_LS,true,aef06e5cdc7435443eb8798f67291363cfb751c9d4bc6c9fc03756b15b0d14e5,835.8715476392472,129449.24363859481,374931.8279622422,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
6939,INTRA_FACTORY_VNS,INHERITED_LS,true,49712c6eff3f65bd4346b16facb0f5da1ca215c6fe0b4c20021921973263c5bc,852.319411972348,129354.47091465961,379832.4133692955,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6940,INTRA_FACTORY_VNS,INHERITED_LS,true,706ac067bdf6138e39cb1f6bbb0a04cb052ac9d016449b64c1ee20b3568c67fd,829.5140181645264,129440.05726177743,375156.24537403847,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
6941,INTRA_FACTORY_VNS,INHERITED_LS,true,31b69132f92569139529fc287b3eca7771f48da5fc170f9971683a8a0158dfcd,853.173882810963,129745.07476005878,379832.14741577546,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,64,42,52,43,false
6942,INTRA_FACTORY_VNS,INHERITED_LS,true,9d02f13cc8d066a852b9c193e6f698cdeb160ac106285a57d0df1c70db3d12d9,826.4687482666129,130413.78561552204,372675.6992255773,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,71,43,52,50,false
6943,INTRA_FACTORY_VNS,INHERITED_LS,true,ceeb3b63d864c6e8be434e3ec1d9947ab2aa74e53d93431bac495ac9db1b610b,821.74029789288,129450.6817443585,374113.69666231546,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,34,18,32,26,false
6944,INTRA_FACTORY_VNS,INHERITED_LS,true,43093a7c3e6c181f2ebe93f6bb6bc712b35579716da9f20c186eba35fc8542c7,835.7070614882234,129306.91327503079,373176.4174905014,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
6945,INTRA_FACTORY_VNS,INHERITED_LS,true,92410f8fa1c1bfd3beae11d97502e31f2e531b5c59f9dd523b0cd93f3167608e,855.8228147481735,129341.43626989966,379565.8528313978,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
6946,INTRA_FACTORY_VNS,INHERITED_LS,true,a056b8cf5b4dea5a59d80822da4d66c4d3628affea802da8ca3d914cef28e220,844.4302750733818,129632.00850258872,377401.4396278389,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
6947,INTRA_FACTORY_VNS,INHERITED_LS,true,aef06e5cdc7435443eb8798f67291363cfb751c9d4bc6c9fc03756b15b0d14e5,835.8715476392472,129449.24363859481,374931.8279622422,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
6948,INTRA_FACTORY_VNS,INHERITED_LS,true,49712c6eff3f65bd4346b16facb0f5da1ca215c6fe0b4c20021921973263c5bc,852.319411972348,129354.47091465961,379832.4133692955,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6949,INTRA_FACTORY_VNS,INHERITED_LS,true,706ac067bdf6138e39cb1f6bbb0a04cb052ac9d016449b64c1ee20b3568c67fd,829.5140181645264,129440.05726177743,375156.24537403847,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
6950,INTER_FACTORY_LS,INHERITED_LS,true,0f3053a5069a7627ad5e24b4addca4c157817fe285ba7c8a31a88b17cf1d7875,899.8634599354288,130131.68246343029,376780.07280733634,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,85,58,62,65,false
6951,INTER_FACTORY_LS,INHERITED_LS,true,4d7e553d00856a3896c1f56fe3db3df653472d644c22f6c8aaf9b1b9fae06218,876.7996132218233,130923.61800325033,378424.9147576386,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,true,true,false,0,1,1,0,false
6952,INTRA_FACTORY_VNS,INHERITED_LS,true,7f364c83b0956e4f5ff2f410c371ae058a75f8268c51bfaeee7fdc563c7b3cba,882.3778571960324,130697.62780697295,380054.96442965075,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,57,42,44,37,false
6953,INTRA_FACTORY_VNS,INHERITED_LS,true,53a644de34292f46466a046438f031afc612a56e54a76f21bcbf8814af239108,880.7083277746824,131060.64392457971,373188.7105004436,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,67,45,55,46,false
6954,INTRA_FACTORY_VNS,INHERITED_LS,true,847a1c3051ec70708bb84c6f51a591789e2fcfa354469ba613539ae6c4f4e740,874.6496835451635,131137.9953259769,378262.7919489845,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,18,6,18,14,false
6955,INTRA_FACTORY_VNS,INHERITED_LS,true,c0ae8198add0d85a7078f2b87f1a65b1ff931c7ce5a0ebeaea9f8354fa85e6d9,883.796103095297,131059.02432347229,377542.48694276327,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
6956,INTRA_FACTORY_VNS,INHERITED_LS,true,dd2abc6e29f051047d989415c34d9e5f116783b903b48bec9b5ac0b4ca694382,874.0448315299836,130960.12103913099,379000.31253616785,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
6957,INTRA_FACTORY_VNS,INHERITED_LS,true,6ba379e0597683b0a2b28d85325270601db7598bd7cbd8868ce949c8ab00838c,871.9402267499487,130851.55130010257,383149.998403488,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
6958,INTRA_FACTORY_VNS,INHERITED_LS,true,45dbd0ced6646641dd2bb5ede4dc72cf3309b4e4f77fcc92af5802b93a722ff2,897.4288311720062,131016.0851167465,383065.85363316245,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,1,0,false
6959,INTRA_FACTORY_VNS,INHERITED_LS,true,d1499270fb9ac5d84ddece3661c90aa916c84033a78f53ccfaee633810b53b07,872.5407175775993,130796.94438467963,382031.6102252004,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6960,INTRA_FACTORY_VNS,INHERITED_LS,true,a6be6790b9019c49e1d9ec961fd3d180559b8f04fc2108f469c22668b95302ae,869.4425774173908,131097.79044134278,379950.9651717248,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,1,0,false
6961,INTRA_FACTORY_VNS,INHERITED_LS,true,72e5cdc9979803ec521c0b0b8b8df4c27bb0659835a9eb1bb16aac98826378aa,879.3023208526208,131275.72474266286,379498.3306510294,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,17,13,12,10,false
6962,INTRA_FACTORY_VNS,INHERITED_LS,true,b63fac7beb3b412ed42a7b9d03e2018c06a010922e750b9b202e1b3e56b3d293,873.2494237820592,131198.19603486403,399389.6299886416,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,93,64,76,60,false
6963,INTRA_FACTORY_VNS,INHERITED_LS,true,344f4f195144c9ecb0bb34bf5c0302446911e5427dc9bd3dc44232dd0132f0f7,879.33817245938,130788.23538146821,377095.65536451177,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,95,64,77,60,false
6964,INTRA_FACTORY_VNS,INHERITED_LS,true,4e5f9c10423600c2cc388cf8a29f8788074ddebe65940c104f7b66dadfdf28c8,865.2716925241364,131121.3158101044,378664.67256093305,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,1,false
6965,INTRA_FACTORY_VNS,INHERITED_LS,true,5f6ba6e58937e629f7055d518168a592ddcd550961271ba7c406506b1f62937a,869.261918493655,130571.24723180158,378478.311990626,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
6966,INTRA_FACTORY_VNS,INHERITED_LS,true,1c8e73b4b28d0ca92f030d0a897a491765d0968eeb8eee26f795ed9da402acfc,866.6611504080951,131087.46058022353,379736.54977014754,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,3,false
6967,INTRA_FACTORY_VNS,INHERITED_LS,true,93654770d0398ca92a6358649b62887d149e4d2dc3277267d4c816fda978eb87,891.768681138788,130831.02442480049,380362.2136069332,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
6968,INTRA_FACTORY_VNS,INHERITED_LS,true,39386d04c8e9a786e25b131b9dc2cb0e1a6bde1428123ae4523fc2053d051391,876.9997942015398,131438.54283139383,377455.6564002244,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6969,INTRA_FACTORY_VNS,INHERITED_LS,true,4b7c3ae3ee8a295545c019a335e29eaef304fb3728e5051b2d3f618afe64b581,872.8760133234363,131399.64928554816,379355.20883114845,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
6970,INTRA_FACTORY_VNS,INHERITED_LS,true,8832b12d32518ef9052a79f5c6b828f3efab9498c4f8a30be67083b4266b04dc,883.6351782653564,131190.8232401252,379461.02904614946,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,26,17,21,20,false
6971,INTRA_FACTORY_VNS,INHERITED_LS,true,9315d638f87f9d2affda604df93ec0b8e85acc08197de927cc5f08637b556262,869.4325397880252,131044.3484716644,377590.438786748,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,46,31,36,36,false
6972,INTRA_FACTORY_VNS,INHERITED_LS,true,27479bdc97b74c2ec9d399e5c3a871082f06752c39acc9031bc6507070d2f072,887.9220113503569,130639.19831102481,378710.9294718944,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,22,14,16,18,false
6973,INTRA_FACTORY_VNS,INHERITED_LS,true,293d3045c879e12c936398bc8aa5831358f1632d06178c056b88d6a866864faf,874.4804593711606,131071.44148124334,379072.1964182938,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
6974,INTRA_FACTORY_VNS,INHERITED_LS,true,5f6ba6e58937e629f7055d518168a592ddcd550961271ba7c406506b1f62937a,869.261918493655,130571.24723180158,378478.311990626,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
6975,INTRA_FACTORY_VNS,INHERITED_LS,true,1c8e73b4b28d0ca92f030d0a897a491765d0968eeb8eee26f795ed9da402acfc,866.6611504080951,131087.46058022353,379736.54977014754,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,3,false
6976,INTRA_FACTORY_VNS,INHERITED_LS,true,93654770d0398ca92a6358649b62887d149e4d2dc3277267d4c816fda978eb87,891.768681138788,130831.02442480049,380362.2136069332,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
6977,INTRA_FACTORY_VNS,INHERITED_LS,true,39386d04c8e9a786e25b131b9dc2cb0e1a6bde1428123ae4523fc2053d051391,876.9997942015398,131438.54283139383,377455.6564002244,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6978,INTRA_FACTORY_VNS,INHERITED_LS,true,4b7c3ae3ee8a295545c019a335e29eaef304fb3728e5051b2d3f618afe64b581,872.8760133234363,131399.64928554816,379355.20883114845,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
6979,INTRA_FACTORY_VNS,INHERITED_LS,true,58a7a668f7cb96a7ed2354816654efc29386d63013f2caa36306b544372eca4a,869.055695285745,131002.09299901588,377023.7287138771,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,41,31,34,27,false
6980,INTRA_FACTORY_VNS,INHERITED_LS,true,fc659489d42f9d0588c64c8592af8c06357f2b8bf5aa8f75f85a28a9efd0799e,864.5586328998331,131482.80583662348,377380.0646817358,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,58,39,46,39,false
6981,INTRA_FACTORY_VNS,INHERITED_LS,true,1393c249056f02e0de7ae62c9afcac6f69fe5ec9f14146e545674fb8c26d6331,877.4302343140935,131448.18950770592,379542.98460053443,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,false,false,2,0,0,0,false
6982,INTRA_FACTORY_VNS,INHERITED_LS,true,c33d3cd18719347dec1e4db88ab7aec30d2b44555060419cfab4aef49a76a130,876.6954165293071,131279.4621668774,378773.24005600496,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,false,true,2,0,0,1,false
6983,INTRA_FACTORY_VNS,INHERITED_LS,true,5e1b31d03218e02111c3ba7e125ea3752c643711406ece99653829b9ecff5641,907.7518333956215,131570.08684816293,385661.64263745106,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
6984,INTRA_FACTORY_VNS,INHERITED_LS,true,069028b42a978011e892ae9b1e6ecedf73b6bf101bedd18c9fef9ba0f274e6b5,884.6917049349928,131259.2409285858,381338.2754093144,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
6985,INTRA_FACTORY_VNS,INHERITED_LS,true,b9019eba1ed4359f742d482eaae31861529cfe945cf0b8612dd71bfde6a4f8f0,903.4526819852697,131381.46989299572,380471.1571379042,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
6986,INTRA_FACTORY_VNS,INHERITED_LS,true,232be1c04f3b53ba8daeeeff4fa75e02ef068d5f4b3638bc745edb5a4ae331a2,885.2175412093729,131241.741937961,379293.4707669081,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6987,INTRA_FACTORY_VNS,INHERITED_LS,true,576bdc63e016057f2ee13fd2c4b72796af10518c59ef35e376b10628125cada1,891.0429117839672,131266.5498285738,380248.29625282873,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,1,0,false
6988,INTRA_FACTORY_VNS,INHERITED_LS,true,5b522a9fad91e65939c34ad7de5c435c09755c094ce316c6c1d432f67559a447,936.9172055433421,131444.62269324664,390400.7314952493,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,10,6,9,6,false
6989,INTRA_FACTORY_VNS,INHERITED_LS,true,22ae6ecf0a1f7b66f389d2676d0522ae55aca3dd0b944ed2c8b74ca3a411673b,950.0391741317628,131433.77774017095,404851.5069881782,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,72,42,52,52,false
6990,INTRA_FACTORY_VNS,INHERITED_LS,true,cf23500728dc1000a07d05b4ae2737d4f3a43e1e5fafe39622cb318e47d701f4,880.1557709059038,131225.24051147024,377215.04423231597,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,73,40,52,54,false
6991,INTRA_FACTORY_VNS,INHERITED_LS,true,c33d3cd18719347dec1e4db88ab7aec30d2b44555060419cfab4aef49a76a130,876.6954165293071,131279.4621668774,378773.24005600496,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,1,false
6992,INTRA_FACTORY_VNS,INHERITED_LS,true,5e1b31d03218e02111c3ba7e125ea3752c643711406ece99653829b9ecff5641,907.7518333956215,131570.08684816293,385661.64263745106,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
6993,INTRA_FACTORY_VNS,INHERITED_LS,true,069028b42a978011e892ae9b1e6ecedf73b6bf101bedd18c9fef9ba0f274e6b5,884.6917049349928,131259.2409285858,381338.2754093144,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
6994,INTRA_FACTORY_VNS,INHERITED_LS,true,b9019eba1ed4359f742d482eaae31861529cfe945cf0b8612dd71bfde6a4f8f0,903.4526819852697,131381.46989299572,380471.1571379042,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
6995,INTRA_FACTORY_VNS,INHERITED_LS,true,232be1c04f3b53ba8daeeeff4fa75e02ef068d5f4b3638bc745edb5a4ae331a2,885.2175412093729,131241.741937961,379293.4707669081,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
6996,INTRA_FACTORY_VNS,INHERITED_LS,true,576bdc63e016057f2ee13fd2c4b72796af10518c59ef35e376b10628125cada1,891.0429117839672,131266.5498285738,380248.29625282873,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,1,0,false
6997,INTRA_FACTORY_VNS,INHERITED_LS,true,b0735c3ee75902198c179850b7dd988f60e1acf2217c5d7adb6e60f70224cddc,886.065764843585,131628.72441618156,382237.2131163897,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,53,41,43,36,false
6998,INTRA_FACTORY_VNS,INHERITED_LS,true,51e6fb865969d1a37a62b8987a57cd808adf977ade738e5988ab1daedbc54795,874.0742417881162,131387.5576289717,378601.0936077613,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,53,41,41,36,false
6999,INTRA_FACTORY_VNS,INHERITED_LS,true,f3921d5fe7baafa001318a12fd912240edcbfdc3b27e71054baeb5570375dac4,868.8350772438891,131103.41939250907,378056.79915402376,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,4,0,2,2,false
7000,INTRA_FACTORY_VNS,INHERITED_LS,true,c33d3cd18719347dec1e4db88ab7aec30d2b44555060419cfab4aef49a76a130,876.6954165293071,131279.4621668774,378773.24005600496,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
7001,INTRA_FACTORY_VNS,INHERITED_LS,true,5e1b31d03218e02111c3ba7e125ea3752c643711406ece99653829b9ecff5641,907.7518333956215,131570.08684816293,385661.64263745106,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
7002,INTRA_FACTORY_VNS,INHERITED_LS,true,069028b42a978011e892ae9b1e6ecedf73b6bf101bedd18c9fef9ba0f274e6b5,884.6917049349928,131259.2409285858,381338.2754093144,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,1,false
