actualFE,rawSource,firstLevelSource,attributionEligible,candidateFingerprint,Cmax,TEC,TWC,parentFingerprint,lineageId,parentLineageId,QgAction,QpAction,QgTeacherHash16,QpTeacherHash16,subSwarmRole,JSChanged,FAChanged,MAChanged,WAChanged,JSChangeCount,FAChangeCount,MAChangeCount,WAChangeCount,finalEvaluate
5412,INTRA_FACTORY_VNS,INHERITED_LS,true,39e3e2bdd5794bdf726681ea925b57bca4405f1cae9ae58e68df5f66097a966b,964.8120563348052,127972.97768919841,356405.3100636989,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,22,10,18,18,false
5413,INTRA_FACTORY_VNS,INHERITED_LS,true,4d9a9879fbb5459662ac34153c962a97035e5bce7f2bd64b8c6591f421faf14b,1014.111137792899,127880.11859043625,363524.1759190328,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,1,false
5414,INTRA_FACTORY_VNS,INHERITED_LS,true,df2b2e58f94082219f9e682d309368e311dda503e180a8001ee81a8ddaaab0a9,994.925611294063,128206.78522856296,359323.75551123614,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5415,INTRA_FACTORY_VNS,INHERITED_LS,true,d8f864c7b1c8d4c7a50b0db9bd168782847bfa58e508683c1d68975362a70fb6,995.6359501645046,127992.99965907338,360192.69661953964,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5416,INTRA_FACTORY_VNS,INHERITED_LS,true,3630f359a01ad4a02b0f7958c75ce4ed2521893cb7d0c6b7239b99a23dea503d,1002.5852508327667,127887.0158548856,360660.63118649484,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5417,INTRA_FACTORY_VNS,INHERITED_LS,true,acebbd7b548644a4c1def9852c932a7a95fb703bdc59c146bc3476df2e7f4c78,1003.9154739380099,127876.01118790073,361323.26697641215,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5418,INTRA_FACTORY_VNS,INHERITED_LS,true,1349f4e4a74fe879967b238dc7ed7df8e8aeb4408824d22433ed2368935061e8,975.2567651017304,128048.1987799871,359891.92270855093,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5419,INTRA_FACTORY_VNS,INHERITED_LS,true,9ffd6ddda3729be642ea7e0f3c96eb86bd5a161699ad3785b95ea8fae903e746,993.3421130945574,127992.52388763671,362498.73432510416,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,64,41,51,43,false
5420,INTRA_FACTORY_VNS,INHERITED_LS,true,6eaf0f0e1379c2ec2927e00c26fb021a696d1b88d4a604ee208a9df61b80ba3c,997.7017106568059,127398.5929857844,364833.819691692,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,77,49,59,52,false
5421,INTRA_FACTORY_VNS,INHERITED_LS,true,667f53e00e940c6dfd1dbf42c41329897c3ca44e5f08dd14477af9a5a0803797,968.44218384614,127934.18360605689,356495.8554945475,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,35,22,21,27,false
5422,INTRA_FACTORY_VNS,INHERITED_LS,true,4d9a9879fbb5459662ac34153c962a97035e5bce7f2bd64b8c6591f421faf14b,1014.111137792899,127880.11859043625,363524.1759190328,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
5423,INTRA_FACTORY_VNS,INHERITED_LS,true,df2b2e58f94082219f9e682d309368e311dda503e180a8001ee81a8ddaaab0a9,994.925611294063,128206.78522856296,359323.75551123614,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5424,INTRA_FACTORY_VNS,INHERITED_LS,true,d8f864c7b1c8d4c7a50b0db9bd168782847bfa58e508683c1d68975362a70fb6,995.6359501645046,127992.99965907338,360192.69661953964,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5425,INTRA_FACTORY_VNS,INHERITED_LS,true,3630f359a01ad4a02b0f7958c75ce4ed2521893cb7d0c6b7239b99a23dea503d,1002.5852508327667,127887.0158548856,360660.63118649484,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5426,INTRA_FACTORY_VNS,INHERITED_LS,true,acebbd7b548644a4c1def9852c932a7a95fb703bdc59c146bc3476df2e7f4c78,1003.9154739380099,127876.01118790073,361323.26697641215,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5427,INTRA_FACTORY_VNS,INHERITED_LS,true,1349f4e4a74fe879967b238dc7ed7df8e8aeb4408824d22433ed2368935061e8,975.2567651017304,128048.1987799871,359891.92270855093,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5428,INTRA_FACTORY_VNS,INHERITED_LS,true,85f51c9767d71e01ce42c326bfcbb674c3cf96b7b7afc380abb14c33e156d833,992.2805967217676,128057.66305327752,359236.6655248017,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,90,57,65,62,false
5429,INTRA_FACTORY_VNS,INHERITED_LS,true,307b797a2ed0011d45476a640c9cd18b790ecaf4ab7476f1b7b3d8caf3248a9c,975.0734182187161,128241.91664091076,360555.2335965041,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,89,57,63,62,false
5430,INTRA_FACTORY_VNS,INHERITED_LS,true,e3879feb07a477203c768fd90c6127ce9fc7593eb27a63299de4778d6fcf3b23,983.7657296909856,128182.04375495618,358290.7859554705,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,10,0,4,4,false
5431,INTRA_FACTORY_VNS,INHERITED_LS,true,4d9a9879fbb5459662ac34153c962a97035e5bce7f2bd64b8c6591f421faf14b,1014.111137792899,127880.11859043625,363524.1759190328,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,false,true,2,0,0,1,false
5432,INTRA_FACTORY_VNS,INHERITED_LS,true,df2b2e58f94082219f9e682d309368e311dda503e180a8001ee81a8ddaaab0a9,994.925611294063,128206.78522856296,359323.75551123614,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5433,INTRA_FACTORY_VNS,INHERITED_LS,true,d8f864c7b1c8d4c7a50b0db9bd168782847bfa58e508683c1d68975362a70fb6,995.6359501645046,127992.99965907338,360192.69661953964,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5434,INTRA_FACTORY_VNS,INHERITED_LS,true,3630f359a01ad4a02b0f7958c75ce4ed2521893cb7d0c6b7239b99a23dea503d,1002.5852508327667,127887.0158548856,360660.63118649484,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5435,INTRA_FACTORY_VNS,INHERITED_LS,true,acebbd7b548644a4c1def9852c932a7a95fb703bdc59c146bc3476df2e7f4c78,1003.9154739380099,127876.01118790073,361323.26697641215,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5436,INTRA_FACTORY_VNS,INHERITED_LS,true,1349f4e4a74fe879967b238dc7ed7df8e8aeb4408824d22433ed2368935061e8,975.2567651017304,128048.1987799871,359891.92270855093,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5437,INTRA_FACTORY_VNS,INHERITED_LS,true,ffcc9df2c5d1ecba079fe0398ae15484cc20e5cb21094660c66190f8bf7502a8,978.7091406224357,127877.58099245805,357659.05778573896,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,23,13,20,15,false
5438,INTRA_FACTORY_VNS,INHERITED_LS,true,00b409fc4ddc0639ef9a3870921a22688e9f4d79fade30b3ff47ee0db9e9aeb1,1015.5894098008149,127204.19845602749,363031.23521981743,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,32,18,22,20,false
5439,INTRA_FACTORY_VNS,INHERITED_LS,true,31b38366ec31f865a4c2c7567d8b4a717c94ac1e4a0e594ec09e10860359e67a,979.698973361954,127952.00153596477,358335.1876386887,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,28,16,18,22,false
5440,INTRA_FACTORY_VNS,INHERITED_LS,true,4d9a9879fbb5459662ac34153c962a97035e5bce7f2bd64b8c6591f421faf14b,1014.111137792899,127880.11859043625,363524.1759190328,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,false,true,2,0,0,1,false
5441,INTRA_FACTORY_VNS,INHERITED_LS,true,df2b2e58f94082219f9e682d309368e311dda503e180a8001ee81a8ddaaab0a9,994.925611294063,128206.78522856296,359323.75551123614,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5442,INTRA_FACTORY_VNS,INHERITED_LS,true,d8f864c7b1c8d4c7a50b0db9bd168782847bfa58e508683c1d68975362a70fb6,995.6359501645046,127992.99965907338,360192.69661953964,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5443,INTRA_FACTORY_VNS,INHERITED_LS,true,3630f359a01ad4a02b0f7958c75ce4ed2521893cb7d0c6b7239b99a23dea503d,1002.5852508327667,127887.0158548856,360660.63118649484,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5444,INTRA_FACTORY_VNS,INHERITED_LS,true,acebbd7b548644a4c1def9852c932a7a95fb703bdc59c146bc3476df2e7f4c78,1003.9154739380099,127876.01118790073,361323.26697641215,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5445,INTRA_FACTORY_VNS,INHERITED_LS,true,1349f4e4a74fe879967b238dc7ed7df8e8aeb4408824d22433ed2368935061e8,975.2567651017304,128048.1987799871,359891.92270855093,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5446,INTRA_FACTORY_VNS,INHERITED_LS,true,40f1d27d6c62103fd8bd9e6ca2852233363487e23419ee1d287c31ec5aa84627,986.3702000092896,128145.72546334968,363842.52152528486,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,5,2,7,3,false
5447,INTRA_FACTORY_VNS,INHERITED_LS,true,a3317500db01e7dc0ab5c129209243b5a68b4f03e98391795f37c9ffa26df438,997.3340197478406,127647.74237241759,365880.82226130215,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,35,28,29,25,false
5448,INTRA_FACTORY_VNS,INHERITED_LS,true,02e78c975a04181145aed359b0eb4bba75f36f42a29d0aa3c7200aa3f9114284,967.0537989754674,127684.76193079657,356485.9757935123,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,32,26,26,24,false
5449,INTRA_FACTORY_VNS,INHERITED_LS,true,4d9a9879fbb5459662ac34153c962a97035e5bce7f2bd64b8c6591f421faf14b,1014.111137792899,127880.11859043625,363524.1759190328,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
5450,INTRA_FACTORY_VNS,INHERITED_LS,true,df2b2e58f94082219f9e682d309368e311dda503e180a8001ee81a8ddaaab0a9,994.925611294063,128206.78522856296,359323.75551123614,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5451,INTRA_FACTORY_VNS,INHERITED_LS,true,d8f864c7b1c8d4c7a50b0db9bd168782847bfa58e508683c1d68975362a70fb6,995.6359501645046,127992.99965907338,360192.69661953964,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5452,INTRA_FACTORY_VNS,INHERITED_LS,true,3630f359a01ad4a02b0f7958c75ce4ed2521893cb7d0c6b7239b99a23dea503d,1002.5852508327667,127887.0158548856,360660.63118649484,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5453,INTRA_FACTORY_VNS,INHERITED_LS,true,acebbd7b548644a4c1def9852c932a7a95fb703bdc59c146bc3476df2e7f4c78,1003.9154739380099,127876.01118790073,361323.26697641215,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5454,INTRA_FACTORY_VNS,INHERITED_LS,true,1349f4e4a74fe879967b238dc7ed7df8e8aeb4408824d22433ed2368935061e8,975.2567651017304,128048.1987799871,359891.92270855093,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5455,INTRA_FACTORY_VNS,INHERITED_LS,true,82c2dc267cc406494e47a4c5a479d260d211a9f171c81da16ef17e9906a70803,973.4732264847256,128562.92522993266,359912.4360350353,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,68,45,54,47,false
5456,INTRA_FACTORY_VNS,INHERITED_LS,true,16db4aa3b5b5a2264f053931f5a2ec891c60e4d33f1461500aac2c3fa04fa459,994.5220669448273,127450.82209566064,361092.5305988187,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,68,46,51,44,false
5457,INTRA_FACTORY_VNS,INHERITED_LS,true,9ab8162b527e2658c0b34fe0790b39d57657ea2bd755d8d196b17ff8b46efa43,1017.0219711321932,128284.74284844256,364130.52387770126,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,28,12,16,16,false
5458,INTRA_FACTORY_VNS,INHERITED_LS,true,4d9a9879fbb5459662ac34153c962a97035e5bce7f2bd64b8c6591f421faf14b,1014.111137792899,127880.11859043625,363524.1759190328,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,false,true,2,0,0,3,false
5459,INTRA_FACTORY_VNS,INHERITED_LS,true,df2b2e58f94082219f9e682d309368e311dda503e180a8001ee81a8ddaaab0a9,994.925611294063,128206.78522856296,359323.75551123614,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5460,INTRA_FACTORY_VNS,INHERITED_LS,true,d8f864c7b1c8d4c7a50b0db9bd168782847bfa58e508683c1d68975362a70fb6,995.6359501645046,127992.99965907338,360192.69661953964,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5461,INTRA_FACTORY_VNS,INHERITED_LS,true,3630f359a01ad4a02b0f7958c75ce4ed2521893cb7d0c6b7239b99a23dea503d,1002.5852508327667,127887.0158548856,360660.63118649484,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5462,INTRA_FACTORY_VNS,INHERITED_LS,true,acebbd7b548644a4c1def9852c932a7a95fb703bdc59c146bc3476df2e7f4c78,1003.9154739380099,127876.01118790073,361323.26697641215,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5463,INTRA_FACTORY_VNS,INHERITED_LS,true,1349f4e4a74fe879967b238dc7ed7df8e8aeb4408824d22433ed2368935061e8,975.2567651017304,128048.1987799871,359891.92270855093,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5464,INTRA_FACTORY_VNS,INHERITED_LS,true,1e3c5e3f1e42b5900dd52740ecade2183469de42135c2a3f1c5ec3a715ab6740,981.1641821023159,127742.55017026652,357736.6005815498,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,8,4,7,6,false
5465,INTRA_FACTORY_VNS,INHERITED_LS,true,b9cf58d820549f2828a9f7d0b530fd738a8ac1431f51823745b40d76063c3296,1019.3232381645118,127641.88962174265,372522.0283104523,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,76,40,59,48,false
5466,INTRA_FACTORY_VNS,INHERITED_LS,true,e7b6b540cd5205a74a104859928468ce4659393b61d7d139128cd285c6da508b,1012.4600168185243,128409.41908811299,369042.2880018791,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,68,36,51,42,false
5467,INTRA_FACTORY_VNS,INHERITED_LS,true,4d9a9879fbb5459662ac34153c962a97035e5bce7f2bd64b8c6591f421faf14b,1014.111137792899,127880.11859043625,363524.1759190328,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
5468,INTRA_FACTORY_VNS,INHERITED_LS,true,df2b2e58f94082219f9e682d309368e311dda503e180a8001ee81a8ddaaab0a9,994.925611294063,128206.78522856296,359323.75551123614,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5469,INTRA_FACTORY_VNS,INHERITED_LS,true,d8f864c7b1c8d4c7a50b0db9bd168782847bfa58e508683c1d68975362a70fb6,995.6359501645046,127992.99965907338,360192.69661953964,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5470,INTRA_FACTORY_VNS,INHERITED_LS,true,3630f359a01ad4a02b0f7958c75ce4ed2521893cb7d0c6b7239b99a23dea503d,1002.5852508327667,127887.0158548856,360660.63118649484,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5471,INTRA_FACTORY_VNS,INHERITED_LS,true,acebbd7b548644a4c1def9852c932a7a95fb703bdc59c146bc3476df2e7f4c78,1003.9154739380099,127876.01118790073,361323.26697641215,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5472,INTRA_FACTORY_VNS,INHERITED_LS,true,1349f4e4a74fe879967b238dc7ed7df8e8aeb4408824d22433ed2368935061e8,975.2567651017304,128048.1987799871,359891.92270855093,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5473,INTRA_FACTORY_VNS,INHERITED_LS,true,056e99134be7ff70dc49d8ea51f5bd2b0fd92974710ae27ecdae150bf7b6b5f8,984.6245894738713,127931.286558048,359985.40358643595,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,43,24,35,25,false
5474,INTRA_FACTORY_VNS,INHERITED_LS,true,30d1554a15d35b8b1169a14c7e39c1f98eff95f24aa54121df3121d6c21a800c,1022.3271989431931,128244.32510959331,379165.46338295314,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,79,45,65,50,false
5475,INTRA_FACTORY_VNS,INHERITED_LS,true,3cc531d66ec512921a6988412f3c5f131c37972630f88ce6fadde3d9503d1847,987.4529732166851,127888.12389362273,359170.52856550436,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,56,28,48,34,false
5476,INTRA_FACTORY_VNS,INHERITED_LS,true,4d9a9879fbb5459662ac34153c962a97035e5bce7f2bd64b8c6591f421faf14b,1014.111137792899,127880.11859043625,363524.1759190328,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
5477,INTRA_FACTORY_VNS,INHERITED_LS,true,df2b2e58f94082219f9e682d309368e311dda503e180a8001ee81a8ddaaab0a9,994.925611294063,128206.78522856296,359323.75551123614,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5478,INTRA_FACTORY_VNS,INHERITED_LS,true,d8f864c7b1c8d4c7a50b0db9bd168782847bfa58e508683c1d68975362a70fb6,995.6359501645046,127992.99965907338,360192.69661953964,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5479,INTRA_FACTORY_VNS,INHERITED_LS,true,3630f359a01ad4a02b0f7958c75ce4ed2521893cb7d0c6b7239b99a23dea503d,1002.5852508327667,127887.0158548856,360660.63118649484,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5480,INTRA_FACTORY_VNS,INHERITED_LS,true,acebbd7b548644a4c1def9852c932a7a95fb703bdc59c146bc3476df2e7f4c78,1003.9154739380099,127876.01118790073,361323.26697641215,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5481,INTRA_FACTORY_VNS,INHERITED_LS,true,1349f4e4a74fe879967b238dc7ed7df8e8aeb4408824d22433ed2368935061e8,975.2567651017304,128048.1987799871,359891.92270855093,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5482,INTRA_FACTORY_VNS,INHERITED_LS,true,ac78f5e4c04087a4eb50f84d499dfd3600d464d6ec7d73607b558e878ef1bf79,963.30235509743,127881.88770091762,356449.88461091963,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,13,6,11,10,false
5483,INTRA_FACTORY_VNS,INHERITED_LS,true,0e9e21805169818bb5f012f7b5874b696166438a01c94422dce74c595fc58803,1043.100491239875,127992.51702736161,382823.02171748574,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,90,58,70,68,false
5484,INTRA_FACTORY_VNS,INHERITED_LS,true,2519ca956f759e107c8401416b091da72515f91687f787479b16490b16ccfc58,1010.177437909126,127944.81770274823,363666.7300477623,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,90,58,69,68,false
5485,INTRA_FACTORY_VNS,INHERITED_LS,true,a31f8998d5128897cf144a75152aa6773674829e6e47cbfa6d2d0477fd5e5797,1010.5390747516699,127950.16086952612,363515.7910770909,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
5486,INTRA_FACTORY_VNS,INHERITED_LS,true,964fc97fe2be505e52fbc807cb402aefd88bebeea2b7e18448900b2c37b087a4,991.3434713088341,128209.38741450837,359287.79293770785,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5487,INTRA_FACTORY_VNS,INHERITED_LS,true,fd9c7bfe26020016c8633e2df861a8071a94d35448d1287ec21cb8be317ed000,992.0538137317511,128026.03946246573,360190.83637313056,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5488,INTRA_FACTORY_VNS,INHERITED_LS,true,8a331929bd8475a9f200c73df22121bd3037fdc8804b103aa3a0ca59afd2a425,999.0131835347128,127957.06143438206,360652.2384498343,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5489,INTRA_FACTORY_VNS,INHERITED_LS,true,1ef5a38dbb3379f37ecedbbfc2f9bbb3c0f4a97c49d4c9c476ee559c4d61d597,1000.401447320168,127940.37403071602,361364.3268637925,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5490,INTRA_FACTORY_VNS,INHERITED_LS,true,6d2971dcd78ffd56f506c47b4f6f0d451526e49eff7cd299222a046e16ccab73,974.5841127180216,128049.41489674161,359839.50119996513,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5491,INTRA_FACTORY_VNS,INHERITED_LS,true,7a6ce50b640e4cb949aa0b8d4c87e804ddae841239cbe08471b5b90f3c274ffd,975.3184715589992,127952.52196283902,357131.8155743616,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,78,51,58,55,false
5492,INTRA_FACTORY_VNS,INHERITED_LS,true,0d7245dbf150a2d418dc9c27f55793824edfd44f09b98cc78a2a73de5b7703c3,996.5950921334797,127637.38661327849,359874.7811449396,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,77,51,58,55,false
5493,INTRA_FACTORY_VNS,INHERITED_LS,true,71b5a0c831c9c4da0703da8781401cfe38389731be3060b12c2e06e8a6fabf44,983.0920904107611,128220.36808763495,363067.3784327925,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,false,true,4,0,0,4,false
5494,INTRA_FACTORY_VNS,INHERITED_LS,true,a31f8998d5128897cf144a75152aa6773674829e6e47cbfa6d2d0477fd5e5797,1010.5390747516699,127950.16086952612,363515.7910770909,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,false,true,2,0,0,3,false
5495,INTRA_FACTORY_VNS,INHERITED_LS,true,964fc97fe2be505e52fbc807cb402aefd88bebeea2b7e18448900b2c37b087a4,991.3434713088341,128209.38741450837,359287.79293770785,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5496,INTRA_FACTORY_VNS,INHERITED_LS,true,fd9c7bfe26020016c8633e2df861a8071a94d35448d1287ec21cb8be317ed000,992.0538137317511,128026.03946246573,360190.83637313056,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,false,true,0,0,0,2,false
5497,INTRA_FACTORY_VNS,INHERITED_LS,true,8a331929bd8475a9f200c73df22121bd3037fdc8804b103aa3a0ca59afd2a425,999.0131835347128,127957.06143438206,360652.2384498343,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,true,0,0,1,2,false
5498,INTRA_FACTORY_VNS,INHERITED_LS,true,1ef5a38dbb3379f37ecedbbfc2f9bbb3c0f4a97c49d4c9c476ee559c4d61d597,1000.401447320168,127940.37403071602,361364.3268637925,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,2,0,false
5499,INTRA_FACTORY_VNS,INHERITED_LS,true,6d2971dcd78ffd56f506c47b4f6f0d451526e49eff7cd299222a046e16ccab73,974.5841127180216,128049.41489674161,359839.50119996513,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,false,false,true,false,0,0,3,0,false
5500,INTRA_FACTORY_VNS,INHERITED_LS,true,723dbeb56f19d6ec86a54caf98933476411c13c5f15fc36931a756a8103832df,953.961945354103,127740.26941061247,353481.2672081188,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,13,11,11,12,false
5501,INTRA_FACTORY_VNS,INHERITED_LS,true,d8b826f541606f4cdecb7797da5213953b5b066b95b3436e64725d99968d8804,1017.127885514661,127575.98102177726,361627.13301374,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,46,24,30,30,false
5502,INTRA_FACTORY_VNS,INHERITED_LS,true,62caeb0972f37cedd0b4ea5f3114324f149b504b4bf2ec3a3b539c383c6896ff,1002.3486368967904,127855.74017109278,362539.3864093906,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,true,true,true,48,24,32,32,false
5503,INTRA_FACTORY_VNS,INHERITED_LS,true,89c31251ba3a95ddc2c35240ddcc7fcef45fba2dc7f866c20391758917cb3934,995.8938737602464,127833.01254436506,360177.92513473844,-1,81,-1,2,NA,f5d442c938f879e1,NA,G1_CMAX,true,false,true,true,2,0,2,3,false
