sequence,job,stage,factory,machine,worker,predecessorCompletion,machineAvailableBefore,workerAvailableBefore,start,recoveryDuration,fatigueBeforeRecovery,fatigueAtStart,ST,SUT,machineSpeed,machinePower,workerEfficiency,workerCost,lambda,muCurrentStage,recoveryMu,r,delta,baseProcessing,baseSetup,baseAT,fatigueMultiplier,actualProcessing,actualSetup,actualAT,end,fatigueAfter,energy,cost,safeThresholdExceeded
10,7,0,1,1,0,0.0,14.621212121212121,0.0,14.621212121212121,0.0,0.0,0.0,14.0,2.0,1.1,8.0,1.1,11.0,0.01293570112951506,0.06350772240419988,0.06350772240419988,0.3,33.4584502172179,11.570247933884296,1.8181818181818181,13.388429752066115,1.0,11.570247933884296,1.8181818181818181,13.388429752066115,28.009641873278234,0.15902111460171364,107.10743801652892,147.27272727272725,false
11,2,0,1,0,1,0.0,31.61891750856643,31.61891750856643,31.61891750856643,0.0,0.3578387381115562,0.3578387381115562,12.0,2.0,1.0,7.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,10.0,1.6666666666666667,11.666666666666666,1.1323936450070144,11.323936450070144,1.8873227416783576,13.211259191748502,44.83017670031493,0.46633037596617677,92.47881434223952,158.535110300982,false
12,9,0,1,0,1,0.0,44.83017670031493,44.83017670031493,44.83017670031493,0.0,0.46633037596617677,0.46633037596617677,9.0,2.0,1.0,7.0,1.2,12.0,0.014007937494133423,0.06730452786001137,0.06730452786001137,0.3,30.897376037546632,7.5,1.6666666666666667,9.166666666666666,1.165663057249469,8.742472929371019,1.9427717620824485,10.685244691453468,55.5154213917684,0.540518478710404,74.79671284017428,128.2229362974416,false
13,3,0,1,1,0,0.0,28.009641873278234,28.009641873278234,28.009641873278234,0.0,0.15902111460171364,0.15902111460171364,9.0,1.0,1.1,8.0,1.1,11.0,0.01293570112951506,0.06350772240419988,0.06350772240419988,0.3,33.4584502172179,7.438016528925619,0.9090909090909091,8.347107438016527,1.0638720547144567,7.913097927628189,0.9671564133767787,8.880254341004967,36.8898962142832,0.25028417329291974,71.04203472803974,97.68279775105464,false
14,8,1,1,0,2,14.621212121212121,0.0,0.0,14.621212121212121,0.0,0.0,0.0,10.0,1.0,1.0,7.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,8.333333333333334,0.8333333333333334,9.166666666666668,1.0,8.333333333333334,0.8333333333333334,9.166666666666668,23.78787878787879,0.2214256618002989,64.16666666666667,110.00000000000001,false
15,7,1,1,1,2,28.009641873278234,0.0,23.78787878787879,28.009641873278234,4.221763085399445,0.2214256618002989,0.1659698151272202,12.0,2.0,1.2,8.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,8.333333333333334,1.6666666666666667,10.0,1.0664591320683972,8.88715943390331,1.777431886780662,10.664591320683972,38.67423319396221,0.3766683126047182,85.31673056547177,127.97509584820766,false
16,1,1,1,2,3,31.61891750856643,0.0,0.0,31.61891750856643,0.0,0.0,0.0,11.0,2.0,0.9,6.0,0.9,9.0,0.013579305034188385,0.06613864891662347,0.06613864891662347,0.3,31.872655572359147,13.580246913580247,2.2222222222222223,15.802469135802468,1.0,13.580246913580247,2.2222222222222223,15.802469135802468,47.421386644368894,0.19312502526097963,94.81481481481481,142.22222222222223,false
17,3,1,1,0,2,36.8898962142832,23.78787878787879,38.67423319396221,38.67423319396221,0.0,0.3766683126047182,0.3766683126047182,14.0,3.0,1.0,7.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,11.666666666666668,2.5,14.166666666666668,1.1383543017411664,13.280800186980276,2.845885754352916,16.126685941333193,54.8009191352954,0.5986842715276808,127.77315599541578,372.1564841689993,false
18,2,1,1,1,3,44.83017670031493,38.67423319396221,47.421386644368894,47.421386644368894,0.0,0.19312502526097963,0.19312502526097963,12.0,3.0,1.2,8.0,0.9,9.0,0.013579305034188385,0.06613864891662347,0.06613864891662347,0.3,31.872655572359147,11.11111111111111,3.333333333333333,14.444444444444443,1.0764235684522354,11.960261871691504,3.588078561507451,15.548340433198955,62.96972707756785,0.3467022010102394,133.13387691599831,218.65944495245077,false
19,9,1,1,2,2,55.5154213917684,47.421386644368894,54.8009191352954,55.5154213917684,0.714502256472997,0.5986842715276808,0.5701759153058902,9.0,1.0,0.9,6.0,1.2,12.0,0.027304451263626864,0.0682845009168481,0.0682845009168481,0.3,15.85120711959691,8.333333333333332,0.8333333333333334,9.166666666666666,1.1952778603316387,9.960648836096988,0.996064883609699,10.956713719706688,66.47213511147508,0.6813131485175591,73.83431706563964,228.60898160527432,false
