treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
2,10/50/10/30,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,e23c16ac5a3f132fa68db31e9f01a890b25b6ef5aaa49da5edb88765e94ce45a
