runId,seedSlot,seed,algorithm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260826-MOHEADE_F,5,20260826,MOHEADE_F,COMPLETED,50000,113,4177c16ff47401254d81a9cb39faa548b5b0af5c69cb724d1e7e2244432a1f35,6892179727
