treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
1,10/40/30/20,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,429522eba62ecb08decb5f90e822b03919fdb8022ab64e1141ccfee06a725304
