runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260813-A0,5,20260813,A0,COMPLETED,500000,186,c690b2743ce07fc032edebe31eae84e9194e3a9cab98212532a131515687038f,35166559811
