observedFE,source,candidateFingerprint,Cmax,TEC,TWC,parentLineageId
1,INITIAL_POPULATION,cf394a288a45939d36d9480be07f20edd6a1c77a0949946d407c063b096b815c,709.1074394048967,24133.066927361597,53021.477151492974,-1
2,INITIAL_POPULATION,3f4ae85883f9fb245187a1c3c66164a07207b9184a288ce7d30a0f3d9300a724,1133.6180014731426,22598.57138884478,42333.81494882473,-1
3,INITIAL_POPULATION,65ce53325005b046cf2eb79406eeae900c3212e89b3668bc8b97bc49d418fc4e,879.621861559117,23367.713252151763,45742.203621661174,-1
4,INITIAL_POPULATION,8cb9933ddda12684344d13449aed876b072887c5f8358136bea9cf8d26d72dfa,752.8866819952084,23574.737911241264,48428.71447470039,-1
5,INITIAL_POPULATION,479f0b7f0df9bc54c0e17e063c269acb7cd640e68f22dcce5798f037331e19fe,700.7900821369653,23666.117268667706,48021.62541523703,-1
6,INITIAL_POPULATION,4aed6e50b29f073c8e1378fe19e1fe7c435c8e7ce99b6b839561afa6e3ca6a28,810.9665598671185,22823.936500391843,50058.15177489981,-1
7,INITIAL_POPULATION,9517c4f7e56b0a1a2728c86e0f6116085211a084757129418accb1a576843b2d,875.1042148909781,23703.40147804573,50561.54121461775,-1
8,INITIAL_POPULATION,40ba8dc5f3714bdaa8357179af84f1c9c810bea9ea25c709af15ff2e873d7db8,593.7236347990197,23716.293873859348,47837.49501189179,-1
9,INITIAL_POPULATION,cadf8101151342f670e1b83c480bf9899ef0f314a6e6ab6b03912aa192d379cb,768.5641920826382,24347.285735438974,54692.78752887634,-1
10,INITIAL_POPULATION,07fdbb67bf510c0ba8641981be041ac15a81f8c38e636f1d60cd1a4fe2c5f5df,519.9846080437387,24269.059541250095,56342.23410854338,-1
11,INITIAL_POPULATION,d9e9445e0c92c9989d6c2a9d1406188736c8007747f12e0e260deacfaba82efb,887.3168295232122,23487.453140037767,46000.75888075333,-1
12,INITIAL_POPULATION,579141bedad45b5c77646c45468093f1d10d2e68acc59006481aeacf572f3d04,643.8552656383265,23525.49132572717,46108.2150007092,-1
13,INITIAL_POPULATION,bc16ab321487883b6e7b0856a96ddd03df5474a079c6651e1a0e4d3f51121db1,675.67234944419,23294.484932531006,48651.49370390749,-1
14,INITIAL_POPULATION,fc4ab64d7d98ff7681a3c6b5162a819e6f635df68c19afed214dc2feca61d23c,454.65015189007124,24623.616630211993,63139.11934809628,-1
15,INITIAL_POPULATION,87d3a54b4ff3b826c64eb3e39efc67b9197a3666f90c396d3e2c2ddab1e25e25,549.418820805129,23533.202068003902,47240.21018666067,-1
16,INITIAL_POPULATION,550942cbbea959cda5cc3e5660c6c54198ee980fc5e215f4ab80a2893b60d4f6,706.223787781492,23293.388638174933,44918.18458253271,-1
17,INITIAL_POPULATION,e2c8e8e96abefa10bf1e3589b332d544c05ee1e636f397e18a70f4d95516f0e1,925.2597626460991,23114.64090837325,40598.05737877943,-1
18,INITIAL_POPULATION,53769e76e6b327a1e888e63b5041b125bcf42927f0df3dcb202d203803de7a61,861.7608162298176,23815.45929410556,53243.27946180443,-1
19,INITIAL_POPULATION,18de8ec907ac8e5d2879e3f5f48694b4f60557c149555d5118a6aadac269b783,801.5292296976932,22855.779725405533,43827.42045796881,-1
20,INITIAL_POPULATION,e2063c8904b6e20ecda21d8897300f064c096c052b34a74b68d0d720e1625aab,817.6242857005192,23397.518290106305,45395.30532949271,-1
21,INITIAL_POPULATION,e455682b08dadc0f8d327345115544ba707bc31f9c4c0de0c7cc038fb8bb7d1c,800.0578511712664,23395.951160483208,44327.03751283809,-1
22,INITIAL_POPULATION,0579e23243e6d47d3d886e259f411f65ae55320778f12e7e7f3da28311a47696,444.2674197218291,23200.829205139587,48144.12092761429,-1
23,INITIAL_POPULATION,6535cfc93711cb1331ae29949e20093cf6b4aca372b27872cd4ed8c2c283fb89,888.9661793637242,23034.18133298227,45206.55294195484,-1
24,INITIAL_POPULATION,32d46e200a6eb52d677e90e77b2c6c49053f4a0168523fa1b83b44d438debe74,893.2736518164182,22982.98995675656,41005.90214826112,-1
25,INITIAL_POPULATION,e1e939ba4ecbb28da0285550d799c33c99cc94958cbf8b804b5e10dbdb41c41c,875.6166075069773,23429.37410977799,49373.81362499214,-1
26,INITIAL_POPULATION,851323c5eaebb4405ab3a9a2746105fbeb18c7be50b23d40ae2e5fc36115512e,967.9250075353045,24418.929495429224,58471.62582329226,-1
27,INITIAL_POPULATION,01b4ddad150e9d99c59c37c180f993e817e824b46903262f0deec1b9825e0dc5,917.92885606787,23536.5889978908,46388.38739654934,-1
28,INITIAL_POPULATION,0298d8ae8336eed219ba690ed76665c89b35fcb14d07021dd658d06918043167,875.8680322189232,23247.871166728888,52237.8533156445,-1
29,INITIAL_POPULATION,80928051f7b7e408a54863555b7e5a76511ff1c7742a6bcafdeddf4f00e7d9c1,681.7542620500652,23981.613585451516,51760.92169916157,-1
30,INITIAL_POPULATION,5602885b88e57ad09e998c5ef625c99b9ea4008e95e29b77317828a8715d2944,902.6777463724188,23254.078979532256,44886.33200703615,-1
31,INITIAL_POPULATION,e371e0f28c0c87b524833368a6513e372d4d05633aef15bc6c4440f22fca2f12,727.5050468961547,23937.387854237622,46529.162478321145,-1
32,INITIAL_POPULATION,79af9388f1e3ec6d60c960b77ccb108bd1e5dbc9781a50795fc1e1e3bd5899ce,806.9002720581155,23738.441063996863,47681.06657024626,-1
33,INITIAL_POPULATION,4c362dcb0e3e37f230521825f900c6bf9a57bd162ed3821d31c71c3988b68a21,688.4442020774509,24436.28782883455,53812.806474004705,-1
34,INITIAL_POPULATION,6e5f2ec0571fbef34f2532a59d41ff1825b05a8faa05ef486241f39fdc293bc7,532.2594322171238,23867.237242875446,50120.716720333294,-1
35,INITIAL_POPULATION,5a978937b382689d03d6243b111ea5b48439b544f96bfa115bb3f421710a07ed,771.6921685005602,23712.85247036161,47770.922569960174,-1
36,INITIAL_POPULATION,92f2b4f72350b31e9c923a7bf7c453d4169f6fd44bb52175d307bcb926741a0b,602.4384014478252,23441.37870395054,49179.10861589051,-1
37,INITIAL_POPULATION,26ab8ca2a54dd23e372e9d8133f368bfd3b62bb869e081003a3bd57fb81d11b8,762.9849451946383,23637.87161769964,53841.63640752117,-1
38,INITIAL_POPULATION,f1d01741359e2adb25816b95b216329b848fd24ac9803dd939a3fc99e12ffabf,974.8185737112249,22776.341623461063,44099.27573861444,-1
39,INITIAL_POPULATION,4686c03181c4da62a3dad272a8ad66aae11d3b9dcbb00a222a8d406666951a62,474.3627285237041,24189.897043685374,54677.57248656275,-1
40,INITIAL_POPULATION,26bb487abf289dfcd85f2d0adb56e13bb05f09f2fd818a06d1b6204241d27818,487.19971315720124,24673.993952889086,60888.92098477667,-1
41,INITIAL_POPULATION,02ce08268842159f67520648d8a13c1140de01b533abe0790b9200b093d7203d,581.8341699011579,24563.00397244449,52704.13577657333,-1
42,INITIAL_POPULATION,d469e8cd3d2a62463ab16a3863e438f439f7180db4ef9fa5fb1131e668e3fd72,594.7552413051897,24010.899850342663,54087.58520366533,-1
43,INITIAL_POPULATION,367fd06f218b6bcff81afaeab1753a2b82b923d4c2071b40e537320506ca89b5,964.2642349948604,22972.58337236378,53642.55797218715,-1
44,INITIAL_POPULATION,47ae0966d3032113f5b5e8e105e0086251aa971ecac9553584a0cbf6410a879c,672.0461807501313,23358.071126421,54737.98751543691,-1
45,INITIAL_POPULATION,592d834398cac27d36b830df61e40b32a0b7ae9b40a57c801e8b1801b060f1fd,582.5848191280365,23312.913269321438,41569.38223391805,-1
46,INITIAL_POPULATION,d254c776e3c0880ce6b43cf3f292e99b565e68a7e8072f0d755bfa3c00d77d73,492.4297517122178,24128.88270599469,49787.22990978926,-1
47,INITIAL_POPULATION,4759e187ff3f3473031b92cac445741f43dc2a8195e24aa04b317b7485936e62,767.9152738677824,23919.71559394436,50770.545793217345,-1
48,INITIAL_POPULATION,0fde0871eefb0be58bb60468f636031364d5e9ff1fa96b695043e18f34137cb0,835.0545851564129,23860.944359815887,46218.6492178592,-1
49,INITIAL_POPULATION,6c36b540869634315383ef4fa26b045ada4502e22f5435198e79b27e275a4665,939.1152552895928,23574.31328475859,46586.84272180226,-1
50,INITIAL_POPULATION,c2533cfdd96bddb35f651baa6f0eff5124ac3079ea6919c8f6763d97843fa67e,434.2178542923583,24035.602840142994,55585.661603522436,-1
51,INITIAL_POPULATION,824abd52e3525b8f842aedab1adbbc382b249837055edf9b4e477550b76b9527,631.9722174148998,24157.48277017145,46411.74296027434,-1
52,INITIAL_POPULATION,7685ded1944073a9ac1b81dae1eaee972262572fc56b7b69cc41d3092b61f0b5,672.2279342634671,23932.743274372817,46577.17048875144,-1
53,INITIAL_POPULATION,9d8e81bfd5e9591eb2e9e2ff2e97fb0ef4378c596e7e20a8547f054fdcfa474f,777.9821700718397,23360.485154376303,43400.55625444738,-1
54,INITIAL_POPULATION,1aa3354431b10342011bc390a9c6148234a2e0c79f573d6d5adf0ef9f862281b,710.7631342955792,23545.62361834841,41937.35042291897,-1
55,INITIAL_POPULATION,10e2c173d7e652a0136e08ddd9e824d4dd9555f3bb377f4cac5cf6522ad737b9,644.8363781178091,23480.30131180533,45712.58057267147,-1
56,INITIAL_POPULATION,4a29be2591048a9469b8b8c5b40cb927392e469bd46c62d747505cec8ffd308b,894.6977395151283,23104.922809238997,47884.82042540491,-1
57,INITIAL_POPULATION,da8534cf4e4d6684f4891a38e71e287ed6824d848428c27722373c8893917efc,633.6238793717848,23540.10753714556,44297.624485921,-1
