generation,mainFE,parentSlot,factory,role,pSeq,pMac,pWor,pSet,pFat,maximumType,secondType,maximumPressure,secondPressure,pressureGap,confident,diagnosis,reason,criticalOperations,mask,decision,decisionActions
1,5100,0,0,G1_CMAX,0.6050747648101387,0.34522440020962575,0.6920363188173564,0.12820435131634514,0.48560887716258694,WOR,SEQ,0.6920363188173564,0.6050747648101387,0.08696155400721772,false,BAL,FULL_MASK_AUDIT,17,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5105,1,1,G1_CMAX,0.6258628800714235,0.4169580650840499,0.6239614796205832,0.14130605239013824,0.6399467187398379,FAT,SEQ,0.6399467187398379,0.6258628800714235,0.014083838668414339,false,BAL,FULL_MASK_AUDIT,13,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5109,2,1,G1_CMAX,0.4041929178317769,0.351371375836787,0.5893995057061211,0.1932739209346025,0.5731801004005208,WOR,FAT,0.5893995057061211,0.5731801004005208,0.016219405305600287,false,BAL,FULL_MASK_AUDIT,18,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5114,3,1,G1_CMAX,0.4694215610695758,0.4011338615495801,0.5986675842146536,0.16470469292181394,0.685700427706858,FAT,WOR,0.685700427706858,0.5986675842146536,0.08703284349220441,false,BAL,FULL_MASK_AUDIT,17,N1|N2|N3|N4|N5,APPLY,N1
1,5115,4,0,G1_CMAX,0.32445474748149217,0.42682695432950024,0.5886218478866421,0.13852475273615655,0.41118969077063283,WOR,MAC,0.5886218478866421,0.42682695432950024,0.16179489355714183,false,BAL,FULL_MASK_AUDIT,15,N1|N2|N3|N4|N5,APPLY,N1
1,5116,5,1,G1_CMAX,0.42370590445759915,0.3317452397179528,0.5888568226747535,0.17966450707975135,0.6448689694181886,FAT,WOR,0.6448689694181886,0.5888568226747535,0.05601214674343513,false,BAL,FULL_MASK_AUDIT,18,N1|N2|N3|N4|N5,APPLY,N1
1,5117,6,0,G1_CMAX,0.36864875947808684,0.35942684717199025,0.6352121231641104,0.1315315485224691,0.33082471963855076,WOR,SEQ,0.6352121231641104,0.36864875947808684,0.2665633636860235,false,BAL,FULL_MASK_AUDIT,13,N1|N2|N3|N4|N5,APPLY,N1
1,5118,7,0,G1_CMAX,0.57307803684355,0.3845611620133137,0.706892307355706,0.13763150276468392,0.44755734861431373,WOR,SEQ,0.706892307355706,0.57307803684355,0.133814270512156,false,BAL,FULL_MASK_AUDIT,11,N1|N2|N3|N4|N5,APPLY,N2
1,5119,8,2,G1_CMAX,0.7604057550804023,0.5038562626161476,0.528728473478431,0.14746065344236362,0.6979827220063142,SEQ,FAT,0.7604057550804023,0.6979827220063142,0.06242303307408814,false,BAL,FULL_MASK_AUDIT,9,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5124,9,1,G1_CMAX,0.44854074151677364,0.3628019627781236,0.5989222802098692,0.1617221844312264,0.6807600905280347,FAT,WOR,0.6807600905280347,0.5989222802098692,0.0818378103181655,false,BAL,FULL_MASK_AUDIT,15,N1|N2|N3|N4|N5,APPLY,N1
1,5125,10,1,G1_CMAX,0.6507869876462224,0.4102636057294129,0.6331981097154471,0.1327686682169857,0.6742059039534878,FAT,SEQ,0.6742059039534878,0.6507869876462224,0.023418916307265336,false,BAL,FULL_MASK_AUDIT,13,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5129,11,1,G1_CMAX,0.49839364506054484,0.3222034861543414,0.578985551743215,0.1446265635393481,0.6185344213135777,FAT,WOR,0.6185344213135777,0.578985551743215,0.039548869570362744,false,BAL,FULL_MASK_AUDIT,13,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5134,12,0,G1_CMAX,0.6087546056774147,0.32650512306314106,0.6488930169214908,0.13092301011235838,0.46300114444102547,WOR,SEQ,0.6488930169214908,0.6087546056774147,0.04013841124407613,false,BAL,FULL_MASK_AUDIT,10,N1|N2|N3|N4|N5,APPLY,N3
1,5135,13,0,G1_CMAX,0.36836969887427706,0.4496365285476436,0.5393299189940199,0.15482150219838164,0.3191059830892379,WOR,MAC,0.5393299189940199,0.4496365285476436,0.08969339044637636,false,BAL,FULL_MASK_AUDIT,13,N1|N2|N3|N4|N5,APPLY,N1
1,5136,14,1,G1_CMAX,0.46589277844665833,0.2595672676991486,0.574181463725585,0.15303163617106452,0.5762721545199725,FAT,WOR,0.5762721545199725,0.574181463725585,0.0020906907943875064,false,BAL,FULL_MASK_AUDIT,17,N1|N2|N3|N4|N5,APPLY,N2
1,5137,15,0,G1_CMAX,0.452767397638851,0.4584262128664956,0.762210538157839,0.1333003365602642,0.41544047869038836,WOR,MAC,0.762210538157839,0.4584262128664956,0.3037843252913434,false,BAL,FULL_MASK_AUDIT,15,N1|N2|N3|N4|N5,APPLY,N1
1,5138,16,0,G1_CMAX,0.38686471462444416,0.3794128481022435,0.592331541971782,0.12993243632696372,0.3528139721427799,WOR,SEQ,0.592331541971782,0.38686471462444416,0.2054668273473378,false,BAL,FULL_MASK_AUDIT,16,N1|N2|N3|N4|N5,APPLY,N1
1,5139,17,0,G1_CMAX,0.3418889872363112,0.42022692854757415,0.5466616482362148,0.15802829902739948,0.34385796337333013,WOR,MAC,0.5466616482362148,0.42022692854757415,0.12643471968864062,false,BAL,FULL_MASK_AUDIT,17,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5144,18,1,G1_CMAX,0.3871281975193185,0.25254904842598136,0.6245756801635545,0.15118062822702957,0.5906222899540026,WOR,FAT,0.6245756801635545,0.5906222899540026,0.033953390209551904,false,BAL,FULL_MASK_AUDIT,19,N1|N2|N3|N4|N5,APPLY,N1
1,5145,19,0,G1_CMAX,0.29834158471006383,0.3191192307436901,0.5629151799075591,0.11911880605097667,0.28069638230161176,WOR,MAC,0.5629151799075591,0.3191192307436901,0.24379594916386904,false,BAL,FULL_MASK_AUDIT,13,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5149,20,2,G4_BALANCED,0.8192454087322645,0.6033527969204482,0.6033527969204482,0.15722742643449394,0.9075237583030493,FAT,SEQ,0.9075237583030493,0.8192454087322645,0.08827834957078484,false,BAL,FULL_MASK_AUDIT,27,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5153,21,2,G4_BALANCED,0.8203218474526495,0.6033752629911847,0.6033752629911847,0.1503094764007555,0.8850736748781984,FAT,SEQ,0.8850736748781984,0.8203218474526495,0.06475182742554897,false,BAL,FULL_MASK_AUDIT,21,N1|N2|N4|N5,APPLY,N2
1,5154,22,1,G4_BALANCED,0.6270136567486196,0.5827938706459709,0.6376889234872511,0.12822640463595286,0.7420933732952704,FAT,WOR,0.7420933732952704,0.6376889234872511,0.10440444980801922,false,BAL,FULL_MASK_AUDIT,11,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5159,23,2,G4_BALANCED,0.8274122964261743,0.612207936712894,0.612207936712894,0.16109242281149444,0.8950928887450201,FAT,SEQ,0.8950928887450201,0.8274122964261743,0.06768059231884582,false,BAL,FULL_MASK_AUDIT,23,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5163,24,1,G4_BALANCED,0.6218487164423855,0.4340996195264839,0.5933662428886012,0.13464287019604,0.6852056034299006,FAT,SEQ,0.6852056034299006,0.6218487164423855,0.06335688698751507,false,BAL,FULL_MASK_AUDIT,12,N1|N2|N4|N5,APPLY,N2
1,5164,25,0,G4_BALANCED,0.5571038278422961,0.6514033434427232,0.614509728623779,0.16234140185272294,0.4264061678789247,MAC,WOR,0.6514033434427232,0.614509728623779,0.036893614818944265,false,BAL,FULL_MASK_AUDIT,11,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5169,26,2,G4_BALANCED,0.814643204572786,0.5977747772227313,0.5977747772227313,0.16513000235756145,0.9078289402093671,FAT,SEQ,0.9078289402093671,0.814643204572786,0.09318573563658106,false,BAL,FULL_MASK_AUDIT,27,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5173,27,1,G4_BALANCED,0.5644145069670379,0.3940478655758261,0.56646281537995,0.13126422405465132,0.6197151240086092,FAT,WOR,0.6197151240086092,0.56646281537995,0.05325230862865915,false,BAL,FULL_MASK_AUDIT,13,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5178,28,2,G4_BALANCED,0.8219950680949439,0.6056204982238196,0.6056204982238196,0.16304260929440897,0.9007760426512581,FAT,SEQ,0.9007760426512581,0.8219950680949439,0.07878097455631417,false,BAL,FULL_MASK_AUDIT,25,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5182,29,1,G4_BALANCED,0.5849388274809562,0.30219012370957876,0.6188658331954653,0.13687290471363206,0.6727784249927926,FAT,WOR,0.6727784249927926,0.6188658331954653,0.053912591797327325,false,BAL,FULL_MASK_AUDIT,17,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5187,30,1,G4_BALANCED,0.4293401388403363,0.31690490379224384,0.4948629429197167,0.1451688997906599,0.47351392789461483,WOR,FAT,0.4948629429197167,0.47351392789461483,0.021349015025101892,false,BAL,FULL_MASK_AUDIT,16,N1|N2|N3|N4|N5,APPLY,N2
1,5188,31,0,G4_BALANCED,0.3088433625760334,0.3488668256557692,0.6086977049967268,0.17182760820658033,0.39925723909852695,WOR,FAT,0.6086977049967268,0.39925723909852695,0.20944046589819987,false,BAL,FULL_MASK_AUDIT,9,N1|N2|N3|N4|N5,APPLY,N2
1,5189,32,1,G4_BALANCED,0.40482343602141957,0.2779274732296226,0.5833924864772371,0.13702268561483488,0.4898857177130903,WOR,FAT,0.5833924864772371,0.4898857177130903,0.09350676876414676,false,BAL,FULL_MASK_AUDIT,15,N1|N2|N3|N4|N5,APPLY,N2
1,5190,33,2,G4_BALANCED,0.8265625336411617,0.6119161520680213,0.6119161520680213,0.13219242948963983,0.907480230734568,FAT,SEQ,0.907480230734568,0.8265625336411617,0.08091769709340624,false,BAL,FULL_MASK_AUDIT,26,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5194,34,2,G4_BALANCED,0.8317038562475405,0.6178990839215335,0.6178990839215335,0.13290145797185998,0.9100621894147738,FAT,SEQ,0.9100621894147738,0.8317038562475405,0.07835833316723329,false,BAL,FULL_MASK_AUDIT,26,N1|N2|N4|N5,APPLY,N2
1,5195,35,0,G4_BALANCED,0.42817452405783507,0.30534212813913414,0.5753276702378463,0.15500330021272626,0.3435976863388511,WOR,SEQ,0.5753276702378463,0.42817452405783507,0.14715314618001119,false,BAL,FULL_MASK_AUDIT,15,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5200,36,2,G4_BALANCED,0.795167412719444,0.5753418165914903,0.5885675995145564,0.15239850164046437,0.9084122448736813,FAT,SEQ,0.9084122448736813,0.795167412719444,0.11324483215423731,false,BAL,FULL_MASK_AUDIT,26,N1|N2|N3|N4|N5,APPLY,N2
1,5201,37,2,G4_BALANCED,0.8240765882785066,0.6097630716218533,0.6097630716218533,0.13938419123628887,0.9198128089214321,FAT,SEQ,0.9198128089214321,0.8240765882785066,0.09573622064292553,false,BAL,FULL_MASK_AUDIT,29,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5205,38,1,G4_BALANCED,0.4091910000526723,0.43706143372858786,0.6177839456070155,0.12556858789727693,0.571955137784188,WOR,FAT,0.6177839456070155,0.571955137784188,0.0458288078228275,false,BAL,FULL_MASK_AUDIT,16,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
1,5210,39,1,G4_BALANCED,0.6661666313655972,0.444820375057518,0.6304243501890003,0.14878558975035724,0.6476791600714584,SEQ,FAT,0.6661666313655972,0.6476791600714584,0.018487471294138746,false,BAL,FULL_MASK_AUDIT,16,N1|N2|N4|N5,TEST,N1|N2|N4|N5
1,5214,40,2,G4_BALANCED,0.8292310222222354,0.615936293424056,0.615936293424056,0.15374190362830864,0.9240389499352842,FAT,SEQ,0.9240389499352842,0.8292310222222354,0.0948079277130488,false,BAL,FULL_MASK_AUDIT,31,N1|N2|N4|N5,APPLY,N2
1,5215,41,2,G4_BALANCED,0.8127542582553164,0.5906151443522792,0.5981814343796554,0.14546593287597462,0.8895467652022564,FAT,SEQ,0.8895467652022564,0.8127542582553164,0.07679250694693995,false,BAL,FULL_MASK_AUDIT,23,N1|N2|N3|N4|N5,TEST,N1|N2|N3|N4|N5
