runId,seed,algorithm,sourceKind,status,FE,frontSize,initialPopulationHash,runNanos,representationRepairs
seed-20260823-HMOPSO_QGS_F,20260823,HMOPSO_QGS_F,ZHANGBO_CURRENT,COMPLETED,500000,262,4715a7cb10804878123440f67db1e61581b342cc089dc1d907e1f669bd695469,124425441212,0
