treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
12,30/30/10/30,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,7f00fdeccc89e37e27c1afb1aea22c4c2669c26b80f659c89bf493f276637d86
