runDir,instance,seed,arm,mode,maxFEs,status,decoderCalls,actualFE,illegal,duplicate,initialHashV35,initialHashP8,initialHashStatus,initialHashMatch,inPreReg,manifestVerify,manifestDetail,acceptance,note
A2_CFVF,100_5_3_1,20260901,A2,V35_A2,100000,COMPLETED,96680,96680,0,0,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,7c6f8b425f2781653ce9705b82050652f063b461b24c0f93d9486e2c686ca2d3,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,MATCH,True,OK,verified 26 files,ACCEPTED,
A4_BUDGET_AWARE_CATA,100_5_3_1,20260901,A4,V35_FULL_POOL_OFF,100000,COMPLETED,96025,96025,0,0,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,7c6f8b425f2781653ce9705b82050652f063b461b24c0f93d9486e2c686ca2d3,179a82a3825566380ab6798aa898002d31565dad9d65802e57b295c2a4294c2d,MATCH,True,OK,verified 26 files,ACCEPTED,
A2_CFVF,100_5_3_1,20260902,A2,V35_A2,100000,COMPLETED,96672,96672,0,0,d99b848b230b849d509ecbbc95355ae34747f54a6ce56259a4e05231dd4ee1ec,813fff4cfb9ba99710dc5e2ccfe62a698028581ad4cc3a3eb6763a60ac423d46,d99b848b230b849d509ecbbc95355ae34747f54a6ce56259a4e05231dd4ee1ec,MATCH,True,OK,verified 26 files,ACCEPTED,
A4_BUDGET_AWARE_CATA,100_5_3_1,20260902,A4,V35_FULL_POOL_OFF,100000,COMPLETED,96025,96025,0,0,d99b848b230b849d509ecbbc95355ae34747f54a6ce56259a4e05231dd4ee1ec,813fff4cfb9ba99710dc5e2ccfe62a698028581ad4cc3a3eb6763a60ac423d46,d99b848b230b849d509ecbbc95355ae34747f54a6ce56259a4e05231dd4ee1ec,MATCH,True,OK,verified 26 files,ACCEPTED,
A2_CFVF,100_5_3_1,20260903,A2,V35_A2,100000,COMPLETED,96653,96653,0,0,4a96719b592173a871f3c00abfce3d2c797f1f51fe1a87cd80170178df738c53,cb7e886df11e0a919ced984fb4966140899be7382ae979e8d0b2aaea81253905,4a96719b592173a871f3c00abfce3d2c797f1f51fe1a87cd80170178df738c53,MATCH,True,OK,verified 26 files,ACCEPTED,
A4_BUDGET_AWARE_CATA,100_5_3_1,20260903,A4,V35_FULL_POOL_OFF,100000,COMPLETED,96025,96025,0,0,4a96719b592173a871f3c00abfce3d2c797f1f51fe1a87cd80170178df738c53,cb7e886df11e0a919ced984fb4966140899be7382ae979e8d0b2aaea81253905,4a96719b592173a871f3c00abfce3d2c797f1f51fe1a87cd80170178df738c53,MATCH,True,OK,verified 26 files,ACCEPTED,
