treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
9,20/40/30/10,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,7e6c2ccb21b03630c1b52340297f7af4cbec8d22175f7469503ce0a9319b745d
