runId,seedSlot,seed,arm,status,FE,frontSize,initialPopulationHash,algorithmRunNanos
seed-20260813-A4,5,20260813,A4,COMPLETED,500000,331,c690b2743ce07fc032edebe31eae84e9194e3a9cab98212532a131515687038f,248116193968
