pair,seed,fromArm,toArm,deltaCmax,deltaTEC,deltaTWC,deltaHVCommonReference,deltaIGDCommonReference,deltaHVPairReference,deltaIGDPairReference,coverageToFrom,coverageFromTo
D0_A2_CONTROL->D1_PA_DIRECTIONAL,20260822,D0_A2_CONTROL,D1_PA_DIRECTIONAL,-0.034441677350508064,-0.02564203533413996,-0.013067929050835689,-0.09944204561991159,1.4182275800174977,-0.10286616205190184,2.009986792250867,0.06557377049180328,0.8333333333333334
D0_A2_CONTROL->D1_PA_DIRECTIONAL,20260823,D0_A2_CONTROL,D1_PA_DIRECTIONAL,-0.020004047900110757,-0.0019159837865171676,0.009505932097053856,0.009071316190353498,-0.03001791007979685,0.008196713314955906,-0.08888176454101253,0.5298013245033113,0.23076923076923078
D0_A2_CONTROL->D1_PA_DIRECTIONAL,20260824,D0_A2_CONTROL,D1_PA_DIRECTIONAL,0.026882819115278386,-0.026204419318644832,0.001507574652108411,-0.09017944792221493,1.025632083755108,-0.09528708013755993,1.2200770422392686,0.031496062992125984,0.8
D1_PA_DIRECTIONAL->D2_QP_SYNCHRONOUS,20260822,D1_PA_DIRECTIONAL,D2_QP_SYNCHRONOUS,0.07940506188039732,-0.006165990473689313,-0.010836573144436267,-0.043229581692278765,0.30107367689378456,-0.04428457413041357,0.33427216790610176,0.09523809523809523,0.7692307692307693
D1_PA_DIRECTIONAL->D2_QP_SYNCHRONOUS,20260823,D1_PA_DIRECTIONAL,D2_QP_SYNCHRONOUS,-0.005360558340277338,-0.003315157911708111,0.0030075687391741693,-0.05093337320832308,0.4834132693492991,-0.05334139644976218,0.7111025652342556,0.18269230769230768,0.6448598130841121
D1_PA_DIRECTIONAL->D2_QP_SYNCHRONOUS,20260824,D1_PA_DIRECTIONAL,D2_QP_SYNCHRONOUS,0.0,0.016608366378759735,-0.006112607772718786,-0.007299989185379805,0.171095975652495,-0.012446448920855628,0.16350967290683108,0.2923076923076923,0.5661764705882353
D2_QP_SYNCHRONOUS->D3_A3_BLOCK_FROZEN,20260822,D2_QP_SYNCHRONOUS,D3_A3_BLOCK_FROZEN,-0.01762836899212316,-0.0014574222448487761,0.006209299333492103,-0.04110754723592937,0.37381920982050704,-0.04123112805457364,0.4337833358031996,0.125,0.7522935779816514
D2_QP_SYNCHRONOUS->D3_A3_BLOCK_FROZEN,20260823,D2_QP_SYNCHRONOUS,D3_A3_BLOCK_FROZEN,0.018004488315939208,-0.01110660912222268,-0.00446952261921223,-0.006580485858988772,-0.030229927693049944,-0.0065744115823132936,-0.12088415550761412,0.42990654205607476,0.3125
D2_QP_SYNCHRONOUS->D3_A3_BLOCK_FROZEN,20260824,D2_QP_SYNCHRONOUS,D3_A3_BLOCK_FROZEN,-0.048276340692160497,-0.0011741216831289145,0.025792748106963758,0.07681020515779793,-0.3349186852954652,0.07686972875097849,-0.367002708646588,0.7352941176470589,0.14782608695652175
