runKey,instance,seed,actualFE,decoderCalls,remainingFE,utilizationRate,terminationKind,outerCycles,ledgerRows,pddrRounds,checkpointRows,status,failures,acceptance
run-GAPLSRC-C0-50_2_3_1-20260919,50_2_3_1,20260919,96025,96025,3975,0.960250000000,PHASE_CONSISTENT_TAIL_STOP,12,96025,12,3,COMPLETED,NONE,FAIL(utilizationRate-gate; all-other-criteria-PASS)
run-GAPLSRC-C0-100_5_3_1-20260919,100_5_3_1,20260919,96025,96025,3975,0.960250000000,PHASE_CONSISTENT_TAIL_STOP,12,96025,12,3,COMPLETED,NONE,FAIL(utilizationRate-gate; all-other-criteria-PASS)
run-GAPLSRC-C0-50_2_3_1-20260920,50_2_3_1,20260920,96025,96025,3975,0.960250000000,PHASE_CONSISTENT_TAIL_STOP,12,96025,12,3,COMPLETED,NONE,FAIL(utilizationRate-gate; all-other-criteria-PASS)
run-GAPLSRC-C0-100_5_3_1-20260920,100_5_3_1,20260920,96025,96025,3975,0.960250000000,PHASE_CONSISTENT_TAIL_STOP,12,96025,12,3,COMPLETED,NONE,FAIL(utilizationRate-gate; all-other-criteria-PASS)
run-GAPLSRC-C0-50_2_3_1-20260921,50_2_3_1,20260921,96025,96025,3975,0.960250000000,PHASE_CONSISTENT_TAIL_STOP,12,96025,12,3,COMPLETED,NONE,FAIL(utilizationRate-gate; all-other-criteria-PASS)
run-GAPLSRC-C0-100_5_3_1-20260921,100_5_3_1,20260921,96025,96025,3975,0.960250000000,PHASE_CONSISTENT_TAIL_STOP,12,96025,12,3,COMPLETED,NONE,FAIL(utilizationRate-gate; all-other-criteria-PASS)
