runId,seed,algorithm,sourceKind,status,FE,frontSize,initialPopulationHash,runNanos,representationRepairs
seed-20260822-HMOPSO_QGS_F,20260822,HMOPSO_QGS_F,ZHANGBO_CURRENT,COMPLETED,50000,89,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,3822079500,0
