algorithm,frontSize,HV,IGD,Spacing,C_against_other,other_C_against_self,minCmax,minTEC,minTWC,maxCmax,maxTEC,maxTWC
ZHANGBO-FULL,555,0.996888847328,0.00219363647185,0.0172948391286,0.766129032258,0.0288288288288,175.759647977,8425.04305835,12671.1171880,428.261074634,11116.2399595,19283.1301952
HMOPSO-QGS-F,124,0.803542161734,0.118386976756,0.0340609715045,0.0288288288288,0.766129032258,188.739825500,8723.11811842,12740.8602145,432.644173487,11207.0914747,19731.9025559
