treatment,mixture,instance,seed,status,FE,frontSize,initialPopulationHash,configurationHash
13,30/30/30/10,20_2_3_1,20260822,COMPLETED,100,37,58c4c3b6be9869b3666595618cbd11ef9d076ebc4ff6f60e1321d0f63b2f4b00,89daa9213a3dbec590c12198c685c99384d66cf9e1a97978328798fa1c1a61f4
