arm,bestCmaxGenerated,bestTECGenerated,bestTWCGenerated,bestCmaxGlobal,bestTECGlobal,bestTWCGlobal,bestCmaxSource,bestTECSource,bestTWCSource
full-20k-with,NaN,8994.850390,13335.855560,NaN,9030.005182,13492.397715,[0, 10, 9, 11, 5, 19, 14, 2, 17, 16, 6, 4, 18, 8, 15, 3, 7, 1, 12, 13]|[0, 0, 0, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 0, 2, 0, 1, 1, 2, 0]|[3, 2, 3, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 3]|[1, 2, 2, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 2],[19, 9, 6, 10, 2, 5, 11, 18, 8, 0, 4, 3, 12, 16, 13, 15, 1, 17, 7, 14]|[2, 2, 1, 1, 2, 0, 1, 0, 0, 0, 2, 0, 2, 1, 2, 0, 0, 0, 1, 1]|[1, 0, 1, 1, 0, 3, 1, 3, 3, 3, 0, 3, 0, 1, 0, 3, 3, 3, 1, 1]|[1, 0, 1, 1, 0, 0, 1, 2, 0, 2, 1, 0, 1, 1, 0, 0, 2, 0, 1, 1],[16, 10, 1, 5, 4, 6, 3, 7, 11, 14, 18, 17, 13, 0, 19, 2, 8, 9, 15, 12]|[0, 0, 0, 0, 2, 0, 0, 2, 1, 2, 0, 2, 1, 0, 2, 0, 0, 0, 0, 1]|[2, 3, 3, 3, 0, 3, 2, 0, 1, 0, 2, 1, 1, 0, 1, 3, 0, 0, 3, 1]|[2, 1, 0, 0, 1, 2, 1, 1, 1, 0, 1, 0, 1, 0, 1, 2, 0, 0, 2, 1]
full-5k-I1-with,NaN,1961.682987,2662.941007,NaN,1961.682987,2662.941007,[3, 9, 6, 1, 4, 5, 0, 8, 7, 2]|[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]|[0, 1, 1, 0, 2, 1, 0, 1, 1, 0]|[0, 0, 1, 0, 1, 0, 0, 1, 0, 1],[3, 4, 8, 2, 1, 5, 9, 6, 7, 0]|[0, 1, 1, 0, 1, 1, 1, 1, 1, 0]|[0, 0, 1, 1, 0, 1, 0, 0, 0, 0]|[1, 0, 1, 0, 0, 1, 1, 0, 1, 0],[4, 8, 9, 6, 1, 3, 5, 7, 0, 2]|[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]|[1, 1, 2, 2, 1, 1, 2, 1, 2, 1]|[0, 1, 1, 1, 1, 0, 1, 0, 1, 0]
